"n_sov"	"ratio_n_sov_tot"	"ratio_n_sov_sp"
36674	0.070654781055718	0.764392013005961
"n_sovGrp"	"ratio_n_sovGrp_stot"	"ratio_n_sovGrp_sp"	"ratio_n_sovGrp_sov"	"o"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 10:00-22:00;Fr 10:00-23:00;Sa 13:00-23:00;Su 13:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 10:00-22:00, Fr 10:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 18:30-00:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:00-14:30,17:15-23:00; Sa,Su 10:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 17:00-00:00; Fr 17:00-01:00; Sa 12:00-01:00; So 12:00-00:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-Tu,PH 15:00-02:00; We-Sa 15:00-03:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"12:00-6:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Su 11:00-2:30, 5:30-9:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 11:00-23:00;We-Th 11:00-01:00;Fr 10:00-03:00;Sa 12:00-03:00;Su 12:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"12:00-14:00,18:30-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 10:00-20:00;Su 14:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 12:00-14:00, 19:00-21:30; Fr-Sa 12:00-14:00, 19:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:45-14:00; Fr-Sa 11:45-14:00,19:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 12:00-24:00; Fr,Sa 13:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"17:30-19:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu 17:00-24:00; We,Th 00:00-01:00,17:00-24:00; Fr 00:00-01:00,17:00+; Sa 17:00+; Su 17:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 12:00-14:00; Mo-Sa 18:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-Fr 12:00-23:00; Sa 12:00-01:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-14:00,17:00-24:00; Sa 17:00-24:00; Su 11:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-14:30, 17:00-20:00, Fr 11:00-14:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo off; Tu-Su 09:00-23:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Th-Su 11:00-15:00; Th-Su 18:30-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Su 11:30-14:00,17:30-23:30; Sa 17:30-23:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"week 1-14 Mo-Th 10:00-15:00; Fr,Sa 10:00-22:00; Su 10:00-21:00, week 15-44 Mo,We,Th,Su 10:00-21:00; Tu 10:00-19:00; Fr,Sa 10:00-22:00, week 45-53 Mo-Th 10:00-15:00; Fr,Sa 10:00-22:00; Su 10:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Sa,Su 18:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,12:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 12:00-14:00,17:00-20:00;Sa 14:00-16:00,17:00-20:00,Su 12:00-16:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu 11:30-17:00; We-Fr 11:30-23:00; Sa 11:30-17:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"11:30-17:00,17:30-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"11:30-14:00,14:14-17:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-21:00; Sa 12:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:00-21:00; Sa-Su 12:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-Th 09:30-22.00; Fr-Sa. 09:30-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-22:00; Fr-Su 10:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Th-Su 00:00-24:00; Su-We 07:00-02:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:30-23:30; Fr 11:30-24:00; Sa 00:00-01:00,18:00-24:00; Su 00:00-05:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:00-24:00; Sa 00:00-03:00,12:00-24:00; Su 00:00-03:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-Th. 09:00-23:00; Fr-Sa 09:00-00:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"12:00-22:15"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-22:00;Fr 11:00-01:00;Sa 15:00-01:00;Su 15:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 06:00-22:00; Su 09:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 16:00-23:00;Sa 16:00-01:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 12:00-14:30, 18:00-23:00; Sa 18:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 11:00-14:30,17:00-24:00; Su 11:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Summer 00:00-02:00,10:30-24:00; Winter 00:00-01:00,10:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-Th 11:30-22:00; Fr-Sa 11:30-03:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-14:00, 18:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 12:00-14:30,18:00-22:30; Fr,Sa 12:00-14:30,18:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-We 11:30-22:00; Th-Sa 11:30-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu,Th,Sa 16:00-23:00;We,Fr 11:30-14:00,16:00-23:00;Su 10:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 12:00-14:30,18:00-23:30;Su,PH 12:00-14:30,18:00-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:30-21:30; Fr-Sa 11:30-22:00; Su 12:00-21:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"11:00-14:30,17:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Th 11:30-20:00;Fr-Sa 11:30-22:30;Su 11:30-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-We 16:00-21:00; Th 16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 15:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-14:00,17:30-23:00; Sa,Su 17:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo,Th,Fr 08:30-22:00; Sa 17:00-24:00; Su 10:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa18:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 10:00-23:00; We-Sa 10:00-24:00; Su 11:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 12:00-14:30,17:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:00-23:30; Sa-Su, PH 17:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-14:00,16:30-21:30;Sa-Su 16:30-21:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Jan-Oct 11:00-19:00; Nov-Dec Sa,Su 11:00-17:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 12:00+; Su 13:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 12:00-15:00,18:00-23:00; Su 12:00-23:00; PH 12:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 8:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Fr-Sa 17:00-22:00; Su 11:00-14:00, 17:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 17:00-22:00; Su 12:00-14:00,17:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Apr-Sep 11:30-24:00; Oct-Mar Mo-Fr 17:00-24:00; Sa,Su,PH 11:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 10:30-14:00,17:00-22:00; Su 17:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 11:00-21:00; We off; Th-Su11:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo 13:30-18:30; Tu-We 09:00-18:30; Th 09:00-20:00; Fr 09:00-18:30; Sa 08:00-17:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-We 17:30-24:00; Fr,Sa 17:15-24:00; Su 10:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 14:00-21:00; Su,PH 11:30-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"We-Sa 11:30-13:30,17:30-21:00;Su,PH 11:30-14:30,17:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"17:00-26:00; Su,PH 17:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Su 12:00-14:00, 18:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 12:00-14:00, 18:00-23:00; Sa-Su 18:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"May-Sep: Mo-Su 11:00-21:00; Oct-Apr: Mo 17:00-22:00; Tu-Fr 11:00-14:30, 17:00-22:00; Sa-Su 11:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-We 11:00-20:00; Th-Sa 11:00-22:00; Su 12:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Nov-Apr 10:30-17:00; May-Oct 10:30-17:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 20:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 11:30-14:30,18:00-23:00; Su 11:30-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 16:30+;Su 10:00-13:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"We-Mo 10:00-18:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"08-24"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Su 11:30-15:00,17:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-23:00; Sa,Su 12:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 10:00-14:00; Fr 10:00-22:00; Sa 12:00-22:00; Su 12:00-18:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 16:00-01:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 06:30-14:00; Sa-Su 07:00-14:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Apr-Oct: 11:00-01:00;Sa 11:00-02:00; Nov-Mar: 17:00-01:00;Sa 17:00-02:00;Su,PH 11:30-14:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 17:00-23:00; Sa,Su 11:00-14:00,17:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 17:00-23:00; Sa,Su 11:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-01:00; Fr,Sa 10:00-02:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo 8:30-18:00; Tu-Sa 08:30-23:00, Su,PH 10:00-16:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"11:00-14:00; 17:30-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 11:30-21:30; Th,Fr 11:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:00-25:00; Sa,Su 07:00-25:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Fr 10:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 11:30-23:15"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-13:30,19:00-21:00; Sa 19:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 09:30-14:30; We-Sa 09:30-14:30,18:00-23:30; Su 18:30-23:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 11:30-14:00; We-Sa 11:30-14:00,18:30-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"We-Su 11:30-14:00,18:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 12:00-24:00; Su 12:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 17:00 - 01:00; Sa 13:00-01:00; Su 09:00-15:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 10:00-22:00; Su 11:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"11：30～23：00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 14:00-20:00; Sa 11:00-16:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo,We-Su 12:00-15:00,17:00-01:00, Sa 12:00-01:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"We-Sa 18:30+; Su 12:00-14:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Fr-Su 12:00-20:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 12:00-22:00; Fr-Sa 12:00-02:00; Su 12:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 10:00-22:00; Fr 10:00-24:00; Sa 10:30-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Su 11:00-22:00; Mo 17:30-21:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-21:00; Sa,Su 10:00-01:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"00:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 12:00-15:00; Fr 12:00-15:00,18:45-24:00; Sa 00:00-04:00,18:45-24:00; Su 00:00-04:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"We-Fr 11:00-14:00,17:30-23:00; Sa-Su 11:00-23:00; PH 11:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo off; Tu-Su 17:00-00:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"11:00-22:00; Fr-Sa 11:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Th 17:30-22:00; Fr-Sa 12:00-15:00, 17:00-23:00; Su 12:00-15:00, 17:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-14:30,17:00-22:00; Fr 11:00-14:30,17:00-23:00; Sa 11:00-15:00,17:00-23:00; Su 11:00-15:00,17:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr,Su 09:00-03:00; Sa 08:00-04:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-22:00; Fr,Sa 11:00-24:00; Su 12:00-22:00; PH 12:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-17:30; Sa 10:00-16:30; Su 12:00-18:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo,Su 13:00-15:45,20:30-23:00; Tu-Th 13:00-15:45,20:30-23:30; Fr,Sa 13:00-15:45,20:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 09:00-18:30; Sa 09:30-15:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo 11:00-15:00; Tu-Sa 11:00-22:00; Su 10:30-15:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 19:30-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 06:30-21:45"
1	0.000001926563262	0.000020842886323	0.000027267273818	"tu-su 10:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 16:30-22:00; Su 11:30-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 12:00-21:00; Sa 11:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 09:00-23:00; Fr 09:00-00:00; Sa 10:00-00:00; Su 10:00-18:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 06:30-10:30,12:00-15:00,18:00-22:30; Sa-Su 07:00-11:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo off; Tu-Su,PH 11:30-15:00,17:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"8:00-0:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-Th 11:00-01:00; Fr 11:00-02:00; Sa 11:00-03:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"We-Fr 10:00-17:00 open ""bread orders only""; Sa,Su 09:00-17:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 12:00-15:00,18:00-22:00; Sa,Su 12:00-16:00,18:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-15:00,17:15-26:40; Fr 11:00-15:00,17:15-27:00; Sa 11:00-15:30,17:15-27:00; Su 11:00-15:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-14:00,16:30-22:30; Sa 11:00-14:00,16:30-22:30; Su 16:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Su 08:00-22:00; Su,PH 08:00-12:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 16:30-02:00;Sa 10:00-02:00;Su 10:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 11:30-14:30,18:15-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 10:30-14:00,17:00-23:30; Su 17:00-23:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 00:00-06:00,12:00-24:00; Sa,Su 00:00-07:00,12:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th,Su 10:00-00:00; Fr,Sa 10:00-04:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 09:00-21:00;Fr-Sa 09:00-22:00;Su 10:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Th-Sa 17:00-23:00;Su, PH 11:30-15:00, 17:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 17:00-23:00; Sa 14:00-23:00; Su 11:00-14:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 17:30-23:30; Sa 12:00-14:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"12:00-13:30,19:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 07:00-21:00;Sa 07:30-21:00;Su 07:30-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-21:00; Sa 08:00-19:00; Su 08:00-15:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 11:30-14:45,17:30-23:00;Su 17:00-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 12:00-15:00, 17:30-00:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-Th 11:30-15:00; Su-Th 17:30-23:00; Fr-Sa 17:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo 15:00-19:00; Tu-Sa 10:00-13:00, 15:00-19:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 11:30-14:30,19:00-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 08:00-23:00; Th- 08:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 11:00-22:30, Fr 11:00-23:00, Sa 12:30-23:00, Su 12:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 11:00-00:00; Su 10:00-00:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-We 16:00-22:30; Th-Sa 16:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 16:00-22:00; Sa 16:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 12:00-23:00; We-Th 12:00-01:00; Fr-Sa 12:00-03:00; Su 12:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 15:00-24:00; We-Sa 15:00-03:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 11:30-24:00; Sa 12:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Tu 14:00-23:00; We-Fr 14:00-01:00; Sa 18:00-01:00; Su 14:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-21:30;Fr 11:00-22:00;Sa 12:00-22:00;Su 12:00-21:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:00-24:00; Sa 12:30-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 15:00-23:00; Fr-Sa 14:00-24:00; Su 14:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 12:00-15:00; Mo-Fr 18:00-01:00; Sa 16:00-01:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 18:00-01:00; Sa 18:00-02:00; Su 18:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Su-We 17:00-23:00; Th-Sa 17:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-15:00,17:00-22:30; Sa,Su 11:30-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 11:00-00:30; Sa-Su 10:00-00:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 15:00-22:00; Sa 12:00-22:00; Su 12:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Fr 17:00-24:00; Sa 00:00-01:00, 16:00-24:00; Su 00:00-01:00, 16:00-23:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-22:00, Sa 12:00-22:00, Su 12:00-21"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Th 11:00-22:30; Fr-Sa 11:00-23:00; Su 11:00-22:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 9:00-23:00; Sa 14:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 17:00-23:00; Su 11:00-14:00,17:00-21:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"mo-fr 08:00-15:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 10:00-23:00; Fr-Sa 10:00-00:00; Su 11:30-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Sa 12:00-14:30,19:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu,We,Fr,Sa 11:00-02:00; Su 09:00-02:00; PH 09:00-02:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"mo-th 11:00-21:00;fr 11:00-23:00;sa 12:00-23:00;su 13:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 08:00-19:00; Sa 20:00-04:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 11:00-23:00; Fr-Sa 11:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 05:00-07:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo,Tu,Th,Fr 17:00-24:00; Sa,Su,PH 10:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 14:00-20:30; Fr 14:00-21:00; Sa 12:00-21:05; Su 12:00-20:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Su 11:30-14:00,17:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 11:30-24:00, Sa,Su 12:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo 15:00-21:00; Tu-Su 12:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"tu-su 11:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo 17:30-23:00; Tu,Th 12:00-15:00,17:30-23:00; Fr,Sa 17:30-24:00; Su 12:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Th 11:00-21:00; Fr 11:00-24:00; Sa 10:00-24:00; Su 10:00-16:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Fr 17:00-23:00; Sa 14:00-23:00; Su 12:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu 17:00-22:30; We-Sa 11:00-14:30, 17:00-22:30; Su 11:00-14:30, 17:00-21:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo,Tu 08:30-23:30; Fr,Sa 08:30-00:30; Su 08:30-23:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 12:00-23:00;Su 12:30-18:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"5:30-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Fr 11:30-14:00,17:00-23:00; Sa 17:00-23:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 16:00-21:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 11:00-02:00; Su 15:30-01:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 17:00-01:00; Sa 11:30-01:00; Su 11:30-14:00, 17:00-24:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-We 07:00-18:30; Th-Fr 07:00-00:30; Sa 08:00-16:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Su 11:00-14:00,17:30+; We 11:00-14:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 08:00-23:30;Sa-Su 09:00-19:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 09:30-19:30; Fr 09:30-21:30"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Tu-Th 17:00-22:00; Fr-Su 11:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-21:00; Sa 11:00-21:00; Su 11:00-20:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Sa 11:00-24:00;Su 12:00-22:00"
1	0.000001926563262	0.000020842886323	0.000027267273818	"Mo-Fr 10:00-22:00; Sa,Su 11:00-21:00"
