?n_s	?subject
1	<http://linkedgeodata.org/triplify/node1038189730>
1	<http://linkedgeodata.org/triplify/node1240931527>
1	<http://linkedgeodata.org/triplify/node1480022812>
1	<http://linkedgeodata.org/triplify/node1809764829>
1	<http://linkedgeodata.org/triplify/node2046200287>
1	<http://linkedgeodata.org/triplify/node2126109316>
1	<http://linkedgeodata.org/triplify/node213182486>
1	<http://linkedgeodata.org/triplify/node2153517386>
1	<http://linkedgeodata.org/triplify/node2327200228>
1	<http://linkedgeodata.org/triplify/node356633925>
1	<http://linkedgeodata.org/triplify/node527897145>
1	<http://linkedgeodata.org/triplify/node612007474>
1	<http://linkedgeodata.org/triplify/node612007477>
1	<http://linkedgeodata.org/triplify/node612007811>
1	<http://linkedgeodata.org/triplify/node612007911>
1	<http://linkedgeodata.org/triplify/node612008467>
1	<http://linkedgeodata.org/triplify/node612008532>
1	<http://linkedgeodata.org/triplify/node612008533>
1	<http://linkedgeodata.org/triplify/node612008606>
1	<http://linkedgeodata.org/triplify/node612008668>
1	<http://linkedgeodata.org/triplify/node612008693>
1	<http://linkedgeodata.org/triplify/node612008694>
1	<http://linkedgeodata.org/triplify/node612008695>
1	<http://linkedgeodata.org/triplify/node612008830>
1	<http://linkedgeodata.org/triplify/node612008837>
1	<http://linkedgeodata.org/triplify/node612008846>
1	<http://linkedgeodata.org/triplify/node612009005>
1	<http://linkedgeodata.org/triplify/node612009086>
1	<http://linkedgeodata.org/triplify/node612009093>
1	<http://linkedgeodata.org/triplify/node612009097>
1	<http://linkedgeodata.org/triplify/node612009098>
1	<http://linkedgeodata.org/triplify/node612009375>
1	<http://linkedgeodata.org/triplify/node612009382>
1	<http://linkedgeodata.org/triplify/node612009385>
1	<http://linkedgeodata.org/triplify/node612010597>
1	<http://linkedgeodata.org/triplify/node612889966>
1	<http://linkedgeodata.org/triplify/node848254582>
1	<http://linkedgeodata.org/triplify/node941480060>
1	<http://linkedgeodata.org/triplify/way133724496>
1	<http://linkedgeodata.org/triplify/way143999178>
1	<http://linkedgeodata.org/triplify/way183429027>
1	<http://linkedgeodata.org/triplify/way186893481>
1	<http://linkedgeodata.org/triplify/way197249089>
1	<http://linkedgeodata.org/triplify/way201026474>
1	<http://linkedgeodata.org/triplify/way212432053>
1	<http://linkedgeodata.org/triplify/way231009388>
1	<http://linkedgeodata.org/triplify/way253356128>
1	<http://linkedgeodata.org/triplify/way285706932>
1	<http://linkedgeodata.org/triplify/way30799619>
1	<http://linkedgeodata.org/triplify/way41903914>
1	<http://linkedgeodata.org/triplify/way45407200>
1	<http://linkedgeodata.org/triplify/way53698842>
1	<http://linkedgeodata.org/triplify/way73048955>
1	<http://linkedgeodata.org/triplify/way74497228>
1	<http://linkedgeodata.org/triplify/way76706911>
1	<http://linkedgeodata.org/triplify/way92348382>
