Number	Opening_hours	Distance
1	Tu-Fr 10:00-19:30; Sa,Su 11:00-19:30	0
1	Tu-Fr 08:00-18:00;Sa 09:00-18:00;Su 10:00-18:00	0
1	Mo-Fr 05:30-18:00;Sa 05:30-16:00;Su 05:30-15:00	0
1	Mo-Fr 14:00-20:00; Sa-Su 13:00-20:00; Oct-Mar 00:00-00:00	0
1	Mo-Fr 07:00-19:00; Sa 07:00-18:00; Su 14:00-18:00	0
1	Mo-Fr 08:00-19:00; Sa 09:00-18:00; Su 10:00-18:00	0
1	Mo-Fr 08:30-23:59; Sa-Su 09:30-23:59	0
1	Fr-Sa 14:00-18:00	0
1	Mo-Fr 09:00-20:00;Sa 10:00-18:00;Su 10:00-17:00	0
1	Mo-Fr 07:30-18:00; Sa-Su 10:00-18:00	0
1	Mo-Fr 07:00-15:00; PH 00:00-00:00	0
1	09:30-18:00; Sa 10:00-17:00; Su 10:00-18:00	0
1	Su-Th 08:00-22:00; Fr-Sa 08:00-24:00	0
1	Mo-Sa 11:30-16:00 || Nov-Dec 19:00-23:59	0
1	Su-We 12:00-16:00,17:30-22:00; Th-Sa 12:00-16:00,17:30-23:00	0
1	Mo-Fr 09:00-20:00; Sa,Su 15:00-20:00	0
1	11-17	3
1	Mo-Fr 06:00-18:00; Sa 06:00-16:00; Su 08:00-17:00	0
1	Mo 00:00-00:00;Tu 08:00-21:00;We 07:00-21:00;Th 08:00-21:00;Fr 07:00-22:00;Sa 10:00-22:00;Su 10:00-17:00	0
1	Mo-Fr 07:30-20:30; Sa 07:30-20:00; Su 08:30-19:30	0
1	Mo-Th 07:00-22:30; Fr,Sa 07:00-23:00; Su,PH 07:00-22:30	0
1	Mo-Sa 11:00-24:00; Tu 00:00-00:00; Su 17:00-24:00; PH 17:00-24:00	0
1	Mo-Sa 08:30-21:00; Su 13:00-19:00	0
1	Mo-Fr 10:00-19:00; Sa 10:00-17:00	0
1	Mo-Fr 10:00-23:00, Sa 11:00-23:00, Su 12:00-23:00	0
1	Mo-Fr 09:00-15:00;Sa-Su 00:00-00:00	0
1	We-Su 14:00-18:30	0
1	Mo-Sa 10:00-18:00;Su 11:00-15:00	0
1	Mo-Fr 07:00-18:00; Sa 09:00-17:00; Su 10:00-18:00	0
1	Tu-Fr 9:00-17:30;Sa-Su 10:00-18:00	0
1	Mo-Fr 09:00-22:00; Sa,Su 10:00-22:00	0
1	Mo-Fr 08:00-21:00;Sa 08:00-18:00;Su 11:30-18:00	0
1	Mo-Su 06:00-00:00	0
1	Mo-Fr 6:00-19:00; Sa 6:00-17:00; Su 7:00-16:00	2
1	Mo-Fr 06:30-22:00; Sa 07:30-14:00	0
1	Mo-Sa 7:00-21:00; Su 8:00-18:00	2
1	Mo-Fr 6:30-18:30; Sa 6:30-16:00	2
1	Mo-Fr 6:30-22:00;Sa,Su 8:00-22:00	2
1	Mo-Fr 7:00-21:00;Sa 8:00-21:00;Su 9:00-21:00	2
1	Mo-Sa 09:00-21:00;Su 10:00-20:00	0
1	Mo-Sa 9:00-21:00;Su 10:00-20:00	0
1	Mo-Sa 8:30-21:00; Su 10:00-20:00	0
1	Mo-Th 06:30-22:00; Fr 06:30-23:00; Sa 08:00-23:00; Su 08:00-22:00	0
1	Mo-Fr 05:30-20:00; Sa-Su 08:00-12:00	0
1	Mo-Th 12:00-24:00, Fr-Sa 12:00-02:00	0
1	Mo-Fr 8:00-19:00;Sa 12:00-18:00	0
1	Jan-Dec: Tu-Sa 16:00-24:00	0
1	Mo-Fr 09:00-19:00; Sa 10:00-18:00; Su 10:00-17:00; Dec 24 00:00-00:00; Dec 31 00:00-00:00	0
1	Mo-We 10:00-21:00; Th-Sa 10:00-24:00; Su 16:00-20:00	0
1	Tu-Su 09:00-16:30	0
1	Mo-Th 07:00-19:00; Fr 07:00-16:00	0
1	Mo-Fr 07:30-13:00,15:00-18:00;Su 07:00-11:00	0
1	Mo-Sa 08:00-22:00;Su 08:00-20:00	0
1	Mo-We 07:30-19:00; Th-Sa 07:30-23:00; Su 00:00-00:00	0
1	Mo-Th 09:00-22:00; Fr-Sa 09:00-23:00; Su 00:00-00:00; PH  09:00-22:00	0
1	Mo-We 11:00-00:00; Th-Sa 11:00-01:00; Su 11:00-23:00	0
1	Mo-Sa 08:30-19:00; Su 13:00-19:00	0
1	Mo-Th 09:00-01:00; Fr 09:00-02:00; Sa 10:00-02:00; Su 12:00-01:00	0
1	Mo-Fr 5:15-18:00;Sa 6:30-12:00;Su 8:00-11:00	2
1	Mo-Th 09:00-18:00; Fr 09:00-20:00; Sa 10:00-18:00	0
1	Mo-Fr 10:00-16:00; PH 00:00-00:00	0
1	Mo-We 09:00-24:00,Th 09:00-01:00,Fr 09:00-02:00,Sa 10:00-02:00,Su 10:00-24:00	0
1	Mo-Th 09:00-23:00; Fr 09:00-02:00; Sa 10:00-02:00; Su 12:00-19:00	0
1	Mo 15:00-24:00; Tu-We 10:00-24:00; Th-Sa 10:00-02:00	0
1	Mo-Fr 08:00-20:30; Sa 09:00-20:30; Su 10:00-18:00	0
1	Mo 11:00-24:00; Tu-Fr 11:00-02:00; Sa 12:00-02:00; Su 11:00-16:00	0
1	Mo-Fr 11:00-18:00;Sa 11:00-17:00;Su 00:00-00:00	0
1	Mo-Fr 10:00-18:00; Sa 11:00-19:00; Su 11:00-17:00	0
1	Fr,Sa,Su 14:30-18:30	0
1	Mo-Fr 07:00-24:00; Sa 08:00-24:00; Su 08:00-22:00	0
1	Mo-Th 07:45-18:45; Fr 07:45-17:00; PH 00:00-00:00	0
1	Mo 08:00-16:00; Tu-Fr 08:00-19:00; Sa 08:30-18:00	0
1	Mo-Fr 05:30-18:00; Sa 05:30-12:00; Su 08:00-12:00	0
1	Apr-Oct: 12:00-18:00	4
1	Dec-Apr Sa-Su 10:30-15:30	0
1	Mo-Sa 12:30-23:00; Su,PH 10:00-23:00	0
1	Mo-Fr 09:00-12:45, 14:30-18:30; Sa 09:00-14:00	0
1	Mo-Th 12:00-00:00, Fr-Sa 12:00-02:00, Su 12:00-17:00	0
1	Mo-Fr 05:30-20:00; Sa 05:30-13:00; Su 07:00-13:00; PH 00:00-00:00	0
1	Mo-Fr 7:30-18:00; Sa 9:00-18:00;Su 9:00-18:00	2
1	Mo-Fr 06:30-19:00;Sa, Su 07:00-18:00	0
1	Mo-Fr 08:00-20:30;Sa 08:00-18:00;Su 12:00-18:00	0
1	Tu-Fr 14:00-24:00; Sa 11:00-24:00; Su 11:00-17:00	0
1	Tu-Th 10:30-13:45	0
1	11:30-23:00 (ç�«ä¼‘)	1
1	14:00ï½žç¿Œ2:00ï¼ˆç¬¬ï¼’ãƒ»ï¼”æœˆæ›œæ—¥ä¼‘ï¼‰	4
1	Mo-Sa 09:00-19:00; Su,PH 11:00-19:00	0
1	Mo-Fr 06:30-16:00; Sa 08:30-15:00	0
1	Tu-Sa 11:00-23:59; Su 09:00-23:59	0
1	Tu-We 10:00-17:00;Th 10:00-20:00;Fr-Su 10:00-17:00;Mo 00:00-00:00	0
1	Mo-Fr 08:00-16:00; Sa,Su 00:00-00:00	0
1	3:30  to 8:00 	4
1	Mo-Sa 11:00-00:00;Su 12:00-21:00;PH 12:00-21:00	0
1	Mo-Th 12:00-14:00	0
1	Mo-Fr 10:00-23:59;Sa 12:00-23:59;Su 10:00-21:00	0
1	Mo-Fr 0730-1600; Sa 09:00-12:00; Su 00:00-00:00	0
1	Mo-Sa 07:00-18:00;Su 10:00-18:00	0
1	Mo-Fr 07:00-21:00; Su 08:00-21:00	0
1	Mo-Tu,Th-Fr 10:00-18:00	0
1	Mo-Fr 07:30-23:00; Sa,Su,PH 08:00-22:50	0
1	Mo-Th 08:00-22:00; Fr-Sa 08:00-24:00; Su 14:00-20:00	0
1	Mo-Fr 08:30-19:00; Sa 08:30-18:00; Su, PH 12:00-18:00	0
1	Mo-Fr 07:30-19:00; Sa 09:00-19:00; Su 11:00-19:00	0
1	Mo-Fr 10:00-18:30, Sa 10:00-16:00	0
1	We-Fr 09:30-12:30; Sa 10:00-14:00	0
1	Mo-Th 12:00-17:00; Sa-Su 14:00-18:00	0
1	Mo-Fr 11:00-19:00; Sa-Su 10:00-17:00	0
1	Mo-Th: 09:00-24:00;Fr: 08:00-02:00;Sa: 11:00-02:00	2
1	Mo-Su 11:00-04:00	0
1	Mo-Fr 07:00-20:00; Sa 07:30-20:00; Su 08:30-13:00	0
1	Su-Th 07:30-22:00; Fr-Sa 07:30-22:30; PH 07:30-22:30	0
1	Mo-Su 09:00-15:00 unknown 	0
1	Mo-Fr 14:30-17:30; Su 09:00-12:00	0
1	Apr 01-Oct 31 Tu-Fr 10:00-18:00; Sa-Su 12:00-18:00; PH 12:00-18:00; Nov 01-Mar 31 Tu-Su 13:00-18:00	0
1	Mo-Fr 10:00-00:00;Sa-Su 11:00-00:00	0
1	Mo-Fr 07:30-22:00; Sa-Su 09:30-22:00	0
1	Mo-Su 06:30-22:00; Fr 06:30-17:00; Sa 06:30-23:00	0
1	Mo-Fr 06:00-20:00; Sa 07:00-17:30; Su 08:00-17:30	0
1	Mo-Fr 11:00-22:00;Sa 13:00-22:00	0
1	Mo-Fr 10:00-15:00; Sa 11:00-15:00	0
1	Mo-Th 08:00-15:30,17:30-20:00; Fr 08:00-15:00; Week 42 00:00-00:00	0
1	Mo-Fr 00:00-01:00,18:00-24:00; Sa,Su 00:00-02:30,17:00-24:00	0
1	06:30-18:00; Su 07:00-18:00	0
1	Mo-Sa 6:00-21:00;Su 7:00-21:00	2
1	Mo-We 11:00-19:00;Th-Fr 11:00-21:00;Sa 10:00-21:00;Su 11:00-16:00	0
1	Mo-Th 06:30-23:00; Fr 06:30-01:00; Sa 09:00-01:00; Su 09:00-22:00	0
1	Mo-Fr 11:00-24:00; Sa-Su 12:00-24:00	0
1	Mo-Sa 08:30-20:30	0
1	Sep-May Sa 14:00-18:00; Su 14:00-22:00; Jun-Aug Sa 17:00-23:59; Su 11:00-23:59	0
1	Mo-Fr, 7A â€“ 8P; SaTurday, 8A- 8P; Su, 8A â€“ 8P	2
1	Mo-Fr 07:30-17:30; Sa 08:00-17:30;	0
1	Mo-Fr 09:00-11:00	0
1	Mo-Fr 06:00-18:00; Sa 06:00-12:00; Su 07:30-12:00;PH 00:00-00:00	0
1	Sa-Su 08:00-12:00	0
1	Mo-Th 09:00-23:00; Fr-Sa 09:00-01:00; Su 10:00-23:00	0
1	Mo-Tu, Su 08:00-00:00; Fr-Sa 08:00-02:00	0
1	Su 11:00-14:00	0
1	Su; Th-Sa; Tu[1]; Tu[3]	2
1	Mo-Fr 06:00-21:00;Sa-Su 07:00-18:00	0
1	We-Fr 12:00-16:30; Sa-Su 12:00-18:00	0
1	Mo-Su 7:30-20:00	2
1	Mo-Sa 9:00-17:00; Su 9:00-15:00	2
1	Mo-Sa 10:00-23:00; Su 14:00-23:00	0
1	Mo-Th 08:00-17:00; Fr 08:00-23:00; Su 10:00-17:00	0
1	Mo-Su 10:00-12:00	0
1	Mo-Su 09:00-21:00; Su 10:00-21:00	0
1	Mo-Th 07:00-22:00; Fr 07:00-24:00; Sa 00:00-02:00,07:00-24:00; Su 00:00-02:00	0
1	Tu-Sa 07:00-13:00,15:30-20:30; Su 07:00-13:00,16:00-20:30	0
1	Sa 13:30-18:00;Su 10:00-18:00	0
1	Tu-Su 11:30-23:59	0
1	Mo-Fr 07:30-18:00; Sa,Su 07:30-18:00; PH 07:30-18:00	0
1	Mo-Fr 06:30-18:00; Sa 06:30-11:00; Su 07:00-10:00	0
1	Su 13:30-18:00;Mo-Sa 08:30-18:00;We,Th 00:00-00:00	0
1	Mo-Fr 08:00-18:30;Sa 08:00-18:00;Oct 1-Apr 30: Su 13:00-18:00	0
1	Mo-Fr 10:00-16:30; Sa,Su 11:00-17:00	0
1	Mo 09:00-18:00; Tu-Sa 09:00-20:00; Th 09:00-21:00; Su 10:00-20:00	0
1	Mo-Sa 10:00-22:00;Su 10:00-18:00	0
1	Mo-Fr 08:00-10:00,11:30-13:30; PH 00:00-00:00	0
1	Mo-Sa 09:30-19:30	0
1	Mo-Th 07:00-24:00; Fr 07:00-01:00; Sa 08:00-01:00; Su 08:00-24:00	0
1	We,Th 10:00-18:00; Fr,Sa 14:00-22:00; Su 10:00-18:00	0
1	Mo-Sa 11:30-20:00	0
1	Mo 00:00-00:00; Tu-Sa 12:00-18:00; Su 10:00-18:00	0
1	Mo-Fr 10:00-01:00; Sa-Su 14:00-01:00	0
1	Mar 1-easter: Sa-Su 12:00-18:00; easter -23:591 day-Oct 4: Tu-Su 12:00-18:00; Oct 5-Dec 26: Sa-Su 12:00-18:00	0
1	Mo-Sa 11:00-23:00; Su 11:00-21:00	0
1	Mo 00:00-00:00; Tu-Sa 11:00-19:00; Su 11:00-18:00	0
1	Mo-Fr 10:00-18:00;Sa 11:00-14:00	0
1	Tu-Fr 09:30-12:00; Sa 18:00-23:00	0
1	Mo-Sa 05:00-01:00	0
1	Mo-Su 6:00-24:00	2
1	Mo-Fr 10:00-20:00;Sa 11:00-20:00;Su 11:00-19:00	0
1	Mo-Th 07:00-21:00;Fr 07:00-22:00;Sa 09:00-22:00;Su 09:00-20:00	0
1	Mo-Sa 07:00-21:00; Su 07:00-18:00	0
1	Tu-Sa 11:30-23:59	0
1	May-Sep: Sa,Su,PH 12:00-18:00	0
1	Tu-Su 07:00-02:00	0
1	Tu-Su 17:00-20:00	0
1	Mo-Sa 00:00-00:00; Su 14:00-17:00	0
1	Jan-Dec: Mo-Th 09:00-19:00; Jan-Dec: Fr,Sa 10:00-22:00; Su 10:00-20:00	0
1	We-Fr 08:30-11:30; Sa 08:30-16:00	0
1	We-Th 16:00-20:00; Fr 16:00-21:00	0
1	10:00 to 24:00	4
1	Mo-Fr 14:00-18:00; Sa,Su 11:30-18:00	0
1	Mo-Sa 06:00-20:00; Su 08:00-11:00	0
1	Mo-Sa 10:00-20:00; Su 12:00-20:00	0
1	Mo-Fr 09:00-24:00; Sa-Su 11:00-24:00	0
1	Mo 08:00-19:00; Tu 00:00-00:00; We-Su 08:00-19:00	0
1	Mo-Th 14:00-22:00; Fr 15:00-22:00; Sa,Su 16:00-22:00	0
1	Mo-Th 07:00-18:00, Fr-Su 07:00-19:00	0
1	Mo-Fr 07:30-17:00;Sa-Su 11:00-17:00	0
1	Mo 08:00-10:00,14:00-17:00; We-Fr 08:00-11:00,14:00-18:00; Sa,Su 08:00-18:00	0
1	Mo-Fr 08:00-20:00; Sa,Su 12:00-20:00	0
1	Mo-Fr 08:30-01:00; Sa-Su 10:00-01:00	0
1	7:00-23:30	1
1	Sep 15-May 15 Su 11:30-15:00	0
1	Apr-Sep: Mo 13:00-20:00;Tu-Su 11:30-20:00;Oct-Mar Tu-Su 12:00-20:00;Mo 00:00-00:00	0
1	Mo-Sa 07:00-22:00; Su, PH 00:00-00:00	0
1	Mo-Fr 00:00-05:00,12:00-24:00; Sa,Su 00:00-06:00,12:00-24:00	0
1	Mo-We 00:00-00:00; Th 09:00-19:00; Fr 09:00-23:00; Sa,Su 09:00-17:00	0
1	Sa-Su 14:00-18:00 	0
1	Mo-Th 17:00-22:00; Fr 17:00-01:00; Sa 14:00-01:00; Su 14:00-21:00	0
1	Mo-Fr 08:00-17:00; Su 09:00-16:00	0
1	Mo-Sa: 8:00-15:00,18:00-21:00; Su 00:00-00:00	0
1	Mo-Th 10:00-23:59; Fr-Sa 10:00-05:59; Su 10:00-23:59	0
1	Tu-Fr 10:00-18:00; Sa-Su 08:0-18:00	0
1	Mo-Fr 08:00-22:00;Sa 09:00-22:00;Su 08:00-18:00	0
1	Mo-Fr 08:00-18:30; Sa 08:00-15:00	0
1	Th-Su 15:00-24:00	0
1	Mo-Th 08:00-16:00; Fr 08:00-15:00	0
1	Mo-Th 08:00-16:00,17:00-21:00; Fr-Sa  08:00--16:00,17:00-21:30, Sa 10:00-16:00,17:00-21:30; Su 10:00-16:00,17:00-20:00	0
1	Mo-Th 08:00-24:00, Fr 08:00-02:00, Sa 10:00-02:00; Su 10:00-23:00	0
1	Mo,We-Fr 15:00-22:00; Sa 16:00-22:00; Su 11:00-20:00	0
1	Mo-Fr 12:00-22:00; Sa,Su 12:00-24:00	0
1	Mo-Sa 7:00-19:00; Su 8:00-17:00	2
1	Mo-Fr 07:15-18:30; Sa 07:15-18:00; Su,PH 08:00-18:00	0
1	Mo-Su 11:30-22:30	0
1	Mo-Th 10:00-20:30; Fr 10:00-21:00; Sa 11:00-21:00; Su 12:30-20:00	0
1	10:00-21:55	1
1	Mo-Fr 12:00-22:00; Sa-Su 16:00-22:00	0
1	Mo-Sa 06:30-24:00; Su 08:00-24:00	0
1	Mo-Th 07:00-23:00; Fr-Su 07:00-24:00; Sa 07:00-23:00	0
1	Mo-Sa 07:00-18:00, Su 08:30-18:00	0
1	Mo-Sa 06:30-02:00	0
1	May-Oct	4
1	Mo 07:00-15:00; Tu-Sa 07:00-21:30; Su 10:00-18:00	0
1	Mo-Fr 9:00-19:00	2
1	Mo-Fr 06:30-16:00; Sa-Su 08:00-14:30	0
1	Mo-Fr 06:15-22:00; Sa 06:15-12:00; Sa 06:15-18:00; Su,PH 00:00-00:00	0
1	Mo-Fr 07:00-12:30; Sa 08:00-12:30	0
1	Mo-Sa 10:00-17:00;Su 09:30-17:00	0
1	Mo-Fr 07:30-18:00; Sa,Su,PH 10:00-18:00	0
1	Mo-Su 18:00-23:00; Fr,Sa 09:00-23:00	0
1	wd 06:30-22:00; Sa 07:00-20:00; Sa,PH 08:00-20:00	0
1	Mo-Sa 07:00-22:00; Su,PH 09:00-22:00	0
1	Mo-Th 08:30-01:00; Fr-Sa 08:30-02:00; Su 09:00-01:00	0
1	æœˆ-æ—¥ 09:00-20:00	4
1	Mo-Fr 12:00-21:00; Sa,Su 11:00-21:00	0
1	Mo-Fr 08:30-16:30;Sa 09:30-15:30	0
1	Mo-Fr 08:00-19:00;Sa 08:30-16:00	0
1	10:00-01:00; Su 10:00-23:00	0
1	Mo-Su, PH 10:00-23:00	0
1	Sa,Su 15:00-23:59	0
1	Mo-Sa 11:00-23:00; Su 14:00-23:00	0
1	Mo-Sa 07:30-21:30; Su,PH 07:30-21:00	0
1	wd 08:00-21:00	4
1	Tu-Su 08:00-16:30	0
1	Mo-Sa 06:00-18:00; PH Su 08:00-18:00	0
1	Mo-Sa 07:00-22:00; Sa,PH 07:00-21:30	0
1	Mo-Th 12:00-22:00;Fr-Sa 12:00-23:00;Su 14:00-22:00	0
1	Mo-Fr 07:30-19:00; Sa 09:00-18:00; Su 09:30-18:00	0
1	wd 06:00-23:00; Sa,Su,PH 07:00-21:00	0
1	Mo-Sa 09:00-20:00; Su 11:00-18:00	0
1	Mo-Fr 09:30-17:00; Sa 10:00-17:00; Su[1] 10:00-17:00	0
1	11:00-8:00	1
1	Mo-Fr 06:00-18:00; Sa 06:00-14:00; Su 08:00-11:00	0
1	Mo-Fr 10:00-22:00; Sa 14:00-22:00; Su 13:00-21:00	0
1	Mo-Fr 07:30-20:00; Sa 08:30-20:00; Su, PH 09:30-20:00	0
1	Mo-Fr 07:00-20:30; 07:00-19:00; 08:00-12:00	0
1	Mo-Sa 06:00-17:30; Su 06:00-13:00	0
1	Alle Sa-Suen en schoolvakanties open van 11:00 tot 18:00	2
1	Mo-Fr 06:30-21:00; Sa-Su 09:00-21:00	0
1	Mo-Sa 09:00-21:00; Su 13:00-20:00	0
1	7:30-1:00	1
1	Mo-Th 11:00-01:00; Fr-Sa 11:00-03:00; Su 11:00-01:00	0
1	Mo-Sa 9:00-19:00; Su 9:30-19:00	2
1	wd 07:00-21:00; Sa,Su,PH 07:00-19:00	0
1	Wd 07:00-22:00; Sa,Su,PH 08:00-22:00	0
1	wd 07:00-21:00; Sa 07:00-19:00; Su,PH 08:00-19:00	0
1	Mo-Th 06:30-22:00; Fr 06:30-22:30; Sa 08:00-20:00; Su,PH 09:00-19:00	0
1	Mo-Fr 07:00-22:00; Sa 08:00-19:00; Su,PH 00:00-00:00	0
1	Mo-Fr 09:30-21:30; Sa-Su 12:00-21:30	0
1	Tu-Sa 08:00-20:00; Su 10:00-18:00; Mo 00:00-00:00	0
1	Sa, Su	4
1	Mo-Fr 07:30-23:00; Sa-Su 09:00-24:00	0
1	We-Su 15:00-19:00	0
1	Mo-Th 07:00-20:00; Fr 07:00-16:15	0
1	Mo-Th,Su 09:00-23:00; Fr,Sa 00:00-01:00,09:00-24:00	0
1	Su	4
1	Mo-Fr 10:00-14:00	0
1	10:30-18:00	1
1	Mo-Sa 09:00-23:59	0
1	Mo-Fr 06:45-22:00; Sa 07:00-22:00; Su,PH 07:00-20:30	0
1	Mo 07:30-21:00;Tu-Th 07:30-23:00;Fr-Sa 07:30-00:00;Su 09:00-23:00	0
1	We-Tu 10:30-21:00	0
1	11:00-24:00; Mo 00:00-00:00	0
1	Mo-Tu,Th-Fr 08:00-16:30; We 08:00-16:30,18:00-20:30; Sa 10:00-15:00	0
1	Mo-Th 09:30-19:00; Fr 09:30-20:00; Sa 09:30-18:00; Su 12:00-17:30	0
1	Mo 07:00-21:00; Tu-Fr 06:00-21:00; Sa 06:00-20:00; Su 08:00-21:00	0
1	Mo-Th 06:00-20:00; Fr 06:00-23:30; Sa 06:00-21:00; Su 07:00-20:00	0
1	Mo-Fr 10:30-12:00,15:00-17:00	0
1	Su-Fr 10:00-18:00	0
1	Mo-Sa 05:00-21:00; Su 06:00-20:00	0
1	Mo-Sa 11:00-20:00; Su 13:00-19:00	0
1	Mo-Fr 06:00-14:30	0
1	Mo-Su 10:00-23:00;Mo-Su 10:00-21:00	0
1	Mo-Fr 07:30-19:00; Sa,Su,PH 11:00-18:00	0
1	Mo-Su 07:00-22:00; Su,PH 08:00-22:00	0
1	Mo-Sa 07:00-21:30; Su,PH 08:00-21:00	0
1	Mo-Fr 07:00-21:00;Sa,Su,PH 08:00-21:00	0
1	Mo-Fr 07:00-21:00; Sa 07:30-20:30; Su,PH 08:00-20:00	0
1	Mo-Sa 09:00-20:00, Su 00:00-00:00	0
1	Mo-Fr 10:00-18:00;Sa 9:00-19:00	0
1	Mo-We 6:30-20:30; Th, Fr 06:30-21:30; Sa 08:00-21:30; Su 08:00-20:30	0
1	Mo-Th 09:00-18:00; Fr 09:00-15:00	0
1	Mo-Fr 14:00-21:00;Sa 13:00-21:00	0
1	Mo-Fr 09:00-23:00; Sa 13:00-23:00	0
1	Mo-Fr 07:00-19:00; Sa 07:30-18:00; Su,PH 08:00-17:00	0
1	Mo-Fr 07:30-20:00; Sa 08:30-19:00; Su,PH 10:30-19:00	0
1	Mo-Fr 07:30-20:00; Sa 08:00-20:00; Su,PH 08:30-20:00	0
1	11:30-23:59 	1
1	Mo-Fr 07:00-22:30; Sa 08:00-20:00; Su,PH 10:30-18:30	0
1	Mo-Th 08:30-15:00,17:00-20:30; Fr 08:30-20:30; Sa-Su 16:00-19:00	0
1	Mo-Th 08:30-15:30,17:00-20:30; Fr 08:30-14:30	0
1	Mo-Fr 08:00-18:30	0
1	Mo-Fr 08:30-14:30	0
1	Mo-Fr 06:00-24:00; Su 12:00-24:00	0
1	Mo-Sa 07:00-21:30; Su,PH 07:00-21:00	0
1	Mo-Th 07:00-22:30; Fr 07:00-23:00; Sa 08:00-23:00; Su,PH 08:00-22:00	0
1	Mo-Th 11:00-23:00; Fr 11:00-02:00; Sa 17:00-02:00	0
1	Mo-Sa 10:00-24:00; Sa 13:00-24:00	0
1	Mo-Fr 06:30-17:30; Sa 08:00-14:00	0
1	Mo-We 11:00-24:00; Th 00:00-02:00,11:00-24:00; Fr 00:00-02:00; Sa 12:00-24:00; Su 00:00-02:00,12:00-24:00	0
1	Du lundi au sedi de 5h Ã  20h Dimanchede 5h Ã  13h et de 15h30 Ã  20h	4
1	Mo-Sa 05:30-19:30; Su 06:00-12:00	0
1	Mo-Fr 08:00-20:00; Sa,Su,PH 08:00-19:00	0
1	Mo-Th,Su,PH 08:00-22:00; Fr,Sa 08:00-23:00	0
1	Mo-Th 07:30-21:30; Sa 08:00-21:30; Su,PH 09:00-21:30	0
1	Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su,PH 09:00-22:00	0
1	Mo-Fr 08:30-17:30; Sa,Su,PH 00:00-00:00	0
1	Mo-Sa 9:00-18:00; Su 13:00-18:00	0
1	du mardi au sedi de 6h Ã  12h30 et de 14h Ã  18h	4
1	Mo-Th 09:00-21:00; Fr 09:00-16:30	0
1	Mo-Fr 11:30-19:00; Sa-Su 12:00-19:00	0
1	We-Fr 8:00-21:30; Sa-Su 8:00-17:30	2
1	Mo-Fr 7:30-21:00; Sa 08:00-19:30; Su 09:00-19:30;PH 09:00-19:30	0
1	Mo-Su 06:00-16:30	0
1	Mo-Th 11:30-16:30; Fr 11:30-15:00	0
1	Mo-Fr 07:30-21:00; Su 08:00-21:00; Su,PH 08:00-20:00	0
1	Mo-Su 06:30-14:30,15:00-19:00	0
1	Mo-Fr 09:30-18:30; Sa 09:00-14:00; Su 11:00-16:00	0
1	Mo-Fr 08:00-17:00: Sa 08:00-16:00	0
1	Tu-Sa 14:00-23:00; Su 14:00-21:00	0
1	Mo-Th 08:30-01:00; Fr,Sa 08:30-03:00; Su,PH 09:30-01:00	0
1	Mo-Sa 07:30-21:00;Sa-Su 11:00-20:00	0
1	Mo-Fr 7:30-16:00;Sa 10:00-15:00	0
1	Tu-Sa 11:00-17:00	0
1	Mo-Fr 10:00-18:00;Sa 10:00-16:30;Su 12:00-15:30	0
1	Mo-Fr 07:00-18:00; Sa 09:00-12:00; Su 00:00-00:00	0
1	Mo-Fr 09:30-20:00; We 9:30-14:30; Sa 11:30-19:00	0
1	Mo-Su 1:00-23:00	2
1	Mo-Su 12:00-17:00	0
1	Mo-Fr 09:00-24:00; Su 09:30-18:00	0
1	Mo-Fr 09:00-24:00; Sa 10:00-24:00; Su 11:00-23:59	0
1	6:00-19:30	1
1	Mo-Fr 07:00-21:30; Sa-Su 08:00-21:30	0
1	Su 14:30-18:00	0
1	Mo-Fr 07:30-18:00; Sa-Su 10:00-16:00	0
1	Tu-Sa 10:00-19:00; Su 13:00-19:00	0
1	M-F 6:30-4:00 Sa-Su 8:00-4:00	2
1	Mo-Sa 07:30-21:00; Su,PH 08:00-20:30	0
1	Mo 09:00-12:00; Fr 14:00-17:00	0
1	Mo-Fr 09:00-20:00; Sa 09:00-18:00; Su 10:00-19:00; PH 10:00-19:00	0
1	Mo-Fr 07:00-22:00; Sa 07:00-21:00; Su,PH 08:00-21:00	0
1	Mo-Th 08:00-23:00; Fr 08:00-24:00; Sa 10:00-24:00; Su 10:00-23:00	0
1	9:00-18:30	1
1	Mo-Sa 8:00-20:00; Su 8:00-13:00	2
1	Mo-Su 00:00-01:00,14:00-24:00	0
1	Mo-Su 07:00-28:00	2
1	Mo-Fr 06:00-18:00;Sa 06:00-16:00	0
1	Mo-Fr 06:00-20:00; Sa 06:30-18:00; Su 07:00-17:00	0
1	Mo-Th 06:30-18:00;Fr 06:30-14:00;Sa 07:00-12:00	0
1	Mo-Fr 08:00-00:00;Sa-Su 09:00-00:00	0
1	1100-22:00	4
1	Mo-Sa 07:20-21:30; Su,PH 08:30-21:30	0
1	Tu, Th, Sa 16:00-20:00; Fr 17:00-21:00	0
1	Mo-Sa 08:00-17:00; Su 10:00-18:00	0
1	Mo-Fr 08:00-13:00	0
1	Mo-Sa 11:45-19:00 ; Su 16:00-19:00	0
1	Mo-Sa 08:30-22:30; Su 08:30-16:30	0
1	Mo-Fr 07:30-21:00;Sa 10:00-21:00;Su 11:00-21:00	0
1	Mo-Fr 11:00-02:00; Sa-Su 12:00-02:00	0
1	Mo-Fr 7:00-16:30; Sa 12:00-15:00	0
