"n_sp"	"ratio_n_sp_stot"	"p"
2	0.000003853126523	"http://linkedgeodata.org/ontology/drink%3Acocktail"
2	0.000003853126523	"http://linkedgeodata.org/ontology/drink%3Acoffee"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Acoffee%3Asuchan"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Adraught"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Adraught%3Afranziskaner"
7	0.000013485942831	"http://linkedgeodata.org/ontology/drink%3Aespresso"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Ajuice"
3	0.000005779689785	"http://linkedgeodata.org/ontology/drink%3Akofola"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Akr%C3%A4usen"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Alager"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Aleet-mate"
13	0.000025045322401	"http://linkedgeodata.org/ontology/drink%3Aliquor"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Apeda-cola"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Apilsner"
2	0.000003853126523	"http://linkedgeodata.org/ontology/drink%3Apremium-cola"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Asmoothie"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Asoy_milk"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drink%3Atea"
58	0.000111740669172	"http://linkedgeodata.org/ontology/drink%3Awine"
7	0.000013485942831	"http://linkedgeodata.org/ontology/drinking_water"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drinks"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drive-in"
736	0.001417950560534	"http://linkedgeodata.org/ontology/drive_in"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drive_in%3Aname"
179	0.000344854823825	"http://linkedgeodata.org/ontology/drive_through"
1	0.000001926563262	"http://linkedgeodata.org/ontology/drive_thru"
9	0.000017339069354	"http://linkedgeodata.org/ontology/dsa%3Acriteria"
