?n_s	?subject
1	<http://linkedgeodata.org/triplify/node1002314481>
1	<http://linkedgeodata.org/triplify/node1002579249>
1	<http://linkedgeodata.org/triplify/node1003070319>
1	<http://linkedgeodata.org/triplify/node1003475085>
1	<http://linkedgeodata.org/triplify/node1009798129>
1	<http://linkedgeodata.org/triplify/node1014306874>
1	<http://linkedgeodata.org/triplify/node1016672279>
1	<http://linkedgeodata.org/triplify/node1028268430>
1	<http://linkedgeodata.org/triplify/node1028757169>
1	<http://linkedgeodata.org/triplify/node1037734386>
1	<http://linkedgeodata.org/triplify/node1038963480>
1	<http://linkedgeodata.org/triplify/node1053213930>
1	<http://linkedgeodata.org/triplify/node1054557660>
1	<http://linkedgeodata.org/triplify/node1057007021>
1	<http://linkedgeodata.org/triplify/node1063036941>
1	<http://linkedgeodata.org/triplify/node1064679674>
1	<http://linkedgeodata.org/triplify/node1067754947>
1	<http://linkedgeodata.org/triplify/node1070721439>
1	<http://linkedgeodata.org/triplify/node1081988168>
1	<http://linkedgeodata.org/triplify/node1082052367>
1	<http://linkedgeodata.org/triplify/node1083413542>
1	<http://linkedgeodata.org/triplify/node1090045985>
1	<http://linkedgeodata.org/triplify/node1090932984>
1	<http://linkedgeodata.org/triplify/node1090932990>
1	<http://linkedgeodata.org/triplify/node1090949603>
1	<http://linkedgeodata.org/triplify/node1102707808>
1	<http://linkedgeodata.org/triplify/node1109061745>
1	<http://linkedgeodata.org/triplify/node1109061982>
1	<http://linkedgeodata.org/triplify/node1109069239>
1	<http://linkedgeodata.org/triplify/node1109077069>
1	<http://linkedgeodata.org/triplify/node1109077126>
1	<http://linkedgeodata.org/triplify/node1109077253>
1	<http://linkedgeodata.org/triplify/node1109738482>
1	<http://linkedgeodata.org/triplify/node1110350630>
1	<http://linkedgeodata.org/triplify/node1110428574>
1	<http://linkedgeodata.org/triplify/node1124755992>
1	<http://linkedgeodata.org/triplify/node1124756065>
1	<http://linkedgeodata.org/triplify/node1124765223>
1	<http://linkedgeodata.org/triplify/node1129777736>
1	<http://linkedgeodata.org/triplify/node1133924757>
1	<http://linkedgeodata.org/triplify/node1137586528>
1	<http://linkedgeodata.org/triplify/node1137586530>
1	<http://linkedgeodata.org/triplify/node1142266602>
1	<http://linkedgeodata.org/triplify/node1143913294>
1	<http://linkedgeodata.org/triplify/node1152930664>
1	<http://linkedgeodata.org/triplify/node1153482237>
1	<http://linkedgeodata.org/triplify/node1169712354>
1	<http://linkedgeodata.org/triplify/node1170131989>
1	<http://linkedgeodata.org/triplify/node1171472414>
1	<http://linkedgeodata.org/triplify/node1178395258>
1	<http://linkedgeodata.org/triplify/node1180056662>
1	<http://linkedgeodata.org/triplify/node1184535989>
1	<http://linkedgeodata.org/triplify/node1185829590>
1	<http://linkedgeodata.org/triplify/node1191104043>
1	<http://linkedgeodata.org/triplify/node1197848286>
1	<http://linkedgeodata.org/triplify/node1204753874>
1	<http://linkedgeodata.org/triplify/node1215349127>
1	<http://linkedgeodata.org/triplify/node1216801092>
1	<http://linkedgeodata.org/triplify/node1221404280>
1	<http://linkedgeodata.org/triplify/node1224618030>
1	<http://linkedgeodata.org/triplify/node1226813365>
1	<http://linkedgeodata.org/triplify/node1239318046>
1	<http://linkedgeodata.org/triplify/node1240978825>
1	<http://linkedgeodata.org/triplify/node1246876290>
1	<http://linkedgeodata.org/triplify/node1284941407>
1	<http://linkedgeodata.org/triplify/node1294942571>
1	<http://linkedgeodata.org/triplify/node1344116108>
1	<http://linkedgeodata.org/triplify/node1350150458>
1	<http://linkedgeodata.org/triplify/node1364639729>
1	<http://linkedgeodata.org/triplify/node1370744333>
1	<http://linkedgeodata.org/triplify/node1373937295>
1	<http://linkedgeodata.org/triplify/node1376320186>
1	<http://linkedgeodata.org/triplify/node1386869464>
1	<http://linkedgeodata.org/triplify/node1402531171>
1	<http://linkedgeodata.org/triplify/node1405956907>
1	<http://linkedgeodata.org/triplify/node1417550899>
1	<http://linkedgeodata.org/triplify/node1421150804>
1	<http://linkedgeodata.org/triplify/node1422050595>
1	<http://linkedgeodata.org/triplify/node1426354053>
1	<http://linkedgeodata.org/triplify/node1454475209>
1	<http://linkedgeodata.org/triplify/node1461475969>
1	<http://linkedgeodata.org/triplify/node1462023362>
1	<http://linkedgeodata.org/triplify/node1473085418>
1	<http://linkedgeodata.org/triplify/node1490089709>
1	<http://linkedgeodata.org/triplify/node1490293448>
1	<http://linkedgeodata.org/triplify/node1503808921>
1	<http://linkedgeodata.org/triplify/node1512593423>
1	<http://linkedgeodata.org/triplify/node1524576258>
1	<http://linkedgeodata.org/triplify/node1535270247>
1	<http://linkedgeodata.org/triplify/node1553702681>
1	<http://linkedgeodata.org/triplify/node1568180684>
1	<http://linkedgeodata.org/triplify/node1590979739>
1	<http://linkedgeodata.org/triplify/node1590979745>
1	<http://linkedgeodata.org/triplify/node1596821008>
1	<http://linkedgeodata.org/triplify/node1597506268>
1	<http://linkedgeodata.org/triplify/node1607358683>
1	<http://linkedgeodata.org/triplify/node1617060025>
1	<http://linkedgeodata.org/triplify/node1638096623>
1	<http://linkedgeodata.org/triplify/node1645360714>
1	<http://linkedgeodata.org/triplify/node1668645383>
1	<http://linkedgeodata.org/triplify/node1668645410>
1	<http://linkedgeodata.org/triplify/node1668645414>
1	<http://linkedgeodata.org/triplify/node1668645418>
1	<http://linkedgeodata.org/triplify/node1668645420>
1	<http://linkedgeodata.org/triplify/node1668645422>
1	<http://linkedgeodata.org/triplify/node1673175512>
1	<http://linkedgeodata.org/triplify/node1683192899>
1	<http://linkedgeodata.org/triplify/node1685191613>
1	<http://linkedgeodata.org/triplify/node1686208404>
1	<http://linkedgeodata.org/triplify/node1688884336>
1	<http://linkedgeodata.org/triplify/node1699962910>
1	<http://linkedgeodata.org/triplify/node1701605178>
1	<http://linkedgeodata.org/triplify/node1736610615>
1	<http://linkedgeodata.org/triplify/node1736610950>
1	<http://linkedgeodata.org/triplify/node1739188877>
1	<http://linkedgeodata.org/triplify/node1740916595>
1	<http://linkedgeodata.org/triplify/node1745746666>
1	<http://linkedgeodata.org/triplify/node1752612460>
1	<http://linkedgeodata.org/triplify/node1758207775>
1	<http://linkedgeodata.org/triplify/node1765207718>
1	<http://linkedgeodata.org/triplify/node1773137639>
1	<http://linkedgeodata.org/triplify/node1787143281>
1	<http://linkedgeodata.org/triplify/node1829867037>
1	<http://linkedgeodata.org/triplify/node1831180502>
1	<http://linkedgeodata.org/triplify/node1832043837>
1	<http://linkedgeodata.org/triplify/node1832043902>
1	<http://linkedgeodata.org/triplify/node1834066776>
1	<http://linkedgeodata.org/triplify/node1855197342>
1	<http://linkedgeodata.org/triplify/node1861440277>
1	<http://linkedgeodata.org/triplify/node1867676403>
1	<http://linkedgeodata.org/triplify/node1867771177>
1	<http://linkedgeodata.org/triplify/node1875431444>
1	<http://linkedgeodata.org/triplify/node1882903242>
1	<http://linkedgeodata.org/triplify/node1915266178>
1	<http://linkedgeodata.org/triplify/node1931964974>
1	<http://linkedgeodata.org/triplify/node194417876>
1	<http://linkedgeodata.org/triplify/node1946078393>
1	<http://linkedgeodata.org/triplify/node1957183026>
1	<http://linkedgeodata.org/triplify/node1965376452>
