?n_s	?subject
1	<http://linkedgeodata.org/triplify/node1005822875>
1	<http://linkedgeodata.org/triplify/node1053219623>
1	<http://linkedgeodata.org/triplify/node1078523972>
1	<http://linkedgeodata.org/triplify/node1105499581>
1	<http://linkedgeodata.org/triplify/node1147386148>
1	<http://linkedgeodata.org/triplify/node1169453326>
1	<http://linkedgeodata.org/triplify/node1188019106>
1	<http://linkedgeodata.org/triplify/node1280213440>
1	<http://linkedgeodata.org/triplify/node1301647532>
1	<http://linkedgeodata.org/triplify/node1324474592>
1	<http://linkedgeodata.org/triplify/node1346930016>
1	<http://linkedgeodata.org/triplify/node1365955114>
1	<http://linkedgeodata.org/triplify/node1367424181>
1	<http://linkedgeodata.org/triplify/node1396005483>
1	<http://linkedgeodata.org/triplify/node1431531374>
1	<http://linkedgeodata.org/triplify/node1442880340>
1	<http://linkedgeodata.org/triplify/node1500817245>
1	<http://linkedgeodata.org/triplify/node1507961585>
1	<http://linkedgeodata.org/triplify/node1531797667>
1	<http://linkedgeodata.org/triplify/node1589173843>
1	<http://linkedgeodata.org/triplify/node1589289912>
1	<http://linkedgeodata.org/triplify/node1611271129>
1	<http://linkedgeodata.org/triplify/node1642969752>
1	<http://linkedgeodata.org/triplify/node1645778541>
1	<http://linkedgeodata.org/triplify/node1661062277>
1	<http://linkedgeodata.org/triplify/node1673864858>
1	<http://linkedgeodata.org/triplify/node1686209171>
1	<http://linkedgeodata.org/triplify/node1692549369>
1	<http://linkedgeodata.org/triplify/node1708544410>
1	<http://linkedgeodata.org/triplify/node1725631707>
1	<http://linkedgeodata.org/triplify/node1732144668>
1	<http://linkedgeodata.org/triplify/node1761355987>
1	<http://linkedgeodata.org/triplify/node1770051208>
1	<http://linkedgeodata.org/triplify/node1774985761>
1	<http://linkedgeodata.org/triplify/node1803884635>
1	<http://linkedgeodata.org/triplify/node1804894821>
1	<http://linkedgeodata.org/triplify/node1806201188>
1	<http://linkedgeodata.org/triplify/node1818377529>
1	<http://linkedgeodata.org/triplify/node1821072715>
1	<http://linkedgeodata.org/triplify/node1827527255>
1	<http://linkedgeodata.org/triplify/node1869012568>
1	<http://linkedgeodata.org/triplify/node1904133889>
1	<http://linkedgeodata.org/triplify/node1904476330>
1	<http://linkedgeodata.org/triplify/node1918615759>
1	<http://linkedgeodata.org/triplify/node1951439509>
1	<http://linkedgeodata.org/triplify/node1963188104>
1	<http://linkedgeodata.org/triplify/node1963873349>
1	<http://linkedgeodata.org/triplify/node1980745743>
1	<http://linkedgeodata.org/triplify/node1997114392>
1	<http://linkedgeodata.org/triplify/node2001604212>
1	<http://linkedgeodata.org/triplify/node2001604213>
1	<http://linkedgeodata.org/triplify/node2002291009>
1	<http://linkedgeodata.org/triplify/node2030100462>
1	<http://linkedgeodata.org/triplify/node2049034015>
1	<http://linkedgeodata.org/triplify/node2071988276>
1	<http://linkedgeodata.org/triplify/node2071988277>
1	<http://linkedgeodata.org/triplify/node2089468077>
1	<http://linkedgeodata.org/triplify/node2089781304>
1	<http://linkedgeodata.org/triplify/node2113940631>
1	<http://linkedgeodata.org/triplify/node2113940792>
1	<http://linkedgeodata.org/triplify/node2144857216>
1	<http://linkedgeodata.org/triplify/node2157835751>
1	<http://linkedgeodata.org/triplify/node2158750510>
1	<http://linkedgeodata.org/triplify/node2165861135>
1	<http://linkedgeodata.org/triplify/node2186787802>
1	<http://linkedgeodata.org/triplify/node2229318227>
1	<http://linkedgeodata.org/triplify/node2265348260>
1	<http://linkedgeodata.org/triplify/node2295159181>
1	<http://linkedgeodata.org/triplify/node2300149612>
1	<http://linkedgeodata.org/triplify/node2308944930>
1	<http://linkedgeodata.org/triplify/node2309688714>
1	<http://linkedgeodata.org/triplify/node2322843619>
1	<http://linkedgeodata.org/triplify/node2329213196>
1	<http://linkedgeodata.org/triplify/node2346927540>
1	<http://linkedgeodata.org/triplify/node2388094847>
1	<http://linkedgeodata.org/triplify/node2390287933>
1	<http://linkedgeodata.org/triplify/node2395073790>
1	<http://linkedgeodata.org/triplify/node2395698400>
1	<http://linkedgeodata.org/triplify/node2401978798>
1	<http://linkedgeodata.org/triplify/node2420042125>
1	<http://linkedgeodata.org/triplify/node2420052779>
1	<http://linkedgeodata.org/triplify/node2420061524>
1	<http://linkedgeodata.org/triplify/node2420224467>
1	<http://linkedgeodata.org/triplify/node2423228720>
1	<http://linkedgeodata.org/triplify/node2439840942>
1	<http://linkedgeodata.org/triplify/node2440053161>
1	<http://linkedgeodata.org/triplify/node2440172527>
1	<http://linkedgeodata.org/triplify/node2446585986>
1	<http://linkedgeodata.org/triplify/node2446586418>
1	<http://linkedgeodata.org/triplify/node2446586451>
1	<http://linkedgeodata.org/triplify/node2454174063>
1	<http://linkedgeodata.org/triplify/node2460072868>
1	<http://linkedgeodata.org/triplify/node2463832521>
1	<http://linkedgeodata.org/triplify/node2466154001>
1	<http://linkedgeodata.org/triplify/node2504760622>
1	<http://linkedgeodata.org/triplify/node2510234364>
1	<http://linkedgeodata.org/triplify/node2534325781>
1	<http://linkedgeodata.org/triplify/node255393960>
1	<http://linkedgeodata.org/triplify/node255970911>
1	<http://linkedgeodata.org/triplify/node2585923580>
1	<http://linkedgeodata.org/triplify/node2596101221>
1	<http://linkedgeodata.org/triplify/node260040315>
1	<http://linkedgeodata.org/triplify/node2604502057>
1	<http://linkedgeodata.org/triplify/node2607658274>
1	<http://linkedgeodata.org/triplify/node2622496045>
1	<http://linkedgeodata.org/triplify/node262861163>
1	<http://linkedgeodata.org/triplify/node2635242562>
1	<http://linkedgeodata.org/triplify/node2668099229>
1	<http://linkedgeodata.org/triplify/node2682464731>
1	<http://linkedgeodata.org/triplify/node2687264073>
1	<http://linkedgeodata.org/triplify/node2705229588>
