http://linkedgeodata.org/ontology/opening_hours
"n_so"	"o"
1	"Mo-Th 08:00-23:00;Fr-Sa 08:00-02:00;Su 09:00-23:00"
1	"Mo-Fr 08:00-17:00; Sa,Su 09:00-17:00"
1	"Mo-Fr 12:00-00:00; Sa 12:00-01:00; Su 12:00-00:00"
1	"Mo-Sa 10:00-21:00; Su 08:00-21:00"
1	"Mo-Fr 07:00-21:30; Sa 08:30-21:00; Su 09:00-20:00"
1	"Mo-Sa 06:30-24:00; Su 07:00-20:00"
1	"Mo-Fr 08:00-23:00; Sa 09:00-23:00; Su 09:00-19:00"
1	"Tu-Fr 09:30-19:00; Sa 10:00-19:00; Su 10:00-18:00; Mo off"
1	"Mo-We 14:00-17:00; Th-Su 14:00-24:00; Su 10:30-24:00"
1	"Mar-Sep: 10:00-21:00; Oct-Feb: 10:00-18:00"
1	"Mo-Fr 07:45-24:00; Sa,Su 00:00-01:00,10:00-24:00"
1	"Mo-Th 11:00-17:00; Fr 11:00-17:00,18:00-24:00; Sa 00:00-06:00,18:00-24:00; Su 00:00-06:00"
1	"Mo-Fr 08:00-17:00; Sa 10:45-15:00"
1	"Mo-Th 6:00-22:00; Fr 6:00-23:00; Sa 7:00-23:00; Su 7:00-22:00"
1	"Mo-Fr 07:30-21:00; Sa 09:00-22:00; Su 10:00-22:00"
1	"Mo off; Tu 10:00-19:00; We,Th 10:00-19:30; Fr 10:00-22:00; Sa 10:00-19:00; Su 13:00-19:00"
1	"Tu-Sa 09:00-18:00;Su 10:00-18:00;PH 10:00-18:00"
1	"Mo-Fr 08:00-21:00; Sa 09:00-22:00; Su 10:00-21:00"
1	"Mo-Fr 6:30-20:00; Sa 7:00-20:00; Su,PH 7:30-18:00"
1	"Mo-Fr 07:30-24:00; Sa,Su 08:00-24:00"
1	"Tu-Th 11:00-22:00; Fr,Sa 11:00-24:00; Su 11:00-18:00"
1	"Mo off;Tu-Th 10:00-18:00;Fr 10:00-16:00;Sa 10:30-14:00;Su off"
1	"Mar-Nov: Tu-Fr 12:00-17:00, Mar-Nov: Sa,Su 10:00-17:00"
1	"Mo-Sa 07:00-18:00; Su 09:00-18:00"
1	"Mo,We-Su 12:00-22:00"
1	"Mo,Tu,Th 09:00-17:30; We off; Fr,Su 16:30-21:00; Sa 09:00-22:00"
1	"Mo off; Tu-Fr 12:00-20:00; Sa-Su 12:00-18:00"
1	"05:00 -19:00"
1	"Mo-Sa 8:00-8:00 Su 10:00-7:00"
1	"Sa-Su 11:00-17:00"
1	"8:00-21:30"
1	"Mo-Su 12:00-24:00; Fr,Sa 00:00-02:00,12:00-24:00"
1	"06:30-23:00"
1	"Mo-Th 09:00-01:00; Fr 09:00-02:00; Sa 10:00-02:00; Su 10:00-01:00"
1	"Tu-Su 09:00-21:00; Sa 09:00-14:00"
1	"Mo-Fr 07:00-20:00;Sa 07:00-18:00;Su 08:00-11:00"
1	"May-Sep: Mo-Su 12:00-18:00"
1	"Mo-Fr 10:00-20:00; Sa-Su 10:00-18:00"
1	"Mo-Th 09:00-24:00; Fr-Sa 09:00-01:00; Su 09:00-22:30"
1	"Mo-Fr 07:00-23:30; Sa-Su 08:00-23:30"
1	"07:00-22:00,22:00+"
1	"Mo-We 08:30-20:00; Th,Fr 08:30-24:00; Sa 08:30-18:00; Su 09:30-18:00"
1	"Mo-Su 06:00-22:00; Tu 06:00-13:00"
1	"Fr-Su 13:00-15:00, 18:30-22:00;"
1	"Mo-Su 07:00-23:00;Fr 07:00-18:00;Sa 09:00-22:00"
1	"Mo-Fr 06:30-18:30; Sa 06:30-13:30; Su 08:00-11:00"
1	"Mo-Fr 07:00-22:00; Sa,Su 11:00-22:00"
1	"Mo-Fr 11:00-24:00; Sa 01:00-02:00,11:00-20:00; Su,PH 11:00-22:00"
1	"13:00-20:00"
1	"we 07:30-20:00; Sa,Su 08:00-20:00"
1	"Su-Fr 9:00-18:00; Sa off"
1	"Mo-Fr 8:00-19:00;Sa 9:00-18:00"
1	"Mo-Th 10:00-17:30; Fr 10:00-18:00; Sa 10:00-13:00"
1	"Mo-Sa 07:00-23:00; Su 07:00-19:00"
1	"Mo-Fr 07:00-17:30; Sa 10:00-16:30"
1	"Mo-Fr 06:30-17:00; Sa 12:00-16:00"
1	"Mo-Fr 06:00-18:00; Sa 08:00-17:00; Su 10:00-17:00"
1	"Mo-Fr 06:00-18:00; Sa 09:00-16:00"
1	"Mo-Fr 07:00-18:00; Sa 09:00-18:00; Su 11:00-17:00"
1	"Mo-Th 11:00-22:00; Fr,Sa 11:00-02:00; Su 10:30-21:00"
1	"Mo-Fr 9:00-18:00; Sa 10:00-14:30"
1	"Mo-Fr 07:00-19:00;Sa 09:00-18:00;Su off"
1	"Mo-Fr 09:00-20:00;Sa 10:00-18:00;Su 12:00-18:00"
1	"Mo-Fr 04:30-21:00; Sa,Su 05:30-21:00"
1	"Mo-Fr 06:30-21:00; Sa 07:30-19:00; Su,PH 08:00-18:00"
1	"Mo-Fr 06:30-22:00; Sa 07:00-20:00; Su,PH 08:00-20:00"
1	"Mo-Sa 08:00-13:30"
1	"Mo-Sa 10:00-01:00; Su 14:00-20:00"
1	"Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 10:00-23:00"
1	"Mo-Th 05:30-23:00; Fr 05:30-22:00; Sa 06:00-22:00; Su 08:00-23:00"
1	"Mo-Fr 06:30-18:00; Su 06:30-13:00; Su 07:00-17:00"
1	"Tu,Th 07:30-13:00; Sa 09:00-13:30"
1	"Mo-Th 07:00-22:15; Fr,Sa 07:00-24:00; Su 08:00-23:00"
1	"Mo-Th 11:00-01:00;Fr-Sa 11:00-02:00;Su 11:00-01:00"
1	"mÃ¥n-fre 9:00-17:00 lÃ¶r 10:00-14:00 sÃ¶n stÃ¤ngt"
1	"Mo-Fr 11:00-19:00"
1	"Mo-Fr 08:00-20:00; Sa 08:30-20:00; PH Su off"
1	"Tu-Fr 09:00-20:00, Sa 08:00-14:00"
1	"null"
1	"wd 07:00-20:00"
1	"wd 07:00-22:30; Sa 08:00-22:00"
1	"Mo-Fr 07:00-22:00; Sa 07:30-20:00; Su,PH 08:00-22:00"
1	"wd 07:30-22:30; Sa 08:00-22:30; Su,PH 08:00-22:00"
1	"wd 06:30-23:00; Sa 07:00-23:00; Su,PH 07:00-22:00"
1	"wd 07:00-23:00"
1	"wd 07:30-23:00; Sa,Su,PH 08:00-23:00"
1	"wd 06:45-22:00; Sa 07:30-22:00; Su,PH 08:00-21:00"
1	"wd 06:45-22:50; Sa 07:00-21:00; Su,PH 08:00-21:00"
1	"Mo-Sa 07:00-23:00; Su 07:00-21:00"
1	"Mo-Fr 05:30-19:00; Sa 06:00-19:00"
1	"summer ""yet varying"""
1	"""Varying (yet primarily summer)"""
1	"Mo-Fr 06:30-20:00; Sa,Su 07:30-20:00"
1	"Mo,We-Sa 08:00-17:00;Su 08:00-18:00;Tu off"
1	"Mo-Fr 07:30-20:00; Sa-Su 09:00-18:00"
1	"Mo-Fr 09:00-22:00; Sa-Su 11:00-22:00"
1	"Mo-Fr 07:30-20:00; Sa,Su 09:30-20:00"
1	"Mo-Fr 07:00-14:00, Sa 08:00-15:00"
1	"Mo-Th 17:00-23:30; Tu off; Fr 17:00+; Sa-Su 11:30+"
1	"Su 09:00-15:00; Mo-Tu 8:00-15:00; We-Th 08:00-17:00; Fr 08:00-21:00; Sa 9:00-18:00"
1	"Mo-Th 09:00-24:00; Fr 10:00-06:00; Sa 12:00-06:00; Su 12:00-24:00"
1	"Mo-Fr 08:00-18:00; Sa 09:00-18:00; Su 12:00-18:00"
1	"Mo-Fr 10:00-19:00; Sa 11:00-17:00"
1	"Mo-Fr 10:00-18:00; Sa-Su 13:00-18:00"
1	"Mo-Fr 09:00-19:00;Sa 09:00-16:00"
1	"Mo-Fr 06:30-20:30; Sa,Su,PH 08:00-20:00"
1	"Mo-Fr 07:00-04:00, Sa-Su 08:00-04:00"
1	"Mo-We off; Th-Su 16:00-23:59"
1	"Mo-Th 07:00-22:00; Fr-Sa 08:00-02:00; Su 08:00-22:00"
1	"Mo-Fr 10:00-21:00; Sa 10:00-20:00"
1	"Mo-Fr 07:00-22:00; Sa 10:00-20:00; Su 10:00-18:00"
1	"Mo-Su 07:30- 00:00"
1	"Tu-Su 08:00-22:00"
1	"Mo-We 07:00-01:00;Th-Sa 07:00-05:00; Su 09:00-01:00"
1	"Mo-Su 06:30-21:30"
1	"Mo-Fr 07:30-20:30; Sa,Su,PH 08:00-20:30"
1	"Fr-Su 10:00-17:00"
1	"Mo 07:00-22:00; Tu-Su 06:00-23:00;"
1	"Mo-Fr 07:00-18:00; Sa 07:00-14:00; Su 07:00-12:00"
1	"Mo-Fr 15:00-18:00"
1	"Mo-Th 08:00-21:00; Fr,Sa 08:00-22:00; Su,PH 08:00-20:00"
1	"Mo-Fr 07:30-18:00; Sa,Su 09:00-18:00"
1	"Mo-Fr 10:00-19:00; Sa off; Su 12:00-18:00"
1	"mo 08:00-21:00;tu-th 08:00-22:00;fr 08:00-24:00;sa 09:00-24:00;su 10:00-21:00"
1	"Mo-Fr 09:00-18:00; Sa 09:00-17:30; Su 09:30-17:30"
1	"Mo-Sa 07:00-20:00; Su 07:00-19:00"
1	"Mo-Th off; Fr 15:00-19:00; Sa,Su,PH 12:00-19:00"
1	"06:00-20:00,08:00-20:00"
1	"Tu-Fr 7:00-18:30;Sa 7:00-16:30"
1	"Mo-Su 8:30-20:30"
1	"Mo-Fr 08:30-19:00; Sa 13:00-19:00; Su off"
1	"Tu-Th 09:30-18:30; Fr 09:30-19:30; Sa 10:00-16:00"
1	"Saturday closed"
1	"Mo-Fr 7:00-21:00; Sa 9:00-18:00"
1	"Mo-Th 09:00-19:00;Fr-Sa 09:00-24:00;Su 13:00-18:00"
1	"Mo-Fr 8:30-19:00"
1	"Th-Tu 10:00-22:00"
1	"Mo-Fr 05:30-18:30; Sa 05:30-15:00; Su 07:00-17:00"
1	"Mo-Sa 08:00-20:00;Su 10:00-18:00"
1	"Mo-Fr 14:30-20:30, Sa 16:00-19:00"
1	"Mo-Sa 9:00-21:00; Su 10:00-21:00"
1	"Mo-Sa 06:30-24:00"
1	"Mo-Th 04:30-21:00; Fr 04:30-21:30; Sa 05:00-21:30; Su 05:30-21:00"
1	"Su-Tu 11:00-21:00; Fr-Sa 11:00â€“23:00"
1	"Mo-Su,PH 08:30-19:00"
1	"Mo-Th 10:30-14:00; Fr-Sa10:30-20:00"
1	"Mo-Tu 06:00-15:00;We-Fr 06:00-20:00;Sa 07:00-15:00;PH,Su 07:00-14:00;Dec 25:off"
1	"Mo-Fr 07:00-18:00; Sa 07:00-12:00; Su 07:00-10:00"
1	"9 am to 9 pm"
1	"Mo 07:45-16:00; Tu-Fr 07:45-18:00; Sa 10:00-16:00"
1	"sa-su 17"
1	"Su-Sa 9:00-19:00"
1	"Mo-Th 8:00-22:00; Fr 8:00-23:00; Sa 9:00-23:00; Su 10:00-18:00"
1	"Mo-Fr 08:00-21:00;Sa-Su 09:00-19:00"
1	"Mo-Fr 09:00-21:00; Sa 09:00-14:00"
1	"Mo-Th 07:00-21:00;Fr-Sa 07:00-22:30;Su 09:00-20:00"
1	"Mo-Fr 10:00-18:00; Sa 10:00-15:00"
1	"9h-20h"
1	"Mo-Fr 5:30-21:00, Sa 6:00-21:00, Su 6:00-20:00"
1	"Mo-Fr 11:00-20:00; Sa,Su 10:00-18:00"
1	"Mo-Sa 7:00-18:00; Su 7:30-18:00"
1	"Su-Th 05:30-21:00;Fr-Sa 05:30-22:00"
1	"Mo-Sa 05:30-20:00; Su 07:00-17:00"
1	"Su 9:00-21:00; Mo-We 7:00-21:00; Th-Fr 7:00-13:00; Sa 8:00-13:00"
1	"Tu-Sa 11:30-14:30, 17:00-22:00"
1	"Mo-Sa 7:00-20:00; Su 16:00-20:00"
1	"Mo-We 10:00-20:00; Th-Sa 10:00-21:00; Su 10:00-19:00"
1	"8:30-20:00"
1	"Mo-Fr 08:30-18:00; Sa 08:30-12:30"
1	"Diumenges tancat"
1	"Tu-Th 11:00-23:00; Fr 11:00-24:00; Sa 00:00-01:00, 11:00-24:00; Su 00:00-01:00"
1	"Mo-Fr 10:00-23:00, Sa-Su 11:00-23:00"
1	"Mo-Fr 08:00-19:00;Sa-Su 10:00-19:00"
1	"Mo-Fr 10:00+;Sa 12:00+;Su 09:00+"
1	"Mo-Fr 08:00-18:00; Sa 09:00-18:00; Su,PH 10:00-17:00"
1	"Mo-Fr 07:00-18:00;Sa-Su off"
1	"5:00-21:00"
1	"Mo, Tu, Th, Fr 08:00-18:00; We 08:00-14:00; Sa off, Su 15:00-18:00"
1	"Mo-Th 07:30-23:00, Fr-Sa 07:00-02:30, Su 07:30-23:00"
1	"mo-fr 06.30-18.00; sa 10:00-15:00; su off"
1	"Mo-Su 12:00-20:00; We off"
1	"11:00-19:00 mo off"
1	"Tu-Fr 10:00-15:00; Sa 12:00-15: 00"
1	"Mo-Tu 16:00-19:00; We 09:00-19:00; Th-Su 16:00-19:00"
1	"Mo,Tu,Th,Fr 09:00-20:00, We 12:00-20:00;Sa 09:00-16:00"
1	"Mo-Fr 08:00-18:00; Tu off; Sa,Su 10:00-18:00"
1	"Mo,Su 14:00-23:00; Tu-Sa 11:00-24:00"
1	"Tu-Sa 10:30-19:00"
1	"08.30-01.00"
1	"We 19:00-22:00; Sa 11:00-15:00"
1	"Mo-Fr 06:30-18:30; Sa 06:30-18:30; Su,PH 08:00-18:00"
1	"Mo-Fr 06:00-19:30; Sa 06:00-17:00; Su,PH 07:30-18:30"
1	"Mo-Fr 07:30-17:00;Sa-Su off"
1	"Mo-Sa 7:00-19:00;Su 9:00-17:00"
1	"Mo-Fr 11:00-24:00; Sa-Su 00:00-01:00,12:00-24:00"
1	"Su-Th 08:00-23:00; Fr,Sa 00:00-24:00"
1	"Mo-Fr 07:00-18:00;Su 07:00-13:00"
1	"Mo off; Tu-Sa 09:00-18:00; Su 13:00-18:00; PH 13:00-18:00"
1	"Su 10am-2pm, Tu-Sa 7am-4pm"
1	"Mo-Fr 07:00-15:00; Sa-Su 07:00-18:00"
1	"Su-We 7:00-10:00; Th 07:00-12:00; Fr-Sa 07:00-15:00"
1	"Mo-Fr 06:00-18:30;Sa 06:00-14:00;Su 08:30-18:00"
1	"Mo,We-Su 09:00-19:00"
1	"Mo-Fr 6:30-18:30; Sa 7:00-13:00; Su 8:00-11:00"
1	"8:30-1:00"
1	"Mo-Fr 09:45-16:45"
1	"Mo-Fr 07:00-21:00; Sa 08:00-19:00; Su,PH 09:00-21:00"
1	"Mo,Tu,Fr 09:00-18:00; We,Th 09:00-0:00"
1	"Tu-Th 18:00-1:00;Fr,Sa 18:00-3:00"
1	"Mo-Th 10:00-19:00; Fr 10:00-15:00; Sa 10:00-16:00; Su 13:00-16:00"
1	"Mo off; Tu-Su 08:30-18:00"
1	"Mo-Sa 11:00-24:00; Su 12:00-23:00"
1	"Tu 08:30-14:00; We-Fr 08:30-14:00,17:00-20:00; Sa 09:00-18:00; Su 10:00-14:00"
1	"We-Mo 07:00-20:00, Tu 07:00-19:00"
1	"Mo-Fr 09:00-02:00"
1	"Mo-Fr 08:00-18:30; Sa 07:30-16:00"
1	"Mo-Fr 09:00-23:00; Sa 11:00-23:00"
1	"Mo-Fr 06:30-24:00; Sa,Su 08:00-24:00"
1	"week 1-12 Sa-Su 10:00-15:00; week 48-52 Sa-Su 10:00-16:00"
1	"Tu-Sa 08:00-19:00"
1	"Tu-Su 10:00-18:00; PH 11:00-18:00; Mo-We off"
1	"Su 6:30-12:00, 16:00-19:00; Mo-Sa 6:30 - 19:00"
1	"Mo-Fr 06:00-23:00; Sa 06:30-23:00; Su 07:00-22:30"
1	"Mo-Sa 07:00-20:00;Su 09:00-18:00"
1	"11:00+ ""Ð”Ð¾ Ð¿Ð¾Ñ�Ð»ÐµÐ´Ð½ÐµÐ³Ð¾ Ð¿Ð¾Ñ�ÐµÑ‚Ð¸Ñ‚ÐµÐ»Ñ�"""
1	"Mo-Fr 09:00-18:00; PH off"
1	"Mo-Th 10:00-22:00; Fr-Sa 10:00-00:00; Su 11:00-22:00"
1	"Mo-Sa 09:30-00:00; Su 12:00-00:00"
1	"Mo-Fr 08:00-16:00; Sa 08:00-15:00"
1	"Mo-Th 07:00-21:00; Fr 07:00-22:00; Sa 08:00-22:00; Su 08:00-20:00"
1	"Mo-Fr 09:00-23:00; Sa-Su 12:00-23:00"
1	"Jan-Dec: Mo-Th 08:00-22:00; Jan-Dec: Fr 08:00-00:00; Jan-Dec: Sa 09:00-22:00; Su 13:00-20:00"
1	"Mo-Fr 10:00-06:00; Sa-Su 12:00-06:00"
1	"Fr 12:00-18:00; Sa 10:00-18:00; Su 08:00-18:15"
1	"Mo-Sa 08:00-22:00; Su,PH 08:00-20:00"
1	"Mo-Fr 10:00-18:00;Sa 10:00-14:00"
1	"We-Su 10:00-17:00"
1	"Mo-Fr 07:00-18:00;Sa 07:00-15:00;Su 08:00-15:00"
1	"Ti-Su 11:00-17:00"
1	"Mo-Th 17:00-1:00; Fr-Su 17:00+"
1	"Fr 13:00-18:00; Sa-Su 11:00-18:00"
1	"Mo-We 09:00-18:00, Th 09:00-21:00, Fr-Sa 09:00-18:00"
1	"Mo-Fr 09:00-22:30; Sa-Su 10:00-22:30"
1	"Mo 11:30-18:00; Tu-Th 10:30-18:00; Sa,Su 10:00-18:00; PH 10:00-18:00"
1	"Mo-Th 05:30-22:30, Fr 05:30-23:30, Sa 06:00-23:30, Su 06:00-22:30"
1	"Mo-Fr 07:30-18:00; Sa 10:00-16:00"
1	"Tu-Sa 16:00+"
1	"Mo,Tu,Fr 11:00-18:00; We,Th 11:00-19:00"
1	"Mo-Fr 8:00-18:00;Sa 9:00-15:00"
1	"04:00-21:00"
1	"May-Oct: Sa-Su 11:00-18:00"
1	"Mo-Sa 06:30-19:00; Su 07:30-19:00"
1	"Mo-Sa 12:00-12:00"
1	"Mo-Sa 06:30-22:30; Su 07:00-22:30"
1	"Mo 13:00+; We-Su 13:00+"
1	"Tu-Fr 12:00-20:00; Sa 11:30-20:00; Su 11:00-20:00; Mo off"
1	"Mo-Fr 07:00-19:30; Sa-Su 08:00-19:00"
1	"Sunday	6:00 AM to 9:00 PM. M-F 5:30AM- 9:30PM. saturday 6:00AM-9:30PM"
1	"Mo-Fr 06:30-18:00; Sa 06:30-13:00; Su 07:30-17:00"
1	"Mo-Th 12:00-22:00; Fr 12:00-24:00; Sa 00:00-02:00,12:00-24:00; Su 00:00-02:00,12:00-22:00"
1	"Mo-Su 11:00-24:00; Fr,Sa 00:00-24:00"
1	"Mo-Th 10:00-18:00; Fr-Sa 10:00-18:00"
1	"Su 15:00-21:00; Sa 15:00-02:30; Fr 15:00-02:00; Tu-Th 15:00-01:00"
1	"Fr-Su,PH 11:00-17:00"
1	"Mo-Fr 06:00-18:00; Sa 06:00-17:00"
1	"13:30 - 19:00"
1	"Tu-Fr 19:00+"
1	"We 17:00-24:00; Th-Sa 00:00-05:00,17:00-24:00; Su 00:00-05:00"
1	"Monday-Friday 7AM-4PM, Saturday 8AM-4PM, Sunday 8AM-1PM"
1	"Mo-Fr 05:30-21:00;Sa-Du 07:00-21:00"
1	"Mar-Oct: Mo-Fr 11:00-19:00; Sa-Su 09:00-19:00; Nov,Dec,Feb: Sa-Su 09:00-19:00"
1	"Mo-Sa 12:00-24:00; Su 16:00-24:00"
1	"We-Fr 09:00-12:00; Sa 09:00-14:00"
1	"Mo-Th 09:00-24:00, Fr 09:00-01:00, Sa 10:00-01:00, Su 10:00-18:00"
1	"Su-We 14:00-18:00; Th-Sa 10:00-18:00; Mo off"
1	"09:00 - 17:00 Mon - Fri 10:00 - 14:30 Sun"
1	"Tu-Fr 12:00-21:00; Sa,Su 10:00-19:00"
1	"Mo 12:00-20:00, Tu-Fr 10:00-20:00, Sa 15:00-21:00"
1	"Mo-Fr 06:00-23:30; Sa 06:00-23:00; Su 07:00-23:00"
1	"Mo-Fr 07:30-16:00, Sa-Su 08:30-16:00"
1	"Mo-Sa 07:00-18:00; Su 08:00-18:00; PH 08:00-17:00"
1	"Mo 07:00-12:30; Tu-Fr 07:00-12:00, 15:00-19:30; Sa-Su 08:00-12:30, 15:00-19:30"
1	"Mo-Fr 06:00-18:00; We off; Sa-Su 07:00-18:00"
1	"Mo-Th 07:00-22:00; Fr 07:00-24:00; Sa 09:00-24:00; Su 13:00-22:00"
1	"Apr-Oct Sa-Su 11:00-18:00"
1	"Mo-Fr 07:30-19:00;Sa 10:00-18:00"
1	"Mo-Fr 07:30-19:00;Sa 09:30-18:00"
1	"Mo-Sa 08:30+; Su 09:00+"
1	"Mo-Fr 07:00-18:30;Sa 07:00-17:00"
1	"Mo-Su 05:30-10:00,11:00-14:00,18:30-20:30"
1	"Sa-Su 10:00-17:00"
1	"Mo-Fr 07:00-21:30; Sa 08:00-19:00; Su,PH 09:00-19:00"
1	"Mo-Fr 05:00-20:00;Sa 05:00-18:00;Su 09:00-14:00"
1	"Mo-Su 06:00-18:00; "
1	"Su open ""ab 10Uhr"";  Mo off; Tu-Sa open ""ab 9Uhr"""
1	"Mo-Fr 06:00-18:30; Sa 07:00-16:00"
1	"Mo-Th 10:00-22:00; Fr-Sa 10:00-11:00; Su  10:00-22:00"
1	"Mo-Tu 08:00-17:00; We 08:00-18:00; Th-Fr 08:00-17:00; Sa-Su off"
1	"08:30-20:00"
1	"Mo-Fr 06:00-18:30; Sa 06:00-17:30; Su 07:30-18:00"
1	"Mo-Fr 05:30-20:00; Sa 05:30-12:00"
1	"Mo-Fr 07:00-21:00; Sa 08:00-18:00; Su 08:00-17:00"
1	"Mo-Th 10:00-22:00; Fr 9:00-23:00; Sa 10:00-23:00"
1	"Tu-Fr 08:00-20:00; Sa 12:00-19:00; Su 14:00-18:00"
1	"Th,Fr 09:00-18:00; Sa,Su 14:00-18:00"
1	"mo-fr 07:00-18:00"
1	"Ãšt-Ne 10:00-17:00"
1	"Mo-Fr 06:00-19:00;Sa-Su 06:00-12:30,15:00-19:00"
1	"Mo-Fr 07:30-17:00; Sa 09:00-16:00; Su 09:00-15:00"
1	"Mo-Fr 06:00-12:30,14:30-18:00; Sa 06:00-13:00; week 2-52/2 Mo off"
1	"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 00:00-02:00,13:00-24:00; Su 00:00-02:00,13:00-23:00"
1	"Mo-Th,Su 08:00-00:00; Fr-Sa 08:00-03:00"
1	"Tu-Sa 06:00-17:00; Su 07:00-12:00"
1	"Mo-Sa 07:00-19:00;Su 09:00-18:00"
1	"Mo-Fr 06:00-20:00; Sa 06:30-20:00; Su,PH 08:00-20:00"
1	"Su-Fr,PH 09:00-01:00; Sa 08:00-01:00"
1	"Mo,We-Fr 08:00-14:00,15:00-18:00; Sa 08:00-12:00; Tu,Su,PH off"
1	"Tu-Sa 10:00-18:00;Su 11:00-18:00"
1	"Every day from 7am"
1	"Mo 06:00-12:30; Tu-Sa 06:00-18:00; Su,PH 08:00-18:00"
1	"6:30-24:00"
1	"Mo-Su 05:30-20:00"
1	"Mo-Th 5:30-21:00, Fr 5:30-22:00, Sa-Su 6:00-21:00"
1	"Su-Th 11:00-24:00; Fr-Sa 11:00-06:00"
1	"Mo-Fr 07:00-19:00; Sa 07:00-14:00; Su 08:00-19:00"
1	"Mo-Th,Sa 09:00-18:00; Fr 08:30-18:00"
1	"Mo-Fr 07:30-23:00; Sa,Su 10:00-22:00"
1	"Mo-Sa 9:00 - 20:00"
1	"Tu 14:00-16:00"
1	"Mo-Sa 08:00-17:30"
1	"Mo-Su 00:00-03:45,09:00-24:00"
1	"Mo-Fr 10:00-22:00; Sa-Su 14:00-22:00"
1	"Mo-Fr 07:30-19:00; Sa-Su 13:00-19:00"
1	"Su-Th 15:00-22:00; Fr-Sa 15:00-00:00"
1	"Mo-Fr 06:00-18:00; We off; Sa 05:30-13:00; Su 08:00-17:30"
1	"Mo-Fr 07:00-18:00; Sa 07:00-11:00"
1	"Mo-Fr 06:00-19:00; Sa-Su 08:00-18:00"
1	"Mo-Fr 08:00-19:00; Su 09:00-19:00"
1	"Mo-Fr 07:00-19:00; Sa 09:00-18:00; Su 14:00-19:00"
1	"Mo-Fr 07:30-22:00; Sa 15:00-22:00"
1	"Mo-Fr 07:30-19:00; Sa,Su 07:30-17:00"
1	"Mo 12:00-18:00; Tu-Fr 12:00-22:00"
1	"Mo-Fr 08:30-18:00; Sa-Su 09:00-18:00"
1	"Mo-Fr 08:00-22:00; Sa 09:00-22:00; Su 11:00-22:00"
1	"Mo-Th 07:30-22:00; Fr 07:30-23:45; Sa 09:00-23:45; Su 12:00-22:00"
1	"Mo-Fr 11:00+; Sa,Su 08:30+"
1	"Mo-Sa 04:30-22:30, Su 05:00-22:30"
1	"Mo-Fr 06:30-20:00; Sa-Su 10:00-20:00"
1	"Mo-Sa 10:00-01:00; Su 10:00-18:00"
1	"Lundi - vendredi: 7h30 - 18h30"
1	"Mo-Fr 11:00-18:00; Sa-Su 11:00-17:00"
1	"Mo-Su 05:00-02:00"
1	"Mo-Th 06:00-18:00, Fr 06:00-19:00, Sa 08:00-19:00, Su 08:00-18:00"
1	"Mo-Fr 07:30-19:30; Sa-Su 09:00-18:00"
1	"Fr-Su 13:30-19:00"
1	"Mo-Fr 06:30-22:00; Sa-Su TBD"
1	"Mo-Su 16:00-21:00; Fr,Sa 16:00-22:00"
1	"Su,PH 14:00-17:00"
1	"Mo-Sa 07:00-19:00; Fr 07:00-24:00; Su 08:00-18:00"
1	"May-Sep 11:00-19:00; Oct-Apr We-Su 14:00-19:00"
1	"Tu-Fr 08:00-16:00; Sa 12:00-16:00"
1	"Mo-Fr 10:00-24:00; Sa,Su 10:00-00:00; Su,Mo 00:00-02:00"
1	"Mo-Fr 08:15-02:00; Sa,Su off"
1	"Mo-Fr 07:00-19:00; Sa 07:00-18:00; Su 09:00-18:00"
1	"Mo-Sa 08:00-21:00;Su 09:00-21:00"
1	"Mo-Sa 8:00+"
1	"Tu-We,Fr 10:00-17:00; Th 10:00-19:00; Sa,Su 10:00-18:00"
1	"Mo-Fr 05:30-24:00; Sa-Su 07:00-24:00"
1	"Mo-Fr 06:00-20:00; Sa 06:00-18:00; Su 07:30-18:00"
1	"Mo-Sa 07:30-22:00; Su 10:00-22:00"
1	"08:00-19:00; Sa 08:00-16:00; Su,PH off"
1	"Mo-Th 09:00-19:00; Fr 09:00-18:00"
1	"Mo-Sa 06:30-18:00; Su,PH 08:00-18:00"
1	"Mo 07:00-15:00; Tu-Su 07:00-24:00"
1	"Apr-Sep: Sa,Su"
1	"Tu-Sa 09:00-18:30; Su,PH 13:00-18:30; Mo off"
1	"Fr 14:00-19:00; Sa 12:00-19:00; Su 10:00-19:00"
1	"Mo-We 11:00-18:00; Th-Sa 11:00-21:00"
1	"Mo-Fr 08:00-20:00; Sa 09:00-20:00;Su 11:00-20:00"
1	"Mo-Fr 7:00-17:30; Su 9:00-15:00"
1	"Mo-Fr 11-15:00"
1	"24H 7J/7"
1	"Mo-Th 09:00-19:00;Fr 09:00-18:00;Sa-Su 10:00-18:00"
1	"Mo-Fr 7:00-20:30; Sa 7:30-20:30; Su 8:30-13:30"
1	"Mo-Fr 6:00-18:00;Sa 7:00-13:00;Su 8:00-12:00"
1	"Mo-Fr 6:00-18:30;Sa 6:00-13:00;Su 8:00-12:00"
1	"Mo-Fr 06:00-21:00; Sa, Su 08:00-21:00"
1	"Mo-Fr 07:30-17:00; Sa-Su 09:00-17:00"
1	"Apr-Oct Fr 14:30-23:00; Apr-Oct Sa,Su,PH 13:30-19:00"
1	"Th,Fr 13:30-17:30"
