Number	Opening_hours	Distance
1	Mo-Fr 10:30-23:00;Sa, Su, Ph 11:30-23:00	0
1	10:30-01:00	1
1	Mo 11:00-22:30; We-Su 11:00-22:30; Tu 00:00-00:00	0
1	Mo-Th,Su 12:00-23:00; Fr,Sa 12:00-24:00	0
1	Mo-Th 11:00-23:00;Fr-Sa 11:00-24:00,Su 11:00-23:00	0
1	Mo-Fr 11:00-14:30; 16:30-22:30; Sa 11:00-22:30; Su 12:00-22:30	0
1	wd 08:00-21:00; Sa 08:00-18:00	0
1	wd 08:30-21:00; Sa,Su,PH 10:00-21:00	0
1	Mo-Fr 08:00-22:00; Sa,Su,PH 10:00-20:00	0
1	wd 07:30-21:00; Sa,Su,PH 10:00-18:00	0
1	Mo-Fr 11:00-22:00; Sa 17:00-22:00; Su,PH 12:00-22:00	0
1	Mo-Fr 07:00-21:00; Sa-Su 10:00-21:00; Fr-Sa 23:00-03:00	0
1	Mo-Su 00:00-06:00,12:00-24:00	0
1	8-00	3
1	Mo-Fr 09:30-18:30; Sa 11:30-16:30	0
1	Mo-Fr 10:00-14:30, 17:00-22:30; Sa 16:00-22:30; Su 11:00-22:30	0
1	10:00-27:00; Su 10:00-24:00	0
1	Mo-Fr 5:00-19:00	2
1	Mo-Su 07:30-23:00	0
1	Mo-Su 10:30-14:30,17:00-23:00	0
1	Mo-Fr 11:00-14:00,17:00-23:00; Sa,Su,PH 11:00-23:00	0
1	Mo-Fr 10:00-20:00;Sa10:00-18:00;Su 12:00-17:30	0
1	Su,Mo-Th 17:00-23:30; Fr-Sa 17:00-24:00; Sa,Su 00:00-00:30	0
1	Mo-Th 09:00-23:00; Fr 09:00-24:00; Sa 10:00-24:00; Su 10:00-23:00	0
1	http://www:Frtte-schoen:de/oeffnungszeiten:html	4
1	Su-Th 07:00-22:30; Fr,Sa 07:00-23:00	0
1	Lun-s:9h-14h et 14h-20h	4
1	Lun-s: 10h30-21h	4
1	Lun-ven: 7h-17h30	4
1	Mo-Th 17:00-20:30	0
1	Mo-Th 07:15-24:00; Fr 07:15-00:30; Sa 8:30-00:30; Su 11:00-23:00	0
1	Lundi au Sedi16h00 Ã¢â‚¬â€œ 19h00	4
1	Du Lundi au Sedi 10h00 Ã¢â‚¬â€œ 14h30	4
1	Lundi au Jeudi17h30 Ã¢â‚¬â€œ 22h00Vendredi au Dimanche17h30 Ã¢â‚¬â€œ 22h30	4
1	lundi-dimanche 10h-22h Sauf dimanche	4
1	tous les soirs et jours fÃƒÂ©riÃƒÂ©s de 17h ÃƒÂ  21h30	4
1	We,Fr,Sa 09:00-18:00	0
1	Mo,Su 10:30-14:00; Tu-Sa 10:30-14:00,17:30-21:00	0
1	Mo,Su 13:00-21:00; Tu-Sa 09:00-21:00	0
1	Du lundi au sedide 9h ÃƒÂ  18h	4
1	Mo-Sa 09:00-17:00	0
1	Mo-Sa 08:30-12:00,15:00-17:00	0
1	Mo-Sa 09:00-21:00; Tu 09:00-12:00	0
1	Mo-Sa 06:00-23:00	0
1	lundi au vendredi  7h-22h et sedi 11h-22h	4
1	Lun-s: 11h30-14h et mar-dim: 19h-22h	4
1	Mo-Sa 09:00-12:00,14:30-18:00	0
1	Mo-Su 10:30-14:00,17:00-20:00	0
1	07:00-15:00	1
1	7:00-17:00	1
1	11:00-13:45,17:00-21:30	1
1	Sa-Th 00:00-00:00; Fr 12:30-17:00-23:59	0
1	7:30-22:00	1
1	Mo-Th 11:00-22:00; Fr-Su 11:00-24:00	0
1	Mo 11:00-14:00; Tu-Fr 11:00-14:00, 17:00-23:00; Sa-Su 16:00-23:00	0
1	Mo-Th 10:00-24:00; Fr-Sa 10:00-02:00; Su 11:00-24:00	0
1	Mo-Fr 10:00-22:00; Sa, Su 11:00-21:00	0
1	10:00-19:00; We 00:00-00:00	0
1	Mo-Fr 11:00-01:00; Sa-Su 12:00-01:00	0
1	Mo-Th 10:00-23:00; Fr,Sa 10:00-24:00; Su 12:00-23:00	0
1	Tu-Fr 11:00-14:30,17:00-22:30; Sa-Su 12:30-23:00; Mo 00:00-00:00	0
1	Mo-Th 10:30-22:00; Fr 10:30-23:00; Sa 11:00-23:00; Su 12:00-21:00	0
1	Mo-Th 16:00-22:00; Fr 14:30-22:00; Sa-Su 12:00-22:00	0
1	Mo-Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 11:00-22:00	0
1	Mo 17:00-22:00; Tu 11:30-14:00, 17:00-22:00; We 00:00-00:00; Th 11:30-14:00; 17:00-22:00; Fr 17:00-22:00; Sa 11:30-14:00, 17:00-22:00; Su 17:30-22:00	0
1	Mo-Sa 09:00-23:00;Su 15:00-23:00	0
1	Mo-Fr 17:00-22:00; Su,PH 16:00-22:00	0
1	Mo-Sa 10:00-23:00; Su,PH 10:00-22:00	0
1	Mo-Th 09:00-24:00; Fr-Sa 09:00-01:00, Su 09:00-24:00	0
1	Mo-Fr 10:30-22:00; Sa 11:00-21:00;Su 12:00-21:00	0
1	Mo-Fr 11:00-14:00,17:00-22:30; Sa 16:00-22:30; Su,PH 15:00-22:30	0
1	Mo-Fr 07:00-22:00; Sa-Su 11:00-21:00	0
1	Mo-Th 08:00-22:30; Tu,Fr 07:00-22:30; Sa 08:00-23:00; Su 10:00-22:30	0
1	Mo-Fr 11:30-15:00; Sa,Su,PH 00:00-00:00	0
1	Mo-Fr 09:00-22:00;Sa-Su 10:00-22:00	0
1	Mo-Fr 11:00-14:00,16:30-22:30; Sa 16:00-22:30; Su 14:00-22:30	0
1	Mo-Fr 10:00-23:00; Sa,Su 11:00-23:00	0
1	10:00-4:00	1
1	Mo-Th 9:00-21:00; Fr 9:00-20:00; Sa-Su 00:00-00:00	0
1	Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 11:00-23:00	0
1	15:00-1:00	1
1	Tu-Sa 9:00-13:45, 17:30-21:45; Su 17:30-21:45; Mo 00:00-00:00	0
1	24 ours, 7 days	4
1	Su-Th 10:00-24:00; Fr-Sa 10:00-01:45	0
1	Mo-Th 16:00-01:00; Fr 00:00-01:00,16:00-24:00; Sa 00:00-03:00,12:00-24:00; Su 00:00-03:00,12:00-01:00	0
1	Mo-Fr 06:00-01:00; Sa 06:00-02:00; Su 08:00-01:00	0
1	Mo 17:00-22:00; Sa 17:00-22:00	0
1	Mo-Fr 14:30-22:45;Sa 14:00-23:00;Su 11:30-22:30	0
1	05:00-27:00	4
1	Tu-Su 11:00-14:00,17:30-23:00; Mo 17:30-21:00	0
1	Mo-Th 11:00-23:00; Fr,Sa 11:00-23:30; Su 12:00-23:30	0
1	Mo-Th 15:00-00:00; Fr-Sa 15:00-01:30; Su 12:00-00:00	0
1	Mo-Sa 11:00-21:30	0
1	Tu-We 18:00-21:00;Th-Sa 12:00-21:00;Su 12:00-20:00	0
1	Mo-Fr 11:30-22:30;Sa-Su 12:30-22:30	0
1	Mo-Sa 08:30-15:30	0
1	Mo-Fr 08:00-00:00;Sa 08:00-05:00;Su 09:00-00:00	0
1	Mo-Th 11:30-14:00,17:00-22:00; Fr-Su 17:00-22:00	0
1	Su-We 10:30-01:00; Th 10:30-02:00; Fr-Sa 10:30-03:00	0
1	Mo-Fr 07:30-22:00; Sa 09:00-20:00; Su 09:00-18:00	0
1	Mo-Th 09:00-02:00; Fr, Sa 09:00-06:00	0
1	Mo-Th 11:00-21:00; Fr-Sa 10:00-03:00; Su 10:00-21:00	0
1	Mo-Fr 11:00-20:00; Sa 11:00-19:00; Su 12:00-20:00	0
1	Su-Th 11:00-21:30; Fr-Sa 11:00-22:30	0
1	Tu 11:00-22:00;Tu-Sa 11:00-22:00;Su 16:00-22:00	0
1	Mo-We 08:00-20:00; Th, Fr 08:00-21:00; Sa 08:00-20:00	0
1	Mo 01:45-23:30; Tu-Fr 04:30-23:30; Sa,Su 01:45-06:00,06:30-23:30	0
1	Mo 11:00-18:00;Tu-We 10:00-18:00;Th 10:00-21:00;Fr 10:00-04:00;Sa 10:00-05:00;Su 12:00-17:00	0
1	Mo-Th 10:00-23:00; Fr-Sa 10:00-00:00; Su 10:00-23:00	0
1	Mo-Sa 11:00-24:00; Su 13:00-24:00	0
1	Mo-Sa 09:00-18:00; Su 11:30-18:00	0
1	Mo-Th 14:00-22:00; Fr-Su 13:00-22:00	0
1	Mo 10:00-13:30; Tu-Fr 10:00-13:30,16:30-22:00; Sa 16:30-22:00; Su,PH 16:00-22:00	0
1	Tu-Su 11:30-14:00,17:30-21:30	0
1	Mo-Su,PH 11:00-22:00; Fr-Sa 11:00-22:30; Oct Su[-1]-Mar Su[-1] -1 day: Mo-Su,PH 11:00-21:30; Dec 23-Jan 1 00:00-00:00 	0
1	Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 12:00-22:00	0
1	Mo 07:00-13:00; Tu-Fr 07:00-15:00	0
1	Mo-Sa 08:30-18:30	0
1	Mo-Fr 11:00-23:00; Sa 12:00-21:00; Su 14:00-23:00	0
1	Mo,Tu,Th 11:00-01:00; We,Fr,Sa 11:00-05:00; Su 11:00-23:00	0
1	Su-Th,PH 07:00-01:00; Fr,Sa 07:00-05:00	0
1	Mo-Th 11:00-22:30; Fr 11:00-13:00; Fr 14:30-22:30; Sa-Su 11:00-22:30	0
1	Mo,We-Fr 11:30-22:30; Sa, Su 12:00-22:30, PH 00:00-00:00	0
1	Mo-Fr 11:00-21:50; Sa-Su 12:00-21:50	0
1	Mo-Tu 11:00-14:15,17:00-21:45; Fr-Su 12:00-21:45	0
1	Mo-Sa 10:00-22:30; Su 12:00-19:00	0
1	Mo-Fr 06:00-17:00; Sa,Su 06:00-16:00	0
1	Mo-Fr 00:00-02:00,10:30-24:00; Sa,Su 00:00-04:00,10:30-24:00	0
1	Mo-Fr 7-22, Sa-Su 8-22	2
1	Mo-Fr 05:00-17:00; Sa 05:00-16:00; Su 05:00-14:00	0
1	Mo-Fr 11:00-22:30;Sa-Su 10:00-23:00	0
1	Mo-Sa 12:00-21:00; Su 00:00-00:00	0
1	Mo-Su 09:00-24:00;	0
1	Mo-Sa 05:00-23:00; Su 03:00-23:00	0
1	Mo-Fr 06:00-20:00; Sa 07:00-20:00	0
1	Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 12:00-21:00	0
1	Mo-Su 17:00-20:00; Su 10:00-12:00	0
1	Mo-Th 11:00-21:00;Sa-Su 12:00-21:00	0
1	Mo-Fr 11:00-19:00;Su 13:00-19:00	0
1	Fr-Sa 11:00-24:00	0
1	Mo-Th 11:00-21:00;Fr-Sa 11:00-22:00;Su 12:00-21:00	0
1	Mo-Fr 10:30-21:00;Sa 10:30-18:00;Su 10:30-20:00	0
1	Fr-Sa 10:00-05:00; Su-Tu 10:00-02:00	0
1	Mo-Th 11:00-01:00; Fr-Sa 11:00-24:00; Su 11:00-01:00	0
1	Mo-Tu 11:00-02:00; We 11:00-04:00; Th 11:00-05:00; Fr-Sa 11:00-06:00; Su 12:00-02:00	0
1	Mo,Tu,We,Th 07:00-00:00; Fr 07:00-03:00; Sa 07:00-05:00; Su 08:00-00:00	0
1	Mo-Th 09:00-15:00,Fr 08:00-18:00;Sa 08:00-13:30	0
1	Mo-Sa 09:00-21:00; Su 09:00-19:00; Jan 1,Apr 19,May 1,Jun 24,Jul 5,Jul 24,Oct 12,Dec 24,Dec 25,Dec 31 09:00-19:00	0
1	Su 12:00-21:00; Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00	0
1	We-Su 19:00-24:00	0
1	Mo-Th 11:00-22:30; Fr 11:00-24:00; Sa 00:00-03:00,13:00-24:00; Su 00:00-03:00,16:00-22:00	0
1	Su-Th 08:00-24:00, Fr-Sa 08:00-03:00	0
1	Mo-Fr 10:00-20:00; Sa-Su 10:00-19:00	0
1	Mo-Fr 11:30-14:00, 16:30-21:00; Sa, Su, PH 16:30-21:00	0
1	Mo-Su 11:30-14:30,16:30-22:00	0
1	Mo-Th 04:30-24:00; Fr-Su 00:00-24:00	0
1	Mo-Fr 09:00-00:00; Sa 10:00-00:00; Su 11:00-00:00	0
1	Mo-Fr 11:30-14:30; Mo-Fr 17:00-22:00; Su,PH 13:00-22:00	0
1	Mo-Su 18:30-23:00	0
1	7-22	3
1	Mo- Fr 11:30-22:30; Sa,Su,PH 14:00-23:00	0
1	Tu 08:00-18:00	0
1	Mo-Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,12:00-24:00	0
1	Mo-Th 16:00-01:00; Fr, Sa 16:00-03:00; Su 14:00-22:00	0
1	Tu-Sa 09:00-24:00; Su 11:00-23:00	0
1	Mo-Fr 17:00-23:00; Sa,Su,PH 12:00-23:00	0
1	Mo-Su 17:00-22:00; We 00:00-00:00	0
1	Tu-Fr 11:30-14:30,17:00-21:00; Sa 11:30-14:00,17:00-20:00	0
1	Mo 08:00-15:00; Th-Fr 08:00-18:00; Sa 00:00-00:00	0
1	Mo:Tu 16:00-21:45; We 16:00-21:00; Th-Fr 16:00-21:45; Sa-Su 12:00-21:45	0
1	Mo-Fr 10:00-21:00; Sa 16:00-22:00	0
1	Mo-Fr 11:00-18:00;Sa 11:00-16:30	0
1	Su 8:30-21:00;Mo-Fr 7:00-22:00;Sa 7:30-22:00	2
1	Su 7:00-0:00;Mo-Sa 6:00-0:00	2
1	Su-Sa 10:00-24:00	0
1	Mo-Fr 10:00-18:00; Sa 09:00-16:00	0
1	Mo-Sa: 10:00-22:30, So: geschlossen	2
1	Mo-Fr 09:00-21:00; Sa-Su 12:00-19:00	0
1	Mo-Fr 11:30-21:00;Sa 12:00-21:00;Su 12:00-20:00	0
1	Mo-Sa 08:00-20:00; Su 08:00-18:00	0
1	Mo-Sa 11:30-13:00	0
1	Mo-Sa 11:30-22:30; Su, PH 15:00-22:30	0
1	Mo-Fr 10:00-22:00; Sa, Su, PH 11:00-23:00	0
1	Mo-Su 15:00-late	2
1	Tu-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00	0
1	2Ã‚Âº a sÃƒÂ¡bado das 11:00 ÃƒÂ¡s 02:00	4
1	Mo-We 11:00-14:00, 17:00-20:00; Tu-Fr 11:00-14:00, 17:00-22:00; Sa 17:00-20:00; Su 00:00-00:00	0
1	Mo-Th 08:00-24:00; Fr 08:00-24:00; Sa 00:00-05:00,08:00-24:00; Su 00:00-05:00,09:00-24:00	0
1	Mo-Fr 11:00-14:00,17:00-23:00; Sa,Su,PH 15:00-23:00	0
1	Mo-Th 10:00-22:00; Fr,Sa 10:00-23:00; Su 12:00-22:00	0
1	Mo-Th 15:00-22:00; Fr 12:00-22:00; Sa,Su 14:00-22:00	0
1	Mo-Sa 10:00-14:30,18:00-23:00; Su 18:00-23:00	0
1	Mo-Th 06:00-23:00;Fr-Sa 06:00-24:00;Su 07:00-23:00	0
1	Mo-Fr 11:00-20:00; Sa 12:00-15:00	0
1	17:30-23:59	1
1	Mo-Fr 11:00-15:00,17:00-23:00; Sa,Su 11:00-23:00	0
1	Mo-Sa 11:30-15:30,19:00-22:00	0
1	Mo-Sa 10:30-21:30; Su 12:00-21:00	0
1	Mo, We, Fr 16:00-20:00	0
1	Mo-Fr 10:00-19:00, Sa 10:00-15:00	0
1	7:00Ã£â‚¬Å“21:00	4
1	Mo-Fr 11:00-15:00,17:00-21:00; Sa,Su 17:00-21:00	0
1	Su-Th 20:00-05:00; Fr-Sa 20:00-06:00	0
1	Su-Th 12:00-24:00; Fr-Sa 12:00-02:00	0
1	Sa-Su 11:00-22:00	0
1	Mo-Fr 09:00-20:00; Sa 10:00-20:00; PH 00:00-00:00	0
1	Mo-Fr 10:00-15:00; Sa 11:30-14:00	0
1	Mo-Sa 09:00-16:00; Su 09:00-18:00	0
1	Mo-Fr 10:00-23:59; Sa, Su, Ph 00:00-00:00	0
1	Tu-Su 17:00-21:30	0
1	Mo-Th 08:00-19:00; Fr 08:00-20:00	0
1	Tu-Sa 11:00-23:00; Su,PH 12:00-23:00	0
1	Mo-Th 07:00-01:00; Fr-Su 07:30-04:00	0
1	Tu-Sa 11:30-14:00,18:30-22:00; Su 18:30-22:00	0
1	11:00-22:00, Sa 10:00-23:00	0
1	Mo-We 11:00-22:00;Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-22:00	0
1	Mo-Th 12:00-21:00; Fr-Sa 11:30-22:00; Su  13:00-20:00	0
1	Mo-Tu 15:00-19:30, We 11:00-19:30, Th-Sa 11:00-20:00, Su 11:00-19:30	0
1	Mo-Su 10:45-22:00; Th-Sa 10:45-23:00	0
1	Tu-Su 16:00-24:00	0
1	Mar-Aug Mo-Fr 11:00-20:00; Sep-Feb Mo-Fr 11:00-18:00; Sa 11:00-17:00	0
1	Mo-Su 18:00-21:30	0
1	Apr-Oct: Sa,Su,PH 10:00-18:00; Apr-Oct Tu-Fr 13:00-18:00	0
1	Mo-Th 11:00-16:00; Fr 11:00-20:00; Sa 12:00-20:00	0
1	Mo-Fr 11:00-20:00; Sa,Su 11:00-17:00	0
1	Mo-Fr 11:30-22:00; Sa,Su,PH 14:00-22:00	0
1	Mo 11:00-15:00; 17:00-22:45; We-Fr 11:00-15:00; 17:00-22:45; Sa-Su 11:00-22:45	0
1	Mo-Sa 10:30-21:30; Su,PH 15:00-21:30	0
1	Mo-Fr 11:15-13:30,16:00-24:00; Sa 00:00-02:00,11:15-13:30,16:00-24:00; Su 00:00-02:00,11:15-13:30,16:00-23:00	0
1	Mo-Fr 10:00-23:00; Sa,Su 9:30-0:00	0
1	Mo-Fr 11:30-14:30,17:00-22:00; Sa-Su 17:00-22:00; PH 17:00-22:00	0
1	Mo 10:00-18:00; Tu-Sa 09:30-19:00; Su 10:00-15:00	0
1	00:00-07:00; 08:00-24:00	1
1	Mo-Fr 08:00-17:00; Sa-Su 11:00-17:00	0
1	Mo-Fr 09:00-24:00; Sa 00:00-01:00,09:00-24:00; Su 00:00-01:00,16:00-24:00	0
1	Su-Th 08:00-23:00; Fr-Sa 08:00-24:00	0
1	Mo 11:30-15:00,18:00-24:00; Tu-Sa 00:00-00:30,11:30-15:00,18:00-24:00; Su 00:00-00:30	0
1	Mo-Sa 8:00-22:00	2
1	Mo-Sa 10:30-21:30; Su 11:00-21:30	0
1	10:30-11:30	1
1	Su-Th 17:30-23:30; Fr-Sa 17:30-01:00	0
1	Mo-Fr 12:00-21:30; Sa 12:00-15:30; Su 00:00-00:00	0
1	Mo-Fr 15:45-21:45;Sa-Su 12:00-21:45	0
1	Tu-Fr 11:30-14:30,17:00-22:15; Sa-Su 12:00-22:15	0
1	Mo 17:00-22:00; Tu-Su 11:30-15:00,17:00-22:00	0
1	Mo-Fr 11:00-21:00; Sa 11:00-14:00,17:00-21:00; Su 17:00-21:00	0
1	Mo 07:00-21:00; Tu-Fr 07:00-21:30; Sa 07:30-21:00; Su 08:00-21:00	0
1	Mo-Sa 12:00-24:00;Su 18:00-24:00	0
1	Mo-Sa 11:00-03:00;Su 11:00-23:00	0
1	Mo-Th 05:00-00:00;Fr-Sa 05:00-03:00;Su 05:00-00:00	0
1	Mo-We 07:00-24:00;Th-Sa 07:00-03:00;Su 10:00-12:00	0
1	Mo-Th 12:00-14:00,17:00-22:30; We 00:00-00:00; Fr 12:00-14:00,17:00-24:00; Sa 00:00-05:00,17:00-24:00; Su 00:00-05:00,17:00-21:00	0
1	Tu-Su 11:30-14:00, 17:30-22:30	0
1	Mo-Fr 07:30-01:00; Sa 08:00-01:00; Su 09:00-24:00	0
1	Mo-Th 08:00-24:00; Fr-Sa 08:00-01:00; Nov 1-Feb 28: Su 10:00-23:00	0
1	Mo-We 07:00-01:00; Th-Sa 07:00-05:00; Su 07:00-01:00	0
1	Mo-Th 09:00-24:00, Fr 09:00-01:00, Sa 10:00-01:00, Su 10:00-24:00	0
1	Su-Fr 11:00-22:00	0
1	Mo-Fr 08:00-21:00; Sa 10:00-16:00; Su 12:00-18:00	0
1	Mo-Sa 09:00-21:00; Su 09:00-17:00	0
1	17:30-24:00	1
1	Tu-Su 13:00-23:00	0
1	Tu-Sa 11:00-23:30;Su 17:00-23:30	0
1	Th-Sa 12:00-21:00; Su 13:00-21:00	0
1	08,00-22,00	4
1	Mo-Th 10:00-01:00; Fr, Sa 10:00-03:00; Su, Ph10:00-01:00	0
1	Mo-Fr 05:00-17:00; Sa,Su 07:00-15:00	0
1	Su-Th 10:00-03:00; Fr,Sa 10:00-05:00	0
1	Mo-Th,Su 9:00-4:00; Fr,Sa 9:00-5:00	2
1	Mo-Sa 10:00-20:30	0
1	Mo-Sa 12:00-14:30,17:00-23:00; Tu 00:00-00:00; Su 17:00-23:00	0
1	Antoine MassÃƒÂ©	4
1	Tu-Th 11:00-23:00; Fr, Sa 11:00-00:00; Su 12:00-23:00	0
1	Mo-Sa 11:00-23:00;Su 12:30-23:00	0
1	Fr-Sa 08:00-02:00	0
1	Mo-Fr 08:00-19:00; Sa 10:00-19:00	0
1	Mo-Th 11:00-21:30; Fr-Sa 11:00-22:00; Su 11:30-21:30	0
1	Tu-Fr 11:00-23:00; Sa 12:00-23:00; Su 14:00-23:00	0
1	Mo-Fr 08:00-20:00; Sa 10:00-16:00	0
1	Mo-Fr 07:00-17:30	0
1	Mo-Fr 09:30-18:30	0
1	Mo-Sa 06:00-23:59; Su,PH 10:00-23:59	0
1	Mo-Tu 16:00-22:55, Fr-Su 15:30-22:55	0
1	Fr-Sa 16:00-22:00; Su-Th 16:00-21:00	0
1	Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 00:00-00:00	0
1	Mo-Fr 11:30-15:00,17:30-22:30; Sa 17:30-22:30; Su 11:30-22:30	0
1	Mo-Sa 9:00-20:00	2
1	Mo-Tu 09:00-22:00; Fr- Sa 10:00-23:00; Su 11:00-22:00	0
1	Th 16:00-22:00; Fr-Su 11:30-22:00	0
1	09:00-15:00	1
1	Mo-Fr 07:00-16:00;Sa 08:00-14:00	0
1	Mo 14:30-20:00; Tu-Su 09:00-20:00	0
1	Mo-Fr 11:00-23:00; Sa-Su 11:00-22:00	0
1	Mo-Th 12:00-21:00; Fr 11:00-23:00; Sa 11:00-23:59; Su 11:00-21:00	0
1	Mo-Su 11:30-16:00; Mo-Su 18:00-22:30	0
1	Mo-Th 09:00-01:00; Fr-Su 09:00-02:00	0
1	Tu-Fr 11:30-21:00; Sa-Mo 16:00-21:00	0
1	9:00-22:30	1
1	12:00-22:30	1
1	11:00-14:30;18:00-23:00	1
1	Mo-Su; Th 00:00-00:00	0
1	Mo 17:00-22:00; Tu-Fr 11:30-15:00,17:00-22:00; Sa,Su 12:00-22:00	0
1	Mo-Fr 11:30-14:00,18:00-22:00; Sa 18:00-22:30	0
1	Mo-Su 12:00-17:00	0
1	Jan-Dec: Mo-Sa 11:00-22:00; Su 12:00-22:00; PH 12:00-22:00	0
1	Mo-Fr 11:00-14:00, 17:00-22:30; Sa-Su 16:00-22:30	0
1	Mo-Su 09:30-22:30	0
1	Mo-Fr 11:30-22:30; Sa 11:00-24:00; Su 12:00-22:30	0
1	Mo-Sa 16:30-23:00; Su,PH 16:00-23:00	0
1	Tu,We,Th,Su 09:30-21:00; Fr 09:30-14:00	0
1	Mo-Th 09:00-24:00; Fr 09:00-03:00; Sa 10:00-03:00; Su 10:00-24:00	0
1	Mo-Th 10:00-20:00, Fr,Sa 11:00-23:00, Su 00:00-00:00	0
1	Mo-Fr 09:00-14:00, 17:30-22:30; Sa 13:00-22:30	0
1	Tu-Su 08:00-22:00;Sa 08:00-22:00	0
1	Mo-Fr 10:00-21:00;Sa-Su 11:00-21:00	0
1	Mo-Th 07:30-16:45; Fr 07:30-16:00	0
1	Mo-Th 11:00-22:00; Fr 11:00-24:00; Sa-Su 17:00-24:00	0
1	Mo-Fr 11:30-15:00, 17:00-20:30; Sa 11:30-15:00, Su 00:00-00:00	0
1	Tu-Sa 12:30-16:00,17:00-21:00; Su 17:00-21:00	0
1	Mo-Su 11:30-14:00,17:00-22:30	0
1	Mo-Fr 09:00-20:00, Sa 09:00-17:00	0
1	Mo-Fr 10:00-24:00; Sa,Su 11:00-24:00	0
1	Mo-Fr 07:30-24:00; Sa,Su 00:00-01:00,07:30-24:00	0
1	Mo-Fr 11:00-23:00; Sa-Su 12:00-23:00; PH 12:00-23:00	0
1	Mo-Th 08:00-23:00; Fr,Sa 08:00-03:00; Su 10:00-23:00	0
1	Tu-Sa 11:30-22:30; Su 12:00-22:30; PH 12:00-22:30	0
1	Mo-Th,Su 11:00-23:00;Fr-Sa 11:00-24:00	0
1	Mo-Fr 11:00-20:00;Sa-Su 11:00-18:00	0
1	Tu-Fr 15:00-23:00; Sa-Su 14:00-23:00	0
1	Mo-Sa 11:00-14:00,17:00-20:00; Su 00:00-00:00	0
1	8:00-24:00	1
1	Mo-Fr 07:00-24:00; Sa 08:00-24:00; Su  09:00-22:00	0
1	Mo-Fr 08:00-00:00; Sa 09:00-00:00; Su 10:00-00:00	0
1	Mo-Th 16:00-1:00; Fr-Sa 16:00-2:00; Su 15:30-23:00	0
1	Mo-Sa 11:00-13:30,18:00-22:00; Su 11:00-22:00	0
1	Mo-Fr 08:00-19:00;Sa 09:00-17:00; Su 10:00-17:00	0
1	Su-We 10:00-20:30; Th-Sa 10:00-23:00	0
1	Su-Mo 00:00-00:00	0
1	Mo-Tu 13:00-22:00; Su 15:00-22:00; Fr-Sa 12:00-05:00	0
1	Mo-Th 12:00-20; Fr-Sa 12:00-21:00	0
1	Mo-Fr 12:00-21:30; Su 16:00-21:30	0
1	Mo-Th 11:30-14:15;Fr 11:30-14:00	0
1	Mo-Fr 11:00-22:30; Su 15:00-22:30; PH 15:00-22:30	0
1	7:00-28:00	4
1	Mo-TH 11:00-0:00; Fr-Sa 11:00-2:00; Su 11:00-0:00	2
1	Mo-Fr 11:00-21:00; Sa-Su 12:00-20:00	0
1	Mo-Th 16:00-22:00;Fr 16:00-24:00;Sa 12:00-24:00;Su 12:00-22:00	0
1	Tu-Su 11:30-23:00	0
1	Mo-Sa 12:00-22:00; Fr 11:30-22:00; Su 14:00-22:00	0
1	Mo-Fr 11:00-20:00; Sa-Su 12:00-19:00	0
1	Mo-Th 15:00-21:00; Fr 15:00-22:00; Sa 13:00-22:00; Su 13:00-21:00	0
1	Tu-Sa 11:00-21:30; Su 17:00-21:30	0
1	Mo-We 16:00-22:00; Th 16:00-23:00; Fr-Su 12:00-23:00	0
1	Mo-Fr 11:00-22:00; Sa 17:00-22:00; Su 12:00-22:00	0
1	Mo-Fr 11:30-14:30,17:30-23:00; Sa,Su,PH 15:00-23:00	0
1	Mo,Th,We-Sa 17:00-23:00; Su 16:00-22:00	0
1	Su-Fr 11:30-23:00	0
1	Mo-Fr 10:30-22:00	0
1	Mo-Th 07:00-15:00; Fr 07:00-14:00	0
1	Mo-Fr 11:30-15:00,17:30-21:30; Sa,Su 12:00-21:30	0
1	Mo-Th 11:00-00:00;Fr-Sa 11:00-03:00;Su 11:00-00:00	0
1	Tu-Sa 11:30-21:00; Su,PH 17:00-21:00	0
1	Mo-Fr 11:30-20:00; Sa 16:00-22:00	0
1	Mo,Tu,Fr,Su,PH 17:00-22:30, We,Th,Sa 11:00-14:00, 17:00-22:30	0
1	Mo-Fr 12:30-14:00	0
1	Tu 00:00-00:00;Mo-Sa 12:00-21:00; Su,PH 16:00-21:00	0
1	Mo-Th 08:00-24:00; Fr, Sa 08:00-01:00; Su, PH 09:00-24:00	0
1	Mo-Sa 12:00-22:00;Su 12:00-20:00	0
1	Mo-Fr 08:00-20:00; Sa 09:00-16:00	0
1	Su,Mo-Th 07:00-23:00; Fr-Sa 07:00-02:00	0
1	Mo-Fr 10:00-22:00; Sa 10:00-20:00	0
1	Mo-Su 11:00-23:00; Sa 11:00-24:00	0
