Number	Opening_hours	Distance
1	19:00-01:00Hs	1
1	Tu-Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 12:00-21:00	0
1	Mo-Fr 11:00-22:00;Sa-Su 17:00-22:00	0
1	Dom-Dom 14:00-23:00	4
1	Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00	0
1	Mo-Th 11:30-21:30; Fr-Sa 12:00-23:00	0
1	Mo-Th 11:00-14:30,16:30-22:30; Fr-Sa 11:00-14:30, 16:30-23:00; Su 11:30-23:00	0
1	Mo-Tu 11:30-14:30,17:30-00:00; We 00:00-00:00; Th-Su 11:30-14:30,17:30-00:00	0
1	Mo-Th 11:30-22:30; Fr-Sa 11:30-00:00; Su 11:30-22:30	0
1	Th-Su 10:00-18:00	0
1	Su 00:00-04:00,16:00-23:59; Mo-Th 00:00-03:00,16:00-23:59; Fr 00:00-03:00,16:00-23:59; Sa 00:00-04:00,16:00-23:59	0
1	Mo-Su 08:30-21:30	0
1	Tu-Sa 11:30-23:00; Su 12:00-22:00	0
1	00:00-24:00	1
1	11:00-20:00	1
1	14Ã¥Â°ï¿½Ã¦â„¢â€š	4
1	Mo-Fr 10:00-22:15; Sa-Su 09:00-22:15	0
1	Mo-Su 13:15-16:15, 20:00-24:00	0
1	Mo-So 09:00-03:00	4
1	Mo-Sa10:00-21:00; Su 11:00-21:00	0
1	Mo-Su 12:00-22:00; Fr,Sa 12:00-24:00	0
1	Mo-We 11:00-15:30; Th-Sa 11:00- 00:00	0
1	Mo-Sa 06:00-14:00	0
1	Mo 10:30  Ã¢â‚¬â€œ 12:00  Tu 10:30  Ã¢â‚¬â€œ 12:00  We 10:30  Ã¢â‚¬â€œ 12:00  Th 10:30  Ã¢â‚¬â€œ 12:00  Fr 10:30  Ã¢â‚¬â€œ 1:00  SaTurday 10:30  Ã¢â‚¬â€œ 1:00  Su 10:30  Ã¢â‚¬â€œ 1:00 	4
1	18H A 23H	4
1	Mo-Th 09:00-23:00; Fr, Sa 09:00-01:00; Su 09:00-22:00	0
1	Mo-Fr 07:30-15:30	0
1	Mo,Tu 09:00-23:00; We,Fr 09:00-02:00; Th 09:00-3:00; Sa 10:00-2:00; Su 10:00-23:00	0
1	Mo-Fr 8:00-23:00; Sa-Su 9:00-22:00	2
1	Su-Th,PH 11:30-23:30; Fr-Sa 11:30-00:00	0
1	Mo-Fr 11:00-20:00; Sa,Su 10:00-20:00	0
1	Mo-Fr 07:00-15:00; Sa 11:00-15:00	0
1	Mo-Sa 10:00-22:00; Su,PH 12:00-23:00	0
1	11h a 15h 18h a 1h	4
1	Tu-Th 11:00-14:00,17:00-23:00; Fr 11:00-14:00,17:00-23:55; Sa 17:00-23:00; Su,PH 16:15-22:30	0
1	11:00  to Close	4
1	Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 16:00-22:00	0
1	Under Construction	4
1	Mo-Fr 05:30-17:00; Sa 06:00-16:00; Su 06:00-15:00	0
1	Su-Th 10:30-1:00; Fr-Sa 10:30-1:30	2
1	Su-Th 09:30-23:00; Fr 09:30-22:00; Sa 11:00-23:00	0
1	Mo-Fr 11:45-14:00	0
1	Mo-Fr 11:00-17:00; Sa 10:00-17:00; Su 11:00-17:00	0
1	opening_hours=11:00-22:00	4
1	Th-Su 19:00-23:30	0
1	Mo-Fr 10:00-20:00; Sa 18:00-03:00	0
1	10:30 -10:00 	4
1	Su-We 11:00-03:00, Th 11:00-04:00, Fr-Sa 11:00-06:00	0
1	Mo-Th 10:00-02:00, Fr-Sa 10:00-06:00, Su 11:00-02:00	0
1	Mo-Sa 10:00-21:30; Su 12:00-21:30	0
1	Mo-Fr 12:00-22:00; Sa-Su 12:00-21:00	0
1	Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-19:00	0
1	11-24, P 11-21	3
1		4
1	Tu 12:00-19:00; We,Fr 09:00-21:00; Th 09:00-19:00; Sa 10:00-19:00; Su,PH 09:00-17:00; Jul-Sep 00:00-00:00	0
1	08:00-22:00	1
1	Tu-Th 11:00-21:00, Fr-Sa 11:00-23:00; Su,PH 12:00-23:00	0
1	4-10 	3
1	Mo-Su 11:30-00:30	0
1	07:30Ã¢â‚¬â€œ21:00	4
1	Mo-Sa 11:30-22:30; Su 12:00-22:00	0
1	Mo-Sa 05:00-21:00; Su 08:00-20:00	0
1	Mo-Sa 09:00-20:00; Su,PH 00:00-00:00	0
1	Mo-Su 10:00-20:00; Sa 12:00-21:00	0
1	Apr-Oct: Tu-Su 10:00-18:00	0
1	Mo-Th 10:00-24:00; Fr,Sa,Su 10:00-01:00	0
1	12:00 a 6:00	4
1	Mo-Th 11:00-23:45; Fr 11:00-24:00; Sa 00:00-00:45,11:00-24:00; Su 00:00-00:45,11:00-23:45	0
1	May 1- Sep 30: Su,Ph 14:00-23:59	4
1	8-10	3
1	6-12	3
1	Su-Th 11:00-22:00; Fr-Sa 11:00-24:00	0
1	Mo-Tu 14:30-21:30; We 00:00-00:00; Th-Su 14:30-21:30	0
1	Mo-Fr 09:30-22:00; Sa-Su 10:00-22:00	0
1	9-	4
1	Mo-Th:11:00-20:00, Fr:11:00-21:00	2
1	Mo-Su 03:00-23:00	0
1	Fr 10:00-18:00	0
1	11:00 to 22:00	4
1	Mo-Fr 08:30-14:30	0
1	Mo-Fr 15:00-21:00; Sa 12:00-22:00; Su 13:00-21:00	0
1	Mo-Sa 11:30-14:00,17:30-23:00; Su 17:30-23:00	0
1	Mo-Fr 07:00-19:00; Sa 07:00-16:00; PH 00:00-00:00	0
1	Mo-Sa 19:00-23:30	0
1	Mo-Fr 14:00-24:00; Sa,Su 00:00-03:00,14:00-24:00	0
1	Su-Fr 07:30-24:00	0
1	Mo-Sa 11:00-14:00,17:00-21:00; Su,PH 17:00-21:00	0
1	Tu-Th 14:00-20:00; Fr-Su 14:00-22:00	0
1	9 to 8	4
1	Mo-Fr 11:30-14:00,17:00-23:15; Sa 17:00-22:45; Su 11:30-22:45	0
1	M-F 8-17	4
1	Mo-Th 10:30-22:00; Fr,Sa 10:30-23:00; Su 12:00-22:00	0
1	Mo-Sa 08:00-16:30; Th 08:00-18:00	0
1	Mo-Sa 11:00-14:00,17:00-24:00; Su 12:00-22:00	0
1	Apr-May Sa-Su 10:00-19:00; Jun-Sep Mo-Fr 12:00-20:00; Sa,Su 10:00-20:00	0
1	Mo-Fr 6:30-17:00; Sa 9:00-13:00; Su 00:00-00:00	0
1	Mo 00:00-00:00; Tu-Th 10:00-23:00; Fr,Sa 10:00-24:00; Su 11:00-22:00	0
1	Mo-Fr 0530-1500; Sa 0700-1500; Su 0800-1300	2
1	Mo-Sa 09:00-23:00; Su 00:00-00:00	0
1	Mo-Fr 11:00-13:30, Sa-Su 00:00-00:00	0
1	Mo-Fr 11:00-14:30; Th 18:00-21:00; Sa-Su 00:00-00:00	0
1	Mo-Fr 11:00-14:00, Sa-Su 00:00-00:00	0
1	Su-Th 07:00-23:00, Fr 07:00-24:00, Sa 07:00-01:00	0
1	10 HS- 24 HS	4
1	Su-Th 10:00-22:00; Fr-Sa 10:00-23:00	0
1	Su-We 17:00-21:00; Th-Sa 17:00-21:30	0
1	Mo-Sa 10:45-20:00; Su 12:00-20:00	0
1	Mo-Tu 07:00-23:00; We-Fr 07:00-24:00; Sa 08:00-24:00; Su 09:00-23:00	0
1	18:00-00:00	1
1	18:00-23:30	1
1	We-Su 17:00-22:00; Fr 11:40-13:30,17:00-22:00	0
1	Mo-Sa 07:00-22:00; Su 08:00-21:00	0
1	11:00-00:30	1
1	14:30-22:00	1
1	Mo-Th 10:30-20:00; Fr 10:30-21:00; Sa 11:00-18:00; Su 12:00-18:00	0
1	Mo-Fr 9:30-21:00; Sa 10:00-18:00; Su 12:00-18:00	0
1	Mo-Th 07:00-15:00; Fr 07:00-13:00	0
1	09:00-16:00	1
1	Mo-Th 10:30-21:00; Fr-Sa 11:00-00:00; Su 11:00-21:00	0
1	Mo-Su 13-20	2
1	Mo-Th 06:30-23:30; Fr 06:30-01:00; Sa 08:00-01:00; So 08:00-22:00	0
1	Mo-Fr 11:00-22:00, Sa,Su,Ph 12:00-22:00	0
1	Mo-Fr 11:30-21:00; Sa 12:00-21:00; Su 16:00-21:00	0
1	11  to 10 	4
1	Mo-Fr 10:30-21:30 	0
1	11:00-22:30; Fr,Sa 11:00-23:00	0
1	Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa 17:00-22:00; PH 00:00-00:00	0
1	Su-TH: 6-2  Fr-Sa: 6-4	2
1	Mo-Fr 10:00-18:00; Sa,Su 10:30-17:00	0
1	Mo-Fr 11:00-21:00; Sa 11:00-22:00; Su 12:00-20:00	0
1	Mo-Sa 3-10	2
1	Mo 16:30-21:00; Tu-Th 11:00-14:00, 16:30-21:00; Fr 11:00-21:00; Sa 11:00-21:00; Su 16:30-21:00	0
1	Mo-Su 07:00-17:00	0
1	Mo-Tu 10:00-22:00;We-Th 10:00-23:00;Fr 10:00-01:00;Sa 11:00-01:00;Su 11:00-21:00	0
1	Su: 7-12; Mo-SaTurday: 6-12	2
1	Su-Th: 10:30-10; Fr-SaTurday: 10:30-11	2
1	10:30 -10:00 	4
1	08:00-12:00,13:00-21:00	1
1	Su 17:00-21:30,Mo 17:00-21:30,We 17:00-21:30, Th 17:00-22:00, Fr-Sa 17:00-22:30	0
1	Apr-Oct Mo-Su 10:00-14:30, 16:30-21:00	0
1	Mo-Fr 08:30-20:00; Sa 08:30-15:00; Su 09:30-15:00	0
1	sometimes	4
1	Mo-Sa 11:30-14:30,16:30-22:30	0
1	opening_hours=Mo-Fr 11:00-19:00	0
1	opening_hours=Mo-Sa 11:45-14:45, 19:30-23:30; Su 19:30-23:30	0
1	Mo-Fr 08:00-24:00; Sa 00:00-04:00, 09:00-24:00; Su 00:00-04:00, 10:00-24:00	0
1	Mo-Sa 10:00-20:30; Su,PH 11:00-20:30	0
1	Su-Th 08:00-20:00; Fr-Sa 08:00-22:00	0
1	Mo-Fr 6:30-18:30; Sa 8:00-17:00; Su 00:00-00:00	0
1	Mo-Fr 11:30-14:00, 18:00-22:00; Sa 17:00-22:00; Su,PH 12:00-22:00	0
1	Su-Mo 12:00-19:00; Tu-We 11:00-19:00; Th 11:00-21:00; Fr-Sa 11:00-19:00	0
1	Mo-Fr 15:00-23:00; Sa 14:00-23:00; Su 14:00-22:00	0
1	Mo-Sa 11:00-22:00; Su 11:30-22:00	0
1	Mo 10:30-15:00; Tu-Th 10:30-19:30; Fr-Sa 10:30-20:00; Su 12:00-19:00	0
1	Su-Th 09:00-23:00;Fr-Sa 09:00-06:00	0
1	Tu-Fr 11:00-14:00	0
1	Mo-Tu 07:00-01:00;We-Th 07:00-05:00;Fr 07:00-06:00;Sa 08:00-06:00;Su 08:00-01:00	0
1	Mo-Th 07:00-04:00;Fr 07:00-06:00;Sa 06:00-06:00;Su 06:00-04:00	0
1	Mo-Fr 06:30-19:00; Sa 06:30-13:00; Su 08:00-12:00	0
1	Mo-Sa 12:00-23:00; Su 17:00-22:00	0
1	Mo-Sa 09:30-21:30; Su 12:00-21:00	0
1	Mo-Sa 10:00-02:00; Su,PH 12:00-02:00	0
1	2015-03-16	4
1	Mo-Fr 11:30-23:00; Sa,Su 12:00-23:00	0
1	Mo-Fr 10:30-22:00; Sa 10:30-23:30; Su 11:00-22:00	0
1	Todos os dias atÃƒÂ© as 23hs: Domingos fechado:	4
1	Su-Th 17:00-22:00; Fr-Sa 17:00-23:00	0
1	Mo-Fr 08:30-17:00; Sa 08:30-14:00; PH 00:00-00:00	0
1	Mo-Th 06:00-23:00; Fr-Sa 06:00-24:00; Su,PH 08:00-23:00	0
1	Mo-Th 10:00-20:30; Fr-Sa 10:00-21:00; Su 10:00-20:30; PH 09:00-20:00	0
1	Mo-Sa 09:30-20:00; Su, PH 00:00-00:00	0
1	Mo 11:30-15:00,17:00-23:00; We-Su 11:30-15:00,17:00-23:00	0
1	Mo-Fr 11:30-23:00; Sa-Su 13:00-23:00	0
1	Mo-We 10:00-22:00; Th,Fr 10:00-23:00; Sa 10:00-01:00; Su 12:00-22:00	0
1	Mo-Fr 07:30-24:00; Sa-Su 08:00-24:00	0
1	Mo-Fr 10:00-16:00;Sa 11:00-16:00;Su 00:00-00:00	0
1	Tu-Fr 11:00-14:00,18:00-21:00; Sa 11:00-15:00; Su 2nd,4Th 11:00-15:00; Mo 00:00-00:00; Su 1st,3rd,5Th 00:00-00:00 ;	0
1	Mo-Fr 09:00-24:00;Sa 00:00-02:00 09:00-24:00;Su 00:00-02:00 10:00-23:00	0
1	Mo-Th 10:00-23:00;Fr-Sa 10:00-24:00;Su 10:00-23:00	0
1	Mo-Fr 11:00-15:00, 17:00-22:00; Sa-Su 11:00-22:00	0
1	Mo-Fr 07:00-21:00;Sa-Su 08:00-21:00	0
1	Su-Tu 08:00-01:00, Fr-Sa 08:00-02:00	0
1	Mo 12:00-14:00,17:15-23:00; Tu-We 00:00-00:00; Th-Sa 12:00-14:00,17:30-23:00; Su 17:30-22:45	0
1	Mo-Fr 11:30-14:00,16:45-21:30; Sa 11:30-21:00; Su 00:00-00:00	0
1	Mo 00:00-00:00; Tu-Th 17:30-23:30; Fr-Sa 17:30-24:00; Su 18:00-23:00	0
1	Mo-Fr 11:00-22:00;Sa 12:00-22:00;Su 15:00-22:00	0
1	Mo-Fr 11:00-20:30;Sa 12:00-20:00;Su 00:00-00:00	0
1	Mo-We 00:00-02:00,10:00-24:00; Th,Fr 00:00-03:00,10:00-24:00; Sa,Su 00:00-05:00,10:00-24:00	0
1	Mo-We 11:00-22:00; Th 12:00-22:00; Fr-Su 11:00-22:30	0
1	We-Fr 08:00-13:00;Sa-Su 09:00-13:00	0
1	Mo-Th 10:00-22:00; Fr,Sa 10:00-04:00; Su 11:00-22:00	0
1	Mo-Sa 11:30-23:00; PH 12:00-22:00; Su 12:00-22:00	0
1	Mo-Fr 09:00-24:00; Sa 00:00-02:00,09:00-24:00; Su 00:00-05:00,09:00-24:00	0
1	Mo-Fr 11:00-21:00;Sa 12:00-20:00;Su 11:00-20:00	0
1	Mo-Sa 11:00-15:00, 17:00-0:30; Su 12:00-0:30	0
1	Mo-Th 16:00-22:00; Su 16:00-22:00; Fr-Sa 16:00-06:00	0
1	Mo-Th 11:30-22:00; Su 14:00-22:00; Fr-Sa 11:30-05:00	0
1	Mo-Th 11:00-22:30;Fr-Sa 11:00-23:30;Su 11:00-22:00	0
1	Mo-Fr 10:00-21:00; Sa 11:00-21:00; Su 12:00-21:00	0
1	Mo-Fr 11:00-21:00;Sa-Su 16:00-21:00	0
1	Mo-Th 11:00-23:00;Fr 11:00-24:00;Sa 0:00-1:00, 18:00-24:00;Su 0:00-1:00	0
1	Mo-Fr 10:00-14:00, 17:00-21:00; Sa 17:00-21:00; Su 00:00-00:00	0
1	Mo-Fr 12:00-14:30,17:00-23:00; Sa 16:30-23:00	0
1	Mo-Sa 12:00-15:00,18:00-22:00	0
1	Mo-Sa 11:00-02:00	0
1	Mo-Th 07:00-01:00; Fr-Sa 07:00-03:00; Su, Ph 09:00-01:00	0
1	Mo-Fr 17:00-22:45; Sa 16:00-23:00; Su 14:00-23:00	0
1	Mo-Fr 11:00-22:00, Sa 11:00-00:00, Su 12:00-22:00	0
1	Mo-Fr 11:30-21:00; Sa-Su 11:00-21:00	0
1	Mo-Fr 6:30-21:30; Sa-Su 7:20-21:00	2
1	Mo-Sa 09:00-22:00; Su 12:00-20:00	0
1	Mo-Th 07:00-24:00; Fr 07:00-05:00; Sa 08:00-24:00; Su 09:00-24:00	0
1	Mo-Fr 05:00-17:00; Sa-Su 06:00-16:00	0
1	Mo-Th 06:00-00:00; Fr 06:00-01:00; Sa 07:00-01:00; Su 08:00-00:00	0
1	Mo-Sa 10:00-23:00; Su 17:00-23:00	0
1	Mo-Sa 10:30-22:00; Su 13:00-22:00; PH 13:00-22:00	0
1	Mo-Th 10:00-21:30; Fr 10:00-22:00; Sa 09:00-22:00; Su 12:00-21:30	0
1	Mo-Fr 10:30-13:00; 17:00-22:30; Sa-Su 17:00-22:30	0
1	Mo-Fr 08:00-18:00; Sa 08:00-14:00	0
1	Mo-Fr 11:00-15:00,17:30-22:00,11:00-22:00	0
1	Mo-Fr 09:30-21:00; Sa, Su, Ph 10:00-21:00	0
1	Mo-Fr 11:00-21:00, Sa-Su 11:00-20:00	0
1	Mo-Th 08:00-01:00; Fr-Sa 08:00-04:00; Su 08:00-01:00	0
1		4
1	Mo-We,Fr 11:00-22:00; Th 11:30-22:00; Sa 15:00-22:00; Su 12:00-22:00	0
1	Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa 11:00-22:00; Su 12:00-22:00	0
1	Mo-Su 11:00-24:00;Sa,Su 00:00-01:00	0
1	6 to 3	4
1	Mo-Sa 10:00-20:00; Su 11:30-17:00	0
1	Mo 11:00-24:00; Tu-Fr 00:00-01:00,11:00-24:00; Sa 00:00-03:00,11:00-24:00; Su 00:00-03:00,12:00-24:00	0
1	Mo-Fr 08:30-18:30, Sa 08:00-16:00	0
1	Mo-Fr 06:30-22:00; Sa-Su 11:00-22:00	0
1	Mo-Fr 07:00-22:00; Sa-Su 09:00-22:00	0
1	Mo-Fr 10:30-21:00;Sa 10:30-16:00	0
1	Mo-Fr 11:30-24:00; Sa,Su,PH 13:00-24:00	0
1	Mo-Sa 10:30-20:30; Su 12:00-20:30	0
1	Mo-Fr 10:00-20:00; Sa 10:00-19:00; Su 12:00-19:00	0
1	Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 12:00-20:00	0
1	Mo-Sa 07:00-22:30; Su,PH 07:00-22:00	0
1	Mo-Su 12:00-15:45, 19:30-23:30	0
1	Mo-Fr 07:00-00:00; Mo-Th 00:00-01:00; Fr 00:00-02:00; Sa,Su 00:00-24:00	0
1	Mo-Fr 09:30-20:00; Sa 10:00-15:00	0
1	Mo-Fr 10:00-18:00; Sa 09:30-15:00	0
1	Mo-Fr 11:00-14:00,16:30-22:30; Sa 15:00-22:30; Su 13:00-22:30	0
1	May-Sep 09:00-19:00	4
1	Mo-Th 11:00-2:00; Fr 11:00-20:00; Sa 11:00-16:00	0
1	Mo-Fr 9:00-18:00; Sa 9:30-12:30	2
1	Mo-Sa 09:30-20:00; Su 12:00-18:00	0
1	Mo-Sa 10:00-23:00; Su 12:00-22:00; PH 12:00-22:00	0
1	Mo-Th 7:45-22:00; Fr 7:45-22:30; Sa 8:30-22:30; Su 8:45-21:30	2
1	Mo-Fr 07:30-22:00; Sa 08:30-21:00; Su 09:00-20:30	0
1	May-Oct: 09:30-19:30; Nov-Apr: 11:00-17:00	4
1	Tu-Th 11:00-22:30; Fr-Sa 11:00-23:30; Su 14:00-21:30	0
1	Tu-Su, PH 11:00-22:00	0
1	Mo-Sa 14:00-24:00; Su, PH 11:00-24:00	0
1	Mo-We 11:00-20:00; Th 11:00-22:00; Fr,Sa 11:00-21:00; Su 12:00-21:00	0
1	Mo-Fr 10:00-19:00;Sa-Su 11:00-17:00	0
1	Mo-Sa 08:00-24:00-23:59;Su, PH 09:30-24:00-23:59	0
1	Mo-Sa 08:00-24:00; Su,PH 09:30-24:00	0
1	Mo-Fr 11:00-23:00; Sa-Su 12:00-22:00	0
1	Mo-Sa 11:00-22:45	0
1	Mo-Th 11:00-13:30, 17:00-23:00; Fr-Sa 11:00-13:30, 17:00-24:00; Su 16:00-22:30	0
1	Mo-Th 09:00-23:00, Fr 09:00-04:00, Sa 10:00-04:00, Su 10:00-23:00	0
1	Mo-Fr 11:00-22:00; Sa-Su 11:00-22:00	0
1	Mo-Fr 11:30-13:30; Sa-Su 11:00-23:00	0
1	Mo-Fr 10:30-20:00; Sa-Su 12:00-20:00	0
1	Mo-Fr 07:00-18:00, Sa 07:30-12:00, Su 07:30-11:30	0
1	Mo-Fr 07:00-18:00; Sa 07:00-16:00	0
1	Tu-Fr 11:00-14:30; 17:00-22:30;Sa 16:00-22:30;Su 12:00-22:00	0
1	Su 00:00-00:00; Mo-Sa,PH 11:00-20:00	0
1	Su-Th 6:00-23:00, Fr,Sa 6:00-01:00	2
1	Mo-Sa 16:00-22:00; Su 17:30-22:00	0
1	Mo-Th 10:45-23:00; Fr-Sa 10:45-23:45; Su 11:45-23:00	0
1	Mo-Su 16:00-24:00	0
1	Mo-We 11:30-24:00; Th 11:30-02:00; Fr-Sa 11:30-04:00; Su 11:30-01:00	0
1	Mo-Th 11:00-24:00; Fr-Sa 11:00-03:30; Su 12:00-24:00	0
1	Mo-Th 10:30-21:00; Fr                     10:30-22:00; Sa 12:00-22:00; Su 12:00-21:00	0
1	11:00-22:00; Mo 00:00-00:00	0
1	Mo-Th 05:30-23:00;Fr 05:00-24:00;Sa 07:00-24:00;Su 07:00-23:00	0
1	Mo-Su 09:00-22:00	0
1	Tu-Su 11:00-15:00,17:00-22:30	0
1	Mo-Sa 09:30-22:00; Su 14:30-22:00; PH 14:30-22:00	0
1	Mo-Su 16:15-21:45	0
1	Mo-We 11:30-15:00,17:30-22:30; Th,Fr 11:30-15:00,17:30-23:00; Sa 12:00-23:00; Su 12:45-21:00	0
1	Mo-Fr 12:00-17:00, 18:00-22:30;Sa 12:00-23:00;Su 12:00-22:30	0
1	Mo-Fr 10:00-21:30;Sa-Su 12:00-21:30	0
1	Mo-Th 11:00-20:00;Fr 11:00-21:00;Sa 12:00-20:00;Su 00:00-00:00	0
1	Mo-Th 10:30-23:00;Fr 10:30-01:00;Sa 11:00-04:00;Su 11:00-21:00	0
1	Mo 10:30-21:00;Tu-Fr 10:30-22:00;Sa-Su 12:00-22:00	0
1	Mo-Fr 10:00-22:00; Sa,Su,PH 09:00-22:30	0
1	Mo-Sa 12:00-22:00; Su 14:00-22:00	0
1	Mo-Th 00:00-01:00,08:00-24:00; Fr,Sa 00:00-03:00,08:00-24:00; Su 00:00-01:00,09:00-24:00	0
1	Mo-Su 11:00-14:00; Mo-Su 17:00-22:30	0
1		4
1	Mo-Fr 08:00-24:00; Sa 00:00-01:00,08:00-24:00; Su 00:00-01:00,10:00-24:00	0
1	Mo-Su 11:00-15:00,18:00-23:00; Tu 11:00-15:00	0
1	Mo-Fr 11:30-21:00;Sa-Su, PH 17:00-21:00	0
1	Mo-Th 11:30-13:30; Fr 11:30-24:00; Sa 00:00-01:00,11:30-24:00; Su 00:00-01:00,11:30-13:30	0
1	Mo-Th 11:30-22:30; Fr-Sa 11:30-23:00; Su 16:30-22:00	0
1	Mo-Fr 10:00-16:00;Sa-Su 00:00-00:00	0
1	Mo-Fr 10:30-20:00, Su 12:00-20:00	0
1	Mo-Sa 09:30-19:00; Su 11:00-17:00	0
1	Mo-Su 06:00-24:00; Fr,Sa 00:00-01:00,06:00-24:00	0
1	Mo-Sa 10:30-14:45,16:30-22:30; Su 16:30-23:00	0
1	Mo-Sa 09:00-15:00,18:00-21:00	0
1	Mo-Sa 10:45-22:00; Su 12:30-22:00	0
1	Mo-Fr 17:00-22:45; Sa 16:00-22:45; Su 12:00-22:45	0
1	Mo 17:00-23:00; Tu-Fr 11:00-14:00,17:00-23:00; Sa 12:00-23:00; Su 12:00-24:00	0
1	Mo 07:00-22:00;Tu-Th 09:00-22:00;Fr-Sa 09:30-04:00;Su 11:00-22:00	0
1	Mo-Fr 12:00-15:00,18:00-23:00; Su 18:00-23:00; Sa 00:00-00:00	0
1	We 11:30-14:00,17:00-22:30; Th-Fr 11:30-14:00,17:00-23:00; Sa 17:00-23:00; Su 17:00-22:00	0
1	Mo-Th 07:00-18:00; Fr 07:00-17:00; Sa-Su 00:00-00:00	0
1	Mo,Tu-Su 11:00-14:30,18:00-22:30	0
1	Su-Th 9:00-24:00; Fr-Sa 9:00-1:00	2
1	Mo-Fr 08:30-19:00; Sa 10:00-17:00	0
1	Mo-Fr 11:30-22:00; Su 14:00-22:00	0
1	Mo-Fr 11:00-22:00;Sa,Su 12:00-22:00	0
1	Mo-Th 11:30-24:00; Fr-Sa 11:30-23:59; Su 12:00-23:59	0
1	Su-Th 6:00-24:00; Fr-Sa 6:00-1:00	2
1	Mo-Th, Su 11:00-21:30; Fr-Sa 11:00-5:00; PH 00:00-00:00	0
1	Mo-Th 10:00-00:00; Fr-Sa 10:00-02:00; Su 10:00-00:00	0
1	Mo-Fr 11:30-14:00,16:30-22:30; Sa,Su,PH 13:00-22:30; Dec 24,Dec 31 00:00-00:00	0
1	wd 10:00-01:00; Sa 08:00-02:00; Su,PH 10:00-01:00	0
1	Mo-Fr 10:30-21:00;Sa-Su 12:00-21:00	0
1	Mo-Fr 00:00-03:00,07:00-24:00; Sa,Su 00:00-24:00	0
1	Tu-Sa 11:45-14:00,16:00-21:00	0
1	Mo-Sa 09:30-23:00	0
1	Mo-Sa 10:00-21:00; Su 11:00-22:00	0
1	We 11:00-13:30	0
1	Mo-Th 06:15-24:00; Fr-Sa 06:15-05:00; Su 06:15-24:00	0
1	Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 00:00-05:00,11:00-24:00; Su 00:00-05:00	0
1	Mo-Th 06:30-00:00; Fr-Su 00:00-00:00	0
1	Mo-Su 11:00-14:30,17:00-22:00	0
1	Sobota, nedÃ„â€ºle, svÃƒÂ¡tky: 9:00-20:00	4
1	Mo-We 10:00-23:00; Th-Sa 10:00-03:00; Su 12:00-23:00	0
1	Mo-Sa 09:00-23:00;Su 12:00-23:00	0
1	Su-Th 08:00-02:00; Fr-Sa 00:00-24:00	0
1	Tu-Fr 12:00-20:00; Sa,Su 15:00-22:00	0
1	Mo-Sa 9:00-21:00; Su 11:00-21:00	0
1	Mo-Tu 09:00-20:00; We 09:00-24:00; Th-Fr 00:00-04:00,09:00-24:00; Sa 00:00-05:00,10:00-24:00; Su 00:00-06:00,10:00-24:00	0
1	Mo-Fr 08:30-22:00; Sa,Su,PH 11:00-22:00	0
1	Mo-We 09:30-19:00; Th,Fr 09:30-20:00; Sa 09:30-18:00	0
1	Mo-Sa 16:00-22:00;Su 10:00-22:00	0
1	May- Oct 11:30-20:30	4
1	Mo-Th 11:00-01:00; Fr-Sa 11:00-05:00; Su 12:00-01:00	0
1	Mo-Fr 05:30-13:00; Sa 04:00-10:00	0
1	Mo-Sa 10:00-13:45, 17:00-22:45; Su 11:00-22:45	0
1	Mo-Fr 08:30-15:00, 18:00-23:00, Sa-Su 00:00-00:00	0
1	Mo-Fr 12:00-23:00; Sa-Su 13:30-23:00	0
1	5:00-27:00	4
1	Su-Th 10:00-24:00;Fr-Sa 10:00-03:00	0
1	Mo-Fr 11:30-22:30, Su 12:00-22:00	0
1	Mo-Th 16:00-02:00, Fr-Sa 16:00-04:00, Su 16:00-02:00	0
1	0-4;11-24	3
1	Mo-Fr 16:00-22:00;Sa 12:00-22:00;Su 00:00-00:00	0
1	Mo-Fr 08:30-24:00; Sa, Su, PH 10:00-24:00,	0
1	Mo-Fr 09:00-23:00; Sa, Su, PH 10:00-23:00	0
1	Mo-Th 17:15-23:00; Fr-Sa 17:15-23:30	0
1	Mo-Th 16:30-23:30; Fr-Su 16:30-24:00	0
1	Mo-Th 16:00-22:30; Fr, Sa 12:00-1:30; Su 12:00-23:30	0
1	Su-Fr 10:00-23:00; Sa 09:00-23:00; Jul-Aug: Su-Th 09:30-23:00; Fr 09:30-24:00; Sa 09:00-24:00	0
1	Mo-Th 11:30-22:30; Fr-Su 11:30-23:00	0
1	Mo-Th 10:00-22:00; Fr,Sa 10:00-04:30; Su 16:00-22:00	0
1	Su-Th 16:00-22:00; Fr-Sa 12:00-22:00	0
1	Mo-Th 16:00-22:30; Fr-Sa 16:00-23:00; Su 16:00-22:00	0
1	Mo-Th 11:00-03:00, Fr-Sa 11:00-06:00	0
