http://linkedgeodata.org/ontology/Restaurant
"n_sp"	"ratio_n_sp_stot"	"p"
2106	0.011025081274638	"http://linkedgeodata.org/ontology/level"
2021	0.010580099361844	"http://linkedgeodata.org/ontology/contact%3Aphone"
1856	0.00971631094289	"http://linkedgeodata.org/ontology/addr%3Ahousename"
1816	0.009506907689811	"http://linkedgeodata.org/ontology/branch"
1749	0.009156157240903	"http://linkedgeodata.org/ontology/building%3Alevels"
1720	0.00900433988242	"http://linkedgeodata.org/ontology/outdoor_seating"
1582	0.008281898659296	"http://linkedgeodata.org/ontology/source%3Adate"
1475	0.007721744957308	"http://linkedgeodata.org/ontology/addr%3Afull"
1420	0.007433815484324	"http://linkedgeodata.org/ontology/note"
1253	0.006559556902716	"http://linkedgeodata.org/ontology/createdBy"

