?n	?predicate
3	<http://linkedgeodata.org/ontology/television>
3	<http://linkedgeodata.org/ontology/tents>
3	<http://linkedgeodata.org/ontology/uic_name>
3	<http://linkedgeodata.org/ontology/uic_ref>
3	<http://linkedgeodata.org/ontology/vat_ref>
3	<http://linkedgeodata.org/ontology/was%3Aname>
3	<http://linkedgeodata.org/ontology/was%3Ashop>
3	<http://linkedgeodata.org/ontology/water_price_%E2%82%AC>
3	<http://linkedgeodata.org/ontology/web>
3	<http://linkedgeodata.org/ontology/website%3Amenu>
3	<http://linkedgeodata.org/ontology/website%3Aoperator>
3	<http://linkedgeodata.org/ontology/wifi%3Aoperator>
3	<http://linkedgeodata.org/ontology/working_hours>
2	<http://linkedgeodata.org/ontology/%E0%B8%A3%E0%B8%B2%E0%B8%84%E0%B8%B2>
2	<http://linkedgeodata.org/ontology/%E0%B9%82%E0%B8%97%E0%B8%A3>
2	<http://linkedgeodata.org/ontology/%E3%83%88%E3%82%A4%E3%83%AC%E9%9A%9C%E5%AE%B3%E8%80%85%E7%94%A8>
2	<http://linkedgeodata.org/ontology/%E9%9A%9C%E5%AE%B3%E8%80%85%E7%94%A8%E9%A7%90%E8%BB%8A%E5%A0%B4>
2	<http://linkedgeodata.org/ontology/->
2	<http://linkedgeodata.org/ontology/3dr%3Atype>
2	<http://linkedgeodata.org/ontology/AlpinRes_ID>
2	<http://linkedgeodata.org/ontology/BLfD%3Acriteria>
2	<http://linkedgeodata.org/ontology/Bewertung>
2	<http://linkedgeodata.org/ontology/Direcci%C3%B3n>
2	<http://linkedgeodata.org/ontology/FID>
2	<http://linkedgeodata.org/ontology/Food%20quality>
2	<http://linkedgeodata.org/ontology/Hours>
2	<http://linkedgeodata.org/ontology/KSJ2%3AADS>
2	<http://linkedgeodata.org/ontology/KSJ2%3AAdminArea>
2	<http://linkedgeodata.org/ontology/NOTE>
2	<http://linkedgeodata.org/ontology/Name>
2	<http://linkedgeodata.org/ontology/Price>
2	<http://linkedgeodata.org/ontology/RATP%3ATCO_LIBELL>
2	<http://linkedgeodata.org/ontology/RATP%3AX_GEOCODAG>
2	<http://linkedgeodata.org/ontology/RATP%3AY_GEOCODAG>
2	<http://linkedgeodata.org/ontology/Restaurant>
2	<http://linkedgeodata.org/ontology/WLAN>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Adate>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Aid>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Alayer>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Apostcode%3Aid>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Apostcode%3Alayer>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Abuilding%3AID>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Abuilding%3Adate>
2	<http://linkedgeodata.org/ontology/WroclawGIS%3Abuilding%3Alayer>
2	<http://linkedgeodata.org/ontology/_description_>
2	<http://linkedgeodata.org/ontology/_nume_>
2	<http://linkedgeodata.org/ontology/abandoned%3Aamenity>
2	<http://linkedgeodata.org/ontology/accuracy>
2	<http://linkedgeodata.org/ontology/addr%3Abuilding>
2	<http://linkedgeodata.org/ontology/addr%3Achecked>
2	<http://linkedgeodata.org/ontology/addr%3Acity%3Aga>
2	<http://linkedgeodata.org/ontology/addr%3Acity%3Alld>
2	<http://linkedgeodata.org/ontology/addr%3Ahamlet%3Alld>
2	<http://linkedgeodata.org/ontology/addr%3Alocal>
2	<http://linkedgeodata.org/ontology/addr%3Anote>
2	<http://linkedgeodata.org/ontology/addr%3Aparentstreet>
2	<http://linkedgeodata.org/ontology/addr%3Apostcode%3Anote>
2	<http://linkedgeodata.org/ontology/addr%3Aref%3AINSEE>
2	<http://linkedgeodata.org/ontology/addr%3Astreet%3Alld>
2	<http://linkedgeodata.org/ontology/addr%3Astreet2>
2	<http://linkedgeodata.org/ontology/addr.source%3Acity>
2	<http://linkedgeodata.org/ontology/addr.source%3Astreet>
2	<http://linkedgeodata.org/ontology/affiliation>
2	<http://linkedgeodata.org/ontology/alcool>
2	<http://linkedgeodata.org/ontology/all_you_can_eat%3Atype>
2	<http://linkedgeodata.org/ontology/amenity%3Acuisine>
2	<http://linkedgeodata.org/ontology/amenity%3Ade>
2	<http://linkedgeodata.org/ontology/apartments>
2	<http://linkedgeodata.org/ontology/backrest>
2	<http://linkedgeodata.org/ontology/bathroom>
2	<http://linkedgeodata.org/ontology/bbg%3Astpostdir>
2	<http://linkedgeodata.org/ontology/bedundbike>
2	<http://linkedgeodata.org/ontology/beergarden>
2	<http://linkedgeodata.org/ontology/beergarten>
2	<http://linkedgeodata.org/ontology/bicycle_parking>
2	<http://linkedgeodata.org/ontology/blind>
2	<http://linkedgeodata.org/ontology/blind%3Awebsite%3Ade>
2	<http://linkedgeodata.org/ontology/book_url>
2	<http://linkedgeodata.org/ontology/bowling>
2	<http://linkedgeodata.org/ontology/breakfast>
2	<http://linkedgeodata.org/ontology/brewery%3Aalt>
2	<http://linkedgeodata.org/ontology/brewery%3Aschwarzbier>
2	<http://linkedgeodata.org/ontology/building%20function%2Ffungsi%20bangunan>
2	<http://linkedgeodata.org/ontology/building%20structure%2Fstruktur%20bangunan>
2	<http://linkedgeodata.org/ontology/building%3Aairconditioning>
2	<http://linkedgeodata.org/ontology/building%3Aapartments>
2	<http://linkedgeodata.org/ontology/building%3Acolor>
2	<http://linkedgeodata.org/ontology/building%3Acondition>
2	<http://linkedgeodata.org/ontology/building%3Afireproof>
2	<http://linkedgeodata.org/ontology/building%3Alevels%3Aaboveground>
2	<http://linkedgeodata.org/ontology/building%3Aroof%3Acolour>
2	<http://linkedgeodata.org/ontology/building%3Asmoking_allowed>
2	<http://linkedgeodata.org/ontology/building%3Ause%3Aresidential>
2	<http://linkedgeodata.org/ontology/bus>
2	<http://linkedgeodata.org/ontology/byo>
2	<http://linkedgeodata.org/ontology/byob>
2	<http://linkedgeodata.org/ontology/call>
2	<http://linkedgeodata.org/ontology/can>
2	<http://linkedgeodata.org/ontology/capacity%3Arestaurant>
2	<http://linkedgeodata.org/ontology/caravans>
2	<http://linkedgeodata.org/ontology/carryout>
2	<http://linkedgeodata.org/ontology/cn_tud%3Atoken>
2	<http://linkedgeodata.org/ontology/comment%3Afr>
2	<http://linkedgeodata.org/ontology/community_centre>
2	<http://linkedgeodata.org/ontology/community_centre%3Aaccess>
2	<http://linkedgeodata.org/ontology/construction_year>
2	<http://linkedgeodata.org/ontology/contact%3Acellphone>
2	<http://linkedgeodata.org/ontology/contact%3Amobile2>
2	<http://linkedgeodata.org/ontology/contact%3Aurl>
2	<http://linkedgeodata.org/ontology/contact%3Awebcam>
2	<http://linkedgeodata.org/ontology/cosine>
2	<http://linkedgeodata.org/ontology/cousins>
2	<http://linkedgeodata.org/ontology/credit>
2	<http://linkedgeodata.org/ontology/crossing>
2	<http://linkedgeodata.org/ontology/cuisine%3Acrepe>
2	<http://linkedgeodata.org/ontology/cuisine%3Aes>
2	<http://linkedgeodata.org/ontology/cuisine%3Anote>
2	<http://linkedgeodata.org/ontology/cuisine%3Aorganic>
2	<http://linkedgeodata.org/ontology/cusin>
2	<http://linkedgeodata.org/ontology/cusine>
2	<http://linkedgeodata.org/ontology/day_on>
2	<http://linkedgeodata.org/ontology/dcgis%3Acapturedate>
2	<http://linkedgeodata.org/ontology/dcgis%3Apubdate>
2	<http://linkedgeodata.org/ontology/description%3Apl>
2	<http://linkedgeodata.org/ontology/description%3Aru>
2	<http://linkedgeodata.org/ontology/description%3Awheelchair>
2	<http://linkedgeodata.org/ontology/description%3Awheelchair%3Ade>
2	<http://linkedgeodata.org/ontology/description%3Awheelchair%3Aen>
2	<http://linkedgeodata.org/ontology/dgfip_type>
2	<http://linkedgeodata.org/ontology/diet%3Afruitarian>
2	<http://linkedgeodata.org/ontology/diet%3Amacrobiotic>
2	<http://linkedgeodata.org/ontology/diet%3Aovo_vegetarian>
2	<http://linkedgeodata.org/ontology/discontinued>
2	<http://linkedgeodata.org/ontology/disused%3Aopening_hours>
2	<http://linkedgeodata.org/ontology/disused%3Ashop>
2	<http://linkedgeodata.org/ontology/dnt%3Aclassification>
2	<http://linkedgeodata.org/ontology/dnt%3Aiid>
2	<http://linkedgeodata.org/ontology/drink>
2	<http://linkedgeodata.org/ontology/drink%3Apremium-cola>
2	<http://linkedgeodata.org/ontology/drinking_water>
2	<http://linkedgeodata.org/ontology/e-cigarette>
2	<http://linkedgeodata.org/ontology/easting>
2	<http://linkedgeodata.org/ontology/extra>
2	<http://linkedgeodata.org/ontology/feature>
2	<http://linkedgeodata.org/ontology/female>
2	<http://linkedgeodata.org/ontology/fireplace>
2	<http://linkedgeodata.org/ontology/fixme%3Ade>
2	<http://linkedgeodata.org/ontology/ft_link>
2	<http://linkedgeodata.org/ontology/fuel>
2	<http://linkedgeodata.org/ontology/fuel:diesel>
2	<http://linkedgeodata.org/ontology/fuel:octane_95>
2	<http://linkedgeodata.org/ontology/generator%3Amethod>
2	<http://linkedgeodata.org/ontology/geo>
2	<http://linkedgeodata.org/ontology/gis_pin>
2	<http://linkedgeodata.org/ontology/heating>
2	<http://linkedgeodata.org/ontology/holiday_appartment>
2	<http://linkedgeodata.org/ontology/house_number>
2	<http://linkedgeodata.org/ontology/image%3Aurl>
2	<http://linkedgeodata.org/ontology/image2>
2	<http://linkedgeodata.org/ontology/image_4>
2	<http://linkedgeodata.org/ontology/importance%3Atourism>
2	<http://linkedgeodata.org/ontology/ine%3Amunicipio>
2	<http://linkedgeodata.org/ontology/internet_access%3Aname>
2	<http://linkedgeodata.org/ontology/internet_access%3Anote>
2	<http://linkedgeodata.org/ontology/internet_access%3Aurl>
2	<http://linkedgeodata.org/ontology/internet_access%3Awired%3Aguests>
2	<http://linkedgeodata.org/ontology/internet_access%3Awireless%3Acustomers>
2	<http://linkedgeodata.org/ontology/is_in%3Adistrict>
2	<http://linkedgeodata.org/ontology/is_in%3Asuburb>
2	<http://linkedgeodata.org/ontology/just-eat.ca>
2	<http://linkedgeodata.org/ontology/kismet%3Acoordinates>
2	<http://linkedgeodata.org/ontology/last_checked>
2	<http://linkedgeodata.org/ontology/last_verified>
2	<http://linkedgeodata.org/ontology/lda%3Acriteria>
2	<http://linkedgeodata.org/ontology/licensed>
2	<http://linkedgeodata.org/ontology/life_cycle>
2	<http://linkedgeodata.org/ontology/link%3Agoogle_plus>
2	<http://linkedgeodata.org/ontology/link%3Aqype>
2	<http://linkedgeodata.org/ontology/link%3Ayelp>
2	<http://linkedgeodata.org/ontology/local_ref>
2	<http://linkedgeodata.org/ontology/male>
2	<http://linkedgeodata.org/ontology/manager>
2	<http://linkedgeodata.org/ontology/mappingdc%3Agid>
2	<http://linkedgeodata.org/ontology/min_clothing>
2	<http://linkedgeodata.org/ontology/month_off>
2	<http://linkedgeodata.org/ontology/month_on>
2	<http://linkedgeodata.org/ontology/motorcycle>
2	<http://linkedgeodata.org/ontology/nam>
2	<http://linkedgeodata.org/ontology/nama>
2	<http://linkedgeodata.org/ontology/name%3Aazafady>
2	<http://linkedgeodata.org/ontology/name%3Abn>
2	<http://linkedgeodata.org/ontology/name%3Aformer>
2	<http://linkedgeodata.org/ontology/name%3Afull>
2	<http://linkedgeodata.org/ontology/name%3Aht>
2	<http://linkedgeodata.org/ontology/name%3Ako_rm_2>
2	<http://linkedgeodata.org/ontology/name%3Alld>
2	<http://linkedgeodata.org/ontology/name%3Aprefix>
2	<http://linkedgeodata.org/ontology/name%3Awrong>
2	<http://linkedgeodata.org/ontology/name1>
2	<http://linkedgeodata.org/ontology/name_4>
2	<http://linkedgeodata.org/ontology/name_int>
2	<http://linkedgeodata.org/ontology/name_loc>
2	<http://linkedgeodata.org/ontology/nationality>
2	<http://linkedgeodata.org/ontology/northing>
2	<http://linkedgeodata.org/ontology/not%3Anccod%3Alp%3Aname>
2	<http://linkedgeodata.org/ontology/nudism>
2	<http://linkedgeodata.org/ontology/number%20of%20levels%2Fjumlah%20tingkat>
2	<http://linkedgeodata.org/ontology/old%3Aamenity>
2	<http://linkedgeodata.org/ontology/old_name%3A1>
2	<http://linkedgeodata.org/ontology/old_name%3A2>
2	<http://linkedgeodata.org/ontology/old_name%3Aen>
2	<http://linkedgeodata.org/ontology/old_name_1>
2	<http://linkedgeodata.org/ontology/old_ref>
2	<http://linkedgeodata.org/ontology/old_website>
2	<http://linkedgeodata.org/ontology/opening%3Ahours>
2	<http://linkedgeodata.org/ontology/opening_hours%3Abar>
2	<http://linkedgeodata.org/ontology/opening_hours%3Ade>
2	<http://linkedgeodata.org/ontology/opening_hours%3Adescription>
2	<http://linkedgeodata.org/ontology/opening_hours%3Aes>
2	<http://linkedgeodata.org/ontology/operator%3Awikidata>
2	<http://linkedgeodata.org/ontology/outside_dining>
2	<http://linkedgeodata.org/ontology/overnight_stay>
2	<http://linkedgeodata.org/ontology/owen>
2	<http://linkedgeodata.org/ontology/pay_tv>
2	<http://linkedgeodata.org/ontology/payment%3Aamericanexpress>
2	<http://linkedgeodata.org/ontology/payment%3Acards>
2	<http://linkedgeodata.org/ontology/payment%3Acoinkite>
2	<http://linkedgeodata.org/ontology/payment%3Acontactless>
2	<http://linkedgeodata.org/ontology/payment%3Adiscover>
2	<http://linkedgeodata.org/ontology/payment%3Adogecoin>
2	<http://linkedgeodata.org/ontology/payment%3Alounasseteli>
2	<http://linkedgeodata.org/ontology/payment%3Alunchpass>
2	<http://linkedgeodata.org/ontology/payment%3Avisa_debit>
2	<http://linkedgeodata.org/ontology/payment%3Avisa_electron>
2	<http://linkedgeodata.org/ontology/pets>
2	<http://linkedgeodata.org/ontology/phone%3A1>
2	<http://linkedgeodata.org/ontology/phone%3Aalt>
2	<http://linkedgeodata.org/ontology/phone%3Afr>
2	<http://linkedgeodata.org/ontology/phone%3Apt>
2	<http://linkedgeodata.org/ontology/phone_2>
2	<http://linkedgeodata.org/ontology/phone_number>
2	<http://linkedgeodata.org/ontology/photo%3Apanorama>
2	<http://linkedgeodata.org/ontology/place%3Alocality>
2	<http://linkedgeodata.org/ontology/playground>
2	<http://linkedgeodata.org/ontology/posh>
2	<http://linkedgeodata.org/ontology/price%20rangs>
2	<http://linkedgeodata.org/ontology/price%3Adouble_room_per_person>
2	<http://linkedgeodata.org/ontology/price%3Asingle_room_per_person>
2	<http://linkedgeodata.org/ontology/price_class>
2	<http://linkedgeodata.org/ontology/project%3Acosmhastm>
2	<http://linkedgeodata.org/ontology/railway%3Ahistoric>
2	<http://linkedgeodata.org/ontology/recycling:batteries>
2	<http://linkedgeodata.org/ontology/ref%3AFR%3AFANTOIR>
2	<http://linkedgeodata.org/ontology/ref%3AFR%3AINSEE>
2	<http://linkedgeodata.org/ontology/ref%3AFR%3ARATP%3ADEA_CODE>
2	<http://linkedgeodata.org/ontology/ref%3AFR%3Afantoir>
2	<http://linkedgeodata.org/ontology/ref%3AUID>
2	<http://linkedgeodata.org/ontology/ref%3Ab%C3%BCren>
2	<http://linkedgeodata.org/ontology/ref%3Afn>
2	<http://linkedgeodata.org/ontology/ref%3Alda>
2	<http://linkedgeodata.org/ontology/ref_name>
2	<http://linkedgeodata.org/ontology/rest>
2	<http://linkedgeodata.org/ontology/rooms%3Abath_shower_toilet>
2	<http://linkedgeodata.org/ontology/rooms%3Avault>
2	<http://linkedgeodata.org/ontology/seamark%3Asmall_craft_facility%3A2%3Acategory>
2	<http://linkedgeodata.org/ontology/seasonable>
2	<http://linkedgeodata.org/ontology/sell%3Atobacco>
2	<http://linkedgeodata.org/ontology/service%3Akitchen>
2	<http://linkedgeodata.org/ontology/service_times%3Akitchen>
2	<http://linkedgeodata.org/ontology/ship>
2	<http://linkedgeodata.org/ontology/sidewalk>
2	<http://linkedgeodata.org/ontology/since>
2	<http://linkedgeodata.org/ontology/social%3Aoccupied>
2	<http://linkedgeodata.org/ontology/social_facility>
2	<http://linkedgeodata.org/ontology/sou>
2	<http://linkedgeodata.org/ontology/source%3A3D>
2	<http://linkedgeodata.org/ontology/source%3Aaddress>
2	<http://linkedgeodata.org/ontology/source%3Abuilding%3Alevels>
2	<http://linkedgeodata.org/ontology/source%3Acapacity>
2	<http://linkedgeodata.org/ontology/source%3Anote>
2	<http://linkedgeodata.org/ontology/source%3Atracer>
2	<http://linkedgeodata.org/ontology/source%3Azoomlevel>
2	<http://linkedgeodata.org/ontology/source_ref%3Aname>
2	<http://linkedgeodata.org/ontology/step_count>
2	<http://linkedgeodata.org/ontology/street_address>
2	<http://linkedgeodata.org/ontology/street_name>
2	<http://linkedgeodata.org/ontology/structure%20operationel>
2	<http://linkedgeodata.org/ontology/style>
2	<http://linkedgeodata.org/ontology/subcity>
2	<http://linkedgeodata.org/ontology/suorce>
2	<http://linkedgeodata.org/ontology/surveillance%3Atype>
2	<http://linkedgeodata.org/ontology/survey>
2	<http://linkedgeodata.org/ontology/swimming_pool>
2	<http://linkedgeodata.org/ontology/takeaway%3Afood>
2	<http://linkedgeodata.org/ontology/teryt%3Asym_ul>
2	<http://linkedgeodata.org/ontology/tiger%3Acfcc>
2	<http://linkedgeodata.org/ontology/tiger%3Acounty>
2	<http://linkedgeodata.org/ontology/tiroler_wirtshaus>
2	<http://linkedgeodata.org/ontology/toilets%3Afemale>
2	<http://linkedgeodata.org/ontology/toilets%3Amale>
2	<http://linkedgeodata.org/ontology/toll_collect>
2	<http://linkedgeodata.org/ontology/turn%3Adestination%3Atraffic_sign>
2	<http://linkedgeodata.org/ontology/tv>
2	<http://linkedgeodata.org/ontology/type%20of%20roof%2Fjenis%20atap>
2	<http://linkedgeodata.org/ontology/type%3Ait>
2	<http://linkedgeodata.org/ontology/un>
2	<http://linkedgeodata.org/ontology/vatin>
2	<http://linkedgeodata.org/ontology/wall%20type%2Fjenis%20dinding>
2	<http://linkedgeodata.org/ontology/was%3Aamenity>
2	<http://linkedgeodata.org/ontology/water%20resources%2Fsumber%20air%20bersih>
2	<http://linkedgeodata.org/ontology/website%3Abranch>
2	<http://linkedgeodata.org/ontology/website%3Acs>
2	<http://linkedgeodata.org/ontology/website%3Ade>
2	<http://linkedgeodata.org/ontology/website%3Avlaanderen-vakantieland>
2	<http://linkedgeodata.org/ontology/weddings>
2	<http://linkedgeodata.org/ontology/wheelchair%3Anote>
2	<http://linkedgeodata.org/ontology/whirlpool>
2	<http://linkedgeodata.org/ontology/wifi%3Apassword>
2	<http://linkedgeodata.org/ontology/wikipedia%3Abrand>
2	<http://linkedgeodata.org/ontology/wikipedia%3Aoperator>
1	<http://linkedgeodata.org/ontology/%25kml%3Aguid>
1	<http://linkedgeodata.org/ontology/%5Brating%5D>
1	<http://linkedgeodata.org/ontology/%7Fname%3Aen>
1	<http://linkedgeodata.org/ontology/%C3%89tterem>
1	<http://linkedgeodata.org/ontology/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%A0%E0%B8%97>
1	<http://linkedgeodata.org/ontology/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3>
1	<http://linkedgeodata.org/ontology/%E0%B8%AA%E0%B8%B3%E0%B8%AD%E0%B8%B3%E0%B8%AA>
1	<http://linkedgeodata.org/ontology/%E6%95%B7%E5%9C%B0%E5%86%85%E9%80%9A%E8%B7%AF>
1	<http://linkedgeodata.org/ontology/%E7%B6%B2%E5%9D%80>
1	<http://linkedgeodata.org/ontology/%E9%A7%90%E8%BB%8A%E5%A0%B4>
1	<http://linkedgeodata.org/ontology/%EC%A3%BC%EC%86%8C>
1	<http://linkedgeodata.org/ontology/24%20hours>
1	<http://linkedgeodata.org/ontology/24h>
1	<http://linkedgeodata.org/ontology/ALt_name>
1	<http://linkedgeodata.org/ontology/AND_nosr_p>
1	<http://linkedgeodata.org/ontology/Accepts>
1	<http://linkedgeodata.org/ontology/Accepts%20Credit%20Cards>
1	<http://linkedgeodata.org/ontology/Apple>
1	<http://linkedgeodata.org/ontology/Art>
1	<http://linkedgeodata.org/ontology/Asian>
1	<http://linkedgeodata.org/ontology/BAR-RESTAURANTE>
1	<http://linkedgeodata.org/ontology/BMO%3ATYPE>
1	<http://linkedgeodata.org/ontology/Bebida>
1	<http://linkedgeodata.org/ontology/Bereich>
1	<http://linkedgeodata.org/ontology/Besonderes>
1	<http://linkedgeodata.org/ontology/Biergarten>
1	<http://linkedgeodata.org/ontology/Blog>
1	<http://linkedgeodata.org/ontology/CATEGORY_1>
1	<http://linkedgeodata.org/ontology/CHECKME>
1	<http://linkedgeodata.org/ontology/CIF>
1	<http://linkedgeodata.org/ontology/Catering>
1	<http://linkedgeodata.org/ontology/Comment>
1	<http://linkedgeodata.org/ontology/Comments>
1	<http://linkedgeodata.org/ontology/Courriel>
1	<http://linkedgeodata.org/ontology/Diaper>
1	<http://linkedgeodata.org/ontology/Disco>
1	<http://linkedgeodata.org/ontology/Discreption>
1	<http://linkedgeodata.org/ontology/Drinks>
1	<http://linkedgeodata.org/ontology/DriveID>
1	<http://linkedgeodata.org/ontology/EASTING>
1	<http://linkedgeodata.org/ontology/EBIDAT_ID>
1	<http://linkedgeodata.org/ontology/Einrichtung>
1	<http://linkedgeodata.org/ontology/FIXME2>
1	<http://linkedgeodata.org/ontology/FIxme>
1	<http://linkedgeodata.org/ontology/Food%20and%20Drink>
1	<http://linkedgeodata.org/ontology/Gastronomie>
1	<http://linkedgeodata.org/ontology/HEIGHT>
1	<http://linkedgeodata.org/ontology/HOUSE_NUMB>
1	<http://linkedgeodata.org/ontology/HappyCow%20review>
1	<http://linkedgeodata.org/ontology/Hotel>
1	<http://linkedgeodata.org/ontology/Hotspot>
1	<http://linkedgeodata.org/ontology/HouseName>
1	<http://linkedgeodata.org/ontology/IOM%3Aproject>
1	<http://linkedgeodata.org/ontology/IT%3Aiva>
1	<http://linkedgeodata.org/ontology/Info>
1	<http://linkedgeodata.org/ontology/Inhaber>
1	<http://linkedgeodata.org/ontology/KvK>
1	<http://linkedgeodata.org/ontology/LMI>
1	<http://linkedgeodata.org/ontology/LOCATION_A>
1	<http://linkedgeodata.org/ontology/Le%20Daguin>
1	<http://linkedgeodata.org/ontology/Location>
1	<http://linkedgeodata.org/ontology/MOFAMERE>
1	<http://linkedgeodata.org/ontology/Malaysian>
1	<http://linkedgeodata.org/ontology/Mobile>
1	<http://linkedgeodata.org/ontology/NFC%3ABEARING>
1	<http://linkedgeodata.org/ontology/NFC%3AUID>
1	<http://linkedgeodata.org/ontology/NORTHING>
1	<http://linkedgeodata.org/ontology/OBS>
1	<http://linkedgeodata.org/ontology/Open>
1	<http://linkedgeodata.org/ontology/POI_ID>
1	<http://linkedgeodata.org/ontology/POI_NAME>
1	<http://linkedgeodata.org/ontology/POI_PICTUR>
1	<http://linkedgeodata.org/ontology/POI_PICT_1>
1	<http://linkedgeodata.org/ontology/POSTCODE>
1	<http://linkedgeodata.org/ontology/Phone%20>
1	<http://linkedgeodata.org/ontology/Postcode>
1	<http://linkedgeodata.org/ontology/Publico>
1	<http://linkedgeodata.org/ontology/Review>
1	<http://linkedgeodata.org/ontology/Ristorante>
1	<http://linkedgeodata.org/ontology/STREET_NAM>
1	<http://linkedgeodata.org/ontology/Sol%20%26%20Mar>
1	<http://linkedgeodata.org/ontology/South_Africa>
1	<http://linkedgeodata.org/ontology/Sp%C3%A9cialit%C3%A9>
1	<http://linkedgeodata.org/ontology/Specialties>
1	<http://linkedgeodata.org/ontology/Suite>
1	<http://linkedgeodata.org/ontology/TIME>
1	<http://linkedgeodata.org/ontology/TODO>
1	<http://linkedgeodata.org/ontology/TV>
1	<http://linkedgeodata.org/ontology/Tel>
1	<http://linkedgeodata.org/ontology/Tel%3A>
1	<http://linkedgeodata.org/ontology/TienenTartadeChocolate>
1	<http://linkedgeodata.org/ontology/Tyoe>
1	<http://linkedgeodata.org/ontology/Url%3AMerimee>
1	<http://linkedgeodata.org/ontology/Verband>
1	<http://linkedgeodata.org/ontology/Wi-Fi>
1	<http://linkedgeodata.org/ontology/Wikidata>
1	<http://linkedgeodata.org/ontology/_ID_>
1	<http://linkedgeodata.org/ontology/_comment_>
1	<http://linkedgeodata.org/ontology/aanbod>
1	<http://linkedgeodata.org/ontology/abadoned%3Abuilding>
1	<http://linkedgeodata.org/ontology/abandoned%3Abuilding>
1	<http://linkedgeodata.org/ontology/accessibility>
1	<http://linkedgeodata.org/ontology/accessories>
1	<http://linkedgeodata.org/ontology/accor_ticket_restaurant>
1	<http://linkedgeodata.org/ontology/add>
1	<http://linkedgeodata.org/ontology/add%3Aplace>
1	<http://linkedgeodata.org/ontology/add_on_restaurant>
1	<http://linkedgeodata.org/ontology/addr%3Aalt_housenumber>
1	<http://linkedgeodata.org/ontology/addr%3Aalt_street>
1	<http://linkedgeodata.org/ontology/addr%3Aalternatenumber>
1	<http://linkedgeodata.org/ontology/addr%3Acity%3Asource>
1	<http://linkedgeodata.org/ontology/addr%3Acity_1>
1	<http://linkedgeodata.org/ontology/addr%3Acountry_1>
1	<http://linkedgeodata.org/ontology/addr%3Ahousename%3Aen>
1	<http://linkedgeodata.org/ontology/addr%3Ahousenumber2>
1	<http://linkedgeodata.org/ontology/addr%3Ain>
1	<http://linkedgeodata.org/ontology/addr%3Alane>
1	<http://linkedgeodata.org/ontology/addr%3Aname>
1	<http://linkedgeodata.org/ontology/addr%3Anisza>
1	<http://linkedgeodata.org/ontology/addr%3Anostreet>
1	<http://linkedgeodata.org/ontology/addr%3Aold_housenumber>
1	<http://linkedgeodata.org/ontology/addr%3Apaloaltoca_id>
1	<http://linkedgeodata.org/ontology/addr%3Apobox%3Acity>
1	<http://linkedgeodata.org/ontology/addr%3Apobox%3Apostcode>
1	<http://linkedgeodata.org/ontology/addr%3Apostal_district>
1	<http://linkedgeodata.org/ontology/addr%3Apostdistrict>
1	<http://linkedgeodata.org/ontology/addr%3Ashop>
1	<http://linkedgeodata.org/ontology/addr%3Astreet%3Aes>
1	<http://linkedgeodata.org/ontology/addr%3Astreet%3Ahy>
1	<http://linkedgeodata.org/ontology/addr%3Astreet_old>
1	<http://linkedgeodata.org/ontology/addr%3Asubdivision>
1	<http://linkedgeodata.org/ontology/addr%3Awereda>
1	<http://linkedgeodata.org/ontology/addr%3Aworeda>
1	<http://linkedgeodata.org/ontology/addr%3Azipcode>
1	<http://linkedgeodata.org/ontology/addr1%3Ahousenumber>
1	<http://linkedgeodata.org/ontology/addr1%3Astreet>
1	<http://linkedgeodata.org/ontology/admin_level>
1	<http://linkedgeodata.org/ontology/adress>
1	<http://linkedgeodata.org/ontology/aed%3Anote>
1	<http://linkedgeodata.org/ontology/aed%3Anote%3Ade>
1	<http://linkedgeodata.org/ontology/agriturism>
1	<http://linkedgeodata.org/ontology/agriturisme>
1	<http://linkedgeodata.org/ontology/agrotourism>
1	<http://linkedgeodata.org/ontology/airconditioned>
1	<http://linkedgeodata.org/ontology/al_refresco>
1	<http://linkedgeodata.org/ontology/alcohol%20drink>
1	<http://linkedgeodata.org/ontology/ale>
1	<http://linkedgeodata.org/ontology/also>
1	<http://linkedgeodata.org/ontology/alt>
1	<http://linkedgeodata.org/ontology/alt%3Aaddr%3Apostcode>
1	<http://linkedgeodata.org/ontology/alt%3Aaddr%3Astreet>
1	<http://linkedgeodata.org/ontology/alt%3Aname>
1	<http://linkedgeodata.org/ontology/alt_mobile>
1	<http://linkedgeodata.org/ontology/alt_name%3Ade>
1	<http://linkedgeodata.org/ontology/alt_name%3Apl>
1	<http://linkedgeodata.org/ontology/alt_name%3Ask>
1	<http://linkedgeodata.org/ontology/alt_name_2>
1	<http://linkedgeodata.org/ontology/amen>
