"n_sp"	"ratio_n_sp_stot"
47978	0.092432652164783
"n_spGrp"	"ratio_n_spGrp_stot"	"ratio_n_spGrp_sp"	"o"
1	0.000001926563262	0.000020842886323	"Mo-Fr 12:00-17:00; Sa 10:00-23:00; Su 09:00-17:00, We off"
1	0.000001926563262	0.000020842886323	"Mo-Th 16:30-24:00;Fr-Sa 16:30-24:00;Su 15:30-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Su 12:00-14:00,19:30-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 17:00-24:00; Sa 16:00-24:00; Su 11:00-14:00,16:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-14:30,17:30-23:00; We off"
1	0.000001926563262	0.000020842886323	"Su-Thu 11:30-23:00, Fri-Sat 11:30-24:00"
1	0.000001926563262	0.000020842886323	"Sa 15:30-20:00; Su 11:00-14:30; Th-Fr 17:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Su 07:00-22:00; Th off"
1	0.000001926563262	0.000020842886323	"Mo-Sa 10:30-21:00; Su 11:00-15:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr,Su 11:00-14:00; Mo-Sa 17:00-22:30"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-14:30,17:30-23:00; Su,PH 12:30-22:00; Tu off"
1	0.000001926563262	0.000020842886323	"Su-Sa Lunch;Fr,Sa Dinner"
1	0.000001926563262	0.000020842886323	"We-Sa 17:30-22:20; Su 13:00-22:00"
1	0.000001926563262	0.000020842886323	"Su-Th 08:00-24:00;Fr-Sa 08:00-02:00"
1	0.000001926563262	0.000020842886323	"Tu-Su 12:00-15:00,19:00-23:00; Mo 19:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo off; Tu-Th 11:00-14:00,17:00-22:00; Fr 17:00-22:00; Sa,Su,PH 11:00-14:00,17:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo off; Tu-Sa 11:30-14:30, 17:30-22:00; Su 11:30-15:30"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:30-14:30, 17:00-23:30; Sa 16:30-23:30; Su, PH 11:30-23:30"
1	0.000001926563262	0.000020842886323	"Jan-Jun,Sep-Dec Mo-Su 09:00-15:00,17:00-20:00; Fr 09:00-15:00; Sa off; Jul-Aug Mo-Su 09:00-15:00,17:00-23:00; Fr 09:00-15:00; Sa off"
1	0.000001926563262	0.000020842886323	"Th-Su 21:00-04:00"
1	0.000001926563262	0.000020842886323	"Tu-Sa -25:30; Su,Mo -22:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-01:00; Sa-Su,PH 10:00-01:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr 11:30-24:00; Sa 00:00-02:00, 15:00-24:00; Su 00:00-02:00, 15:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo 16:00+, Tu-SU 10:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-19:00;Sa 11:00-18:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 09:00-02:00; Fr-Sa 10:00-06:00; Su 09:00-02:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-23:00; Fr 11:00-00:00; Sa 11:30-00:00; Su 11:30-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 08:30-01:00; Fr-Sa 08:30-02:00; Su 09:30-01:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 10:30-13:00,17:00-21:15; Fr 10:30-13:00,17:00-22:15; Sa 16:00-21:15"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:00-14:00,18:00-23:00;Su 17:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-14:00,18:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo, We-Sa 17:00+; Su 11:00-14:00,17:00+"
1	0.000001926563262	0.000020842886323	"Mo-Fr 09:30-18:00; Th 09:30-18:30; Sa 09:00-16:30"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:30-14:00; 17:00-22:30; Sa 17:00-22:30"
1	0.000001926563262	0.000020842886323	"Mo-Sa 08:00-14:30,17:30-22:30"
1	0.000001926563262	0.000020842886323	"Mo-Sa 17:00-22:00; Su off"
1	0.000001926563262	0.000020842886323	"Mo-Fr 06:15-20:00; Sa-Su off"
1	0.000001926563262	0.000020842886323	"Mo-Fr 10:00-19:00; Sa 10:00-15:00"
1	0.000001926563262	0.000020842886323	"Mo-Su 7:00-14:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 7:00-19:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr 08:00-17:00; Sa 07:00-17:00; Su 07:00-15:00"
1	0.000001926563262	0.000020842886323	"Su-Sa 07:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 07:00-19:00; Sa-Su 09:00-16:00"
1	0.000001926563262	0.000020842886323	"Tu-Sa 10:00-15:00,19:00-24:00; Su 10:00-15:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 07:00-22:00; Su 08:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 17:00-24:00;Su 11:30-24:00"
1	0.000001926563262	0.000020842886323	"Tu,Th-Su 09:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo,We-Fr 17:00-23:00; Su 11:30-23:00; Tu off"
1	0.000001926563262	0.000020842886323	"Tu-Fr 11:00-23:00; Sa,Su 09:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-21:00;Fr 11:00-22:00;Sa 12:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:15-14:00; Fr 11:15-13:30"
1	0.000001926563262	0.000020842886323	"Mo-Sa 10:00-02:00; Su 10:00-01:00"
1	0.000001926563262	0.000020842886323	"Tu-Sa 11:30-14:00, 17:30-22:00; Su 11:30-14:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 13:00-23:00; Su 13:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 08:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:30-15:00,17:00-24:00; Fr 11:30-15:00,17:00-01:00; Sa 17:00-01:00; Su 11:30-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Tu, Th-Sa 17:00+; Su 12:00+"
1	0.000001926563262	0.000020842886323	"Mo-Fr 09:30-17:00; Sa-Su 11:00-17:00"
1	0.000001926563262	0.000020842886323	"We-Fr,Su 11:30-14:00,18:00+; Mo,Sa 18:00+; Tu off"
1	0.000001926563262	0.000020842886323	"Mo-Tu 07:00-15:00; We-Su 07:00-21:00"
1	0.000001926563262	0.000020842886323	"Mo 11:00-14:30; Tu-Fr 11:00-14:30,17:00-22:00;Sa 14:00-22:00;Su 14:00-21:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 16:00-23:00; Su 12:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 17:00-23:00; Su off || ""nach Vereinbarung"""
1	0.000001926563262	0.000020842886323	"Mo-Th 17:00-23:00;Fr 17:00-01:00;Sa-Su 16:00-01:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:30-14:30, 17:30-23:30;Su,PH 11:30-23:30"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:45-15:00,17:45-23:00"
1	0.000001926563262	0.000020842886323	"Sa-Su 11:30-24:00; Mo-Fr 17:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-14:00,17:30-22:00; Sa,Su 17:30-22:00"
1	0.000001926563262	0.000020842886323	"We 12:00-15:00; Su 12:00-16:30"
1	0.000001926563262	0.000020842886323	"Tu-Su 11:30-14:30,17:30-24:00; Mo off"
1	0.000001926563262	0.000020842886323	"Tu-Th 11:00-23:30; Fr-Sa 11:00-01:00; Su 09:00-23:30; Mo off"
1	0.000001926563262	0.000020842886323	"Sa 17:30-22:00; Su 11:30-14:00, 17:30-22:00"
1	0.000001926563262	0.000020842886323	"12:00-14:30; 17:30+"
1	0.000001926563262	0.000020842886323	"Su-Tu 11:00-0:00; We-Th 11:00-1:00; Fr-Su 11:00-15:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 10:45-21:05;Su 11:00-21:05"
1	0.000001926563262	0.000020842886323	"Mo,Tu off; We,Th,Su 11:00-20:00; Fr,Sa 11:00+"
1	0.000001926563262	0.000020842886323	"Mo-Su 13:00-22:00; We off"
1	0.000001926563262	0.000020842886323	"We-Sa 14:00-23:00; Su 10:00+"
1	0.000001926563262	0.000020842886323	"Mo-Su 08:00-24:00;Fr 08:00-15:00;Sa 18:00-24:00"
1	0.000001926563262	0.000020842886323	"Tu-Su 11:00-14:45; Tu-Su 17:30-22:30; Mo off"
1	0.000001926563262	0.000020842886323	"Mo-Fr 12:00-14:30, 18:00-23:00; Su 18:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 12:00-24:00; Sa 09:00-24:00; Su 09:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo 09:00-16:00; Tu-Th 09:00-22:00; Fr,Sa 09:00-24:00; Su 09:00-15:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 10:00-15:00, 18:00-22:00; Sa-Su off"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:00-15:00, 17:00-23:00; Su 11:00-15:00, 17:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-22:00;Fr 11:00-23:00;Sa 13:00-24:00;Su 13:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 12:00-15:00,17:00-23:00; Su 11:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 12:00-14:30,18:00-23:30"
1	0.000001926563262	0.000020842886323	"Mo-We 11:30-22:00;Th-Fr 11:30-22:30;Sa 12:00-22:20;Su 16:00-21:00"
1	0.000001926563262	0.000020842886323	"Mo-Su 11:45-14:15,18:00-23:15; Tu off; We off; Fr,Sa 11:45-14:15,18:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 08:30-01:00; Su 17:00-01:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-22:00; Fr-Sa 11:00-01:00;"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-15:00,17:30-23:00;Su 17:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 1:00-22:00;Fr-Sa 11:00-23:00;Su 11:00-22:00"
1	0.000001926563262	0.000020842886323	"13:30-16:30; 21:00-00:30"
1	0.000001926563262	0.000020842886323	"We-Su 11:00-14:00,17:30-21:30"
1	0.000001926563262	0.000020842886323	"Mo-Tu 11:00-00:00; We-Sa 11:00-05:00; Su 11:00-00:00"
1	0.000001926563262	0.000020842886323	"Mo-Su 12:30-23:00; We off"
1	0.000001926563262	0.000020842886323	"Mo-Fr 19:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 12:00-21:30"
1	0.000001926563262	0.000020842886323	"9:00-03:00"
1	0.000001926563262	0.000020842886323	"Sa-Su 09:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-01:00; Sa-Su 17:00-01:00; PH 17:00-01:00"
1	0.000001926563262	0.000020842886323	"Su-Th 11:00-14:30,17:30-22:30; Fr,Sa 11:00-14:30,17:30-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 17:30-00:00; Su,PH 12:00-14:00,17:30-00:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr,Su 12:00-15:00,18:00-23:00;Sa 17:00-23:00"
1	0.000001926563262	0.000020842886323	"""on appointment, at least 10 guests"""
1	0.000001926563262	0.000020842886323	"Su-Th 13:00-15:30,19:00-23:00; Fr-Sa 13:00-15:30,19:00-23:30"
1	0.000001926563262	0.000020842886323	"Mo-Th 19:00-23:00; We off; Fr-Su 13:00-15:30,19:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:30-14:30,17:30-23:30; Sa 17:30-23:30; Su 11:30-14:30,17:30-23:30"
1	0.000001926563262	0.000020842886323	"Mo, We, Th, Fr 10:00-24:00; Sa, Su 10:00-22:00"
1	0.000001926563262	0.000020842886323	"Mar 20-May 01 Mo-Sa 17:00+; Mar 20-May 01 Tu off; Mar 20-May 01 Su 15:00+; Jul 16-Oct 05 Mo-Sa 17:00+; Jul 16-Oct 05 Tu off; Jul 16-Oct 05 Su 15:00+"
1	0.000001926563262	0.000020842886323	"Mo, Th-Fr 17:30-23:00; Sa-Su 11:30-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 12:00-22:00,12:00-16:00,17:30-21:30; Sa 12:00-18:00,12:00-17:00"
1	0.000001926563262	0.000020842886323	"Mo-Tu 10:00-16:00; Th-Su 10:00-16:00"
1	0.000001926563262	0.000020842886323	"Mo-su 10:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-We 07:30-19:30;Th-Fr 07:30-20:00;Sa 07:30-18:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-14:00,17:00-23:00;Sa 15:00-23:00;Su,PH 12:00-23:00"
1	0.000001926563262	0.000020842886323	"11:30-14:30,17:30-22:00; Mo off"
1	0.000001926563262	0.000020842886323	"Tu-Sa 16:30"
1	0.000001926563262	0.000020842886323	"Mo-We 11:00-14:00,16:30-21:30; Th-Sa 11:00-14:00,16:30-24:00; Su 11:00-14:00,16:30-21:00"
1	0.000001926563262	0.000020842886323	"Mo-We 17:00-21:00; Th-Sa 17:00-02:00"
1	0.000001926563262	0.000020842886323	"May-Sep Mo-Su 11:30-22:00;Oct-Dec, Feb-Apr We-Su 11:30-22:00"
1	0.000001926563262	0.000020842886323	"Tu-Sa 11:00-14:00;Su 11:00-14:00,17:00-22:00"
1	0.000001926563262	0.000020842886323	"Apr-Oct: Mo 12:00-21:00, Tu-Fr 10:00-21:00, Sa-Su 10:00-18:00 ""last order Mo,Fr 18:00, Tu-Th 20:00"""
1	0.000001926563262	0.000020842886323	"Mo-Fr 10:00-22:00; Sa,Su 10:30-22:00"
1	0.000001926563262	0.000020842886323	"PH"
1	0.000001926563262	0.000020842886323	"Tu-Su 11:20-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-14:30,18:00-23:00; Su 17:00-22:00"
1	0.000001926563262	0.000020842886323	"Tu-Th 19:30-02:00; Fr-Sa 19:30-04:00"
1	0.000001926563262	0.000020842886323	"Th 17:00-22:00; Fr 14:00-24:00; Sa 11:00-24:00; Su 11:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Th,Sa 11:00-22:00; Su 14:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 16:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-23:00;Fr 11:00-24:00;Sa 17:00-24:00;Su 17:00-22:00"
1	0.000001926563262	0.000020842886323	"Th-Su 10:00-23:00;Mo-We off"
1	0.000001926563262	0.000020842886323	"Mo 19:15-21:30; Tu-Sa 12:15-13:30,19:15-21:30; Su 12:15-13:30"
1	0.000001926563262	0.000020842886323	"Tu-Fr 14:00-24:00;Sa-Su 10:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 07:00-22:00; Su 08:00-14:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 12:00-14:00,17:30-24:00; Su 12:00-24:00"
1	0.000001926563262	0.000020842886323	"We-Mo 17:00-22:00; Tu off"
1	0.000001926563262	0.000020842886323	"Mo off; Tu-Sa 09:00-14:30,17:30-23:00; Su 11:30-14:30,17:30-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Tu 11:00-24:00; We-Th 11:00-02:00; Fr-Sa 11:00-03:00; Su 11:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:30-01:00; Fr-Sa 11:30-03:00; Su 11:30-03:00"
1	0.000001926563262	0.000020842886323	"Tu 18:00-22:00; We-Su 11:30-14:00,18:00-22:00; Mo off"
1	0.000001926563262	0.000020842886323	"Tu-Th 19:00-00:00; Fr 19:00-03:00; Sa 15:00-03:00; Su 17:00-00:00; Mo off"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-14:30; Mo-Fr 17:30-23:00; Sa,Su 09:00-17:00; Sa,Su 17:30-23:00"
1	0.000001926563262	0.000020842886323	"12:00-14:30, 19:00-21:30"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-23:00; Sa 16:00-23:30; Su off"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:30-22:00;Su 13:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 06:00-23:30; Fr-Sa 06:30-00:30; Su off"
1	0.000001926563262	0.000020842886323	"Mo,We-Sa 11:00-22:00; Su,PH 09:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-20:00;Sa 12:00-18:00;Su off"
1	0.000001926563262	0.000020842886323	"Apr-Sep: Mo,We-Fr 17:00+; Apr-Sep: Sa,Su,PH 12:00+; Oct-Mar: Mo,Th-Sa 17:00+; Oct-Mar: Su,PH 12:00+; Jan,Feb off"
1	0.000001926563262	0.000020842886323	"Tu-Th 9:00-19:00; Fr 9:00-22:00; Sa 10:00-22:00; Su 10:00-19:00"
1	0.000001926563262	0.000020842886323	"Tu-Su 11:00-14:30,17:00-22:00; PH closed"
1	0.000001926563262	0.000020842886323	"Tu-Su 13:00-20:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-20:00; Sa-Su 12:00-21:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 12:00-23:00;Su 12:00-18:00"
1	0.000001926563262	0.000020842886323	"Th-Sa 12:00-14:30, 18:00-23:00; Su 12:00-22:00; ""kitchen open till 22:00"""
1	0.000001926563262	0.000020842886323	"Mo-Fr 07:00-21:00;Sa 08:00-21:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:30-23:00, Fr 11:30-01:00, Sa 14:00-01:00, Su 14:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 19:30-00:00; Fr 19:30-00:30; Sa 19:30-01:00; Su 11:00-16:30"
1	0.000001926563262	0.000020842886323	"Mo,We,Th 11:00-14:00,17:00+;Su 11:00-14:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 16:00-24:00;Sa-Su 11:00-24:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr 16:00+; Sa-Su 10:00+; Mo off"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:00-23:00; Su 15:00-23:00"
1	0.000001926563262	0.000020842886323	"11:30 - 14:30; 17:30 - 23:30"
1	0.000001926563262	0.000020842886323	"Tu-Sa 12:30-14:30;Tu-Su 19:30-22:30"
1	0.000001926563262	0.000020842886323	"Tu-Su 17:00+; Su,PH 11:00-14:00; Mo off"
1	0.000001926563262	0.000020842886323	"Tu-Fr 10:00+; Sa-Su 11:00+; Mo off"
1	0.000001926563262	0.000020842886323	"Tu-Su 11:30-14:00,17:30-20:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr 11:30-15:00,17:00-21:00; Sa,Su,PH 11:30-21:00; Mo off"
1	0.000001926563262	0.000020842886323	"Mo-Su 10:30-15:00,17:30-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Su 11:00-14:30,17:00-22:00; We 11:00-14:30; Th off"
1	0.000001926563262	0.000020842886323	"18:00-04:00"
1	0.000001926563262	0.000020842886323	"Mo-We 10:00-23:00; Th,Fr 10:00-24:00; Su 09:00-20:00"
1	0.000001926563262	0.000020842886323	"Mo-Su 12:00-16:00; Fr off; Sa off"
1	0.000001926563262	0.000020842886323	"Mo,Tu,We,Th 11:30-23:30; Fr,Sa 11:30-06:00; Sa 16:00-23:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr 11:30-14:00,18:00-23:30; Sa 18:00-23:30;Su 11:30-14:00,18:00-23:30"
1	0.000001926563262	0.000020842886323	"Mo-Th 07:30-22:00, Fr 11:00-18:00, Su 12:00-20:00"
1	0.000001926563262	0.000020842886323	"We-Fr 16:30-23:00; Sa,Su,PH 10:00-23:00"
1	0.000001926563262	0.000020842886323	"13:00-16:00; 19:00-23:00; Su. evening and Mo. closed."
1	0.000001926563262	0.000020842886323	"Mo-Sa 13:00-24:00; We off; Su 13:00-17:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 07:00-12:00; Su 08:00-17:00"
1	0.000001926563262	0.000020842886323	"Mo off;Tu-Fr 11:30-23:00;Sa 13:00-23:00;Su off"
1	0.000001926563262	0.000020842886323	"Mo-We 08:00-23:00; Th-Fr 08:00-24:00; Sa 09:00-24:00; Su 10:00-22:00"
1	0.000001926563262	0.000020842886323	"Tu-Sa 17:30-22:00; Su,PH 12:00-14:00,17:30-22:00; Mo off"
1	0.000001926563262	0.000020842886323	"Mo-Sa 12:00-23:00; Su 12:00-15:00,18:00-23:00"
1	0.000001926563262	0.000020842886323	"Tu-Su 11:00-24:00;Mo 11:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 17:00-23:30; Tu off; Su 11:00-14:30,17:00-23:30"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-15:00,17:00-22:00;Sa 12:00-15:00,17:00-22:00;PH Su off"
1	0.000001926563262	0.000020842886323	"Mo 17:30-24:00; Tu-Su 11:30-14:30,17:30-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 10:00-22:00;Sa-Su 09:00-22:00"
1	0.000001926563262	0.000020842886323	"Tu-Th 10:00-14:00; Mo-Th 17:00-02:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 9:00-19:00"
1	0.000001926563262	0.000020842886323	"12:00-15:30,17:00-21:00"
1	0.000001926563262	0.000020842886323	"10:00-24:00;Fr-Sa 10:00-05:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 07:00-22:00; Sa,Su 08:00-20:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-22:00; Fr 11:00-24:00; Sa 12:00-24:00"
1	0.000001926563262	0.000020842886323	"Tu-Sa 16:00-22:00; Su 12:00-22:00; Mo off"
1	0.000001926563262	0.000020842886323	"Mo 12:00-24:00;We-Fr 12:00-24:00; Sa-Su 10:00-24:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 09:00-22:00; Sa 09:00-18:00; Su 10:00-17:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 17:00+; Su 12:00+; Tu off"
1	0.000001926563262	0.000020842886323	"Mo-Su 16:00-20:30"
1	0.000001926563262	0.000020842886323	"Mo 17:00-23:00; Tu-Sa 11:00-23:00; Su 09:30-21:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-14:00,17:00-20:30"
1	0.000001926563262	0.000020842886323	"Mo-Fr 10:00-22:00; Sa-Su 10:00-24:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr 17:00+;Sa-Su 11:00+"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-14:30,18:00-23:30; Fr 11:00-14:30,18:00-24:00; Sa 00:00-01:00,12:00-24:00; Su 00:00-01:00"
1	0.000001926563262	0.000020842886323	"Tu-Sa 12:00-14:00,17:30-22:30"
1	0.000001926563262	0.000020842886323	"Mo-Sa 10:30-02:00; Su 10:30-01:00"
1	0.000001926563262	0.000020842886323	"Sa-Th 11:30-21:00; Fr 11:30-21:30"
1	0.000001926563262	0.000020842886323	"Su-We 10:00-22:00; Th-Sa 10:00-01:00"
1	0.000001926563262	0.000020842886323	"We-Su 13:00-22:00"
1	0.000001926563262	0.000020842886323	"Monday-Saturday: 9:30AM-8PM Sunday: 7:30AM-8PM"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-14:00,19:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 06:45-14:30"
1	0.000001926563262	0.000020842886323	"17:00-23:00; Su 10:00-16:00; Sa off"
1	0.000001926563262	0.000020842886323	"Tu-Sa 10:00-00:00, Su 09:00-16:00"
1	0.000001926563262	0.000020842886323	"May-Sep Fr,Sa 14:00+; Su,PH 11:00+"
1	0.000001926563262	0.000020842886323	"Mo-Su 12:00-15:00,19:00-0:00"
1	0.000001926563262	0.000020842886323	"Mo-Sa 12:00-14:30;Mo-Sa 19:30-23:30;Su 19:00-23:00"
1	0.000001926563262	0.000020842886323	"Tu-Fr 12:00-16:30; Sa-Su 12:00-17:00; Jan Mo-Tu off; Feb-Nov Mo-Tu off; Dec Mo off; week 7-8 Tu 12:00-17:00; Feb-Nov Sa 12:00-16:30; PH 12:00-17:00"
1	0.000001926563262	0.000020842886323	"19:30 - 01:30"
1	0.000001926563262	0.000020842886323	"Mo-Su 17:00-21:00; Fr,Sa 17:00-21:30"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:30-23:30; Sa 18:00-23:30"
1	0.000001926563262	0.000020842886323	"Tu-Sa 11:30+;Su 10:00+"
1	0.000001926563262	0.000020842886323	"Tu-Su 11:00-14:00,17:00-21:00;Mo open ""on appointment"""
1	0.000001926563262	0.000020842886323	"Mo-Sa 15:30-22:00;Su off"
1	0.000001926563262	0.000020842886323	"Mo off;Tu-We 17:00-22:00;Th-Fr 11:00-23:00;Sa 12:00-23:00;Su 12:00-22:00"
1	0.000001926563262	0.000020842886323	"Th-Sa 18:00+; Su,PH 11:15-20:00"
1	0.000001926563262	0.000020842886323	"Fr 16:00+; Sa-Su 14:00+"
1	0.000001926563262	0.000020842886323	"Mo-Th 11:00-23:00;Fr-Sa 11:00-23:30;Su 12:00-22:30"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00-12:45"
1	0.000001926563262	0.000020842886323	"Mo-Fr 08:30-22:00; Sa-Su 10:00-23:00"
1	0.000001926563262	0.000020842886323	"mo-th 11:00-22:00; fr-sa 11:00-23:00"
1	0.000001926563262	0.000020842886323	"mo-th 11:00-22:00;fr-sa 11:00-24:00;su 12:00-20:00"
1	0.000001926563262	0.000020842886323	"mo,tu,th 10:00-16:00; we 10:00-21:00; fr 10:00-02:00; sa 10:00-02:00; su off"
1	0.000001926563262	0.000020842886323	"Tu-fr 11-22:30,sa 11:30-22:30,su 11:30-15"
1	0.000001926563262	0.000020842886323	"17:00-22:30; Su 17:00-21:00"
1	0.000001926563262	0.000020842886323	"Mo-Th 14:00-22:30; Fr-Su 12:00-23:00"
1	0.000001926563262	0.000020842886323	"Su-We 17:30-22:00; Th 17:00-22:30; Fr-Sa 17:00-23:00"
1	0.000001926563262	0.000020842886323	"Tu-Th 11:30-23:00; Fr,Sa 11:30-24:00; Su 15:00-23:00"
1	0.000001926563262	0.000020842886323	"Mo-Fr 11:00+; Sa-Su 16:00+"
1	0.000001926563262	0.000020842886323	"12:00-24:00; PH off"
1	0.000001926563262	0.000020842886323	"We-Su 17-22"
1	0.000001926563262	0.000020842886323	"Tu-su 11:30-20"
1	0.000001926563262	0.000020842886323	"May-Sep: 10:00-22:00; Oct-Apr: 11:00-22:00"
1	0.000001926563262	0.000020842886323	"Su-Th 10:00-01:00; Fr-Sa 17:30+"
1	0.000001926563262	0.000020842886323	"Mo-Sa 11:30-01:00; Su 09:30-24:00"
1	0.000001926563262	0.000020842886323	"Su-Fr 12:00-23:00; Sa 17:00-23:00"
1	0.000001926563262	0.000020842886323	"We-Fr 15:00-22:00; Sa-Su 12:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo-Tu 17:00-22:00;We-Sa 17:00-24:00;Su 17:00-22:00"
1	0.000001926563262	0.000020842886323	"Mo 11:30-15:00,17:00-23:30;Tu off; We-Th 11:30-15:00,17:00-23:30;Fr-Sa 11:30-15:00,17:00-24:00;Su 11:30-15:00,17:00-23:30"
1	0.000001926563262	0.000020842886323	"Mo-Su 11:00+; We closed"
