?n_s	?subject
1	<http://linkedgeodata.org/triplify/node1054715378>
1	<http://linkedgeodata.org/triplify/node1183476264>
1	<http://linkedgeodata.org/triplify/node1234966522>
1	<http://linkedgeodata.org/triplify/node1439691743>
1	<http://linkedgeodata.org/triplify/node1439691751>
1	<http://linkedgeodata.org/triplify/node1439691774>
1	<http://linkedgeodata.org/triplify/node1439691780>
1	<http://linkedgeodata.org/triplify/node1439691781>
1	<http://linkedgeodata.org/triplify/node2002800643>
1	<http://linkedgeodata.org/triplify/node2907827077>
1	<http://linkedgeodata.org/triplify/node2907828262>
1	<http://linkedgeodata.org/triplify/node356500905>
1	<http://linkedgeodata.org/triplify/node356511669>
1	<http://linkedgeodata.org/triplify/node845377998>
1	<http://linkedgeodata.org/triplify/way10076672>
1	<http://linkedgeodata.org/triplify/way10423750>
1	<http://linkedgeodata.org/triplify/way10423751>
1	<http://linkedgeodata.org/triplify/way10423752>
1	<http://linkedgeodata.org/triplify/way10423753>
1	<http://linkedgeodata.org/triplify/way10425770>
1	<http://linkedgeodata.org/triplify/way107159029>
1	<http://linkedgeodata.org/triplify/way108855133>
1	<http://linkedgeodata.org/triplify/way110130085>
1	<http://linkedgeodata.org/triplify/way112168111>
1	<http://linkedgeodata.org/triplify/way112178096>
1	<http://linkedgeodata.org/triplify/way114308094>
1	<http://linkedgeodata.org/triplify/way114823142>
1	<http://linkedgeodata.org/triplify/way116416964>
1	<http://linkedgeodata.org/triplify/way116416970>
1	<http://linkedgeodata.org/triplify/way120233985>
1	<http://linkedgeodata.org/triplify/way122596857>
1	<http://linkedgeodata.org/triplify/way124507694>
1	<http://linkedgeodata.org/triplify/way128643605>
1	<http://linkedgeodata.org/triplify/way135661805>
1	<http://linkedgeodata.org/triplify/way140675479>
1	<http://linkedgeodata.org/triplify/way144555150>
1	<http://linkedgeodata.org/triplify/way145110133>
1	<http://linkedgeodata.org/triplify/way145358947>
1	<http://linkedgeodata.org/triplify/way152936822>
1	<http://linkedgeodata.org/triplify/way165626407>
1	<http://linkedgeodata.org/triplify/way166829273>
1	<http://linkedgeodata.org/triplify/way168821949>
1	<http://linkedgeodata.org/triplify/way169744458>
1	<http://linkedgeodata.org/triplify/way171399175>
1	<http://linkedgeodata.org/triplify/way172434698>
1	<http://linkedgeodata.org/triplify/way175639274>
1	<http://linkedgeodata.org/triplify/way184326534>
1	<http://linkedgeodata.org/triplify/way186896518>
