?n_s	?subject
1	<http://linkedgeodata.org/triplify/node1002314575>
1	<http://linkedgeodata.org/triplify/node1018438508>
1	<http://linkedgeodata.org/triplify/node1019523444>
1	<http://linkedgeodata.org/triplify/node1019523452>
1	<http://linkedgeodata.org/triplify/node1027846185>
1	<http://linkedgeodata.org/triplify/node1036516903>
1	<http://linkedgeodata.org/triplify/node1036777483>
1	<http://linkedgeodata.org/triplify/node1052553768>
1	<http://linkedgeodata.org/triplify/node1064725148>
1	<http://linkedgeodata.org/triplify/node1067115464>
1	<http://linkedgeodata.org/triplify/node1076784872>
1	<http://linkedgeodata.org/triplify/node1080466221>
1	<http://linkedgeodata.org/triplify/node1088299600>
1	<http://linkedgeodata.org/triplify/node1092245951>
1	<http://linkedgeodata.org/triplify/node1094894143>
1	<http://linkedgeodata.org/triplify/node1096163762>
1	<http://linkedgeodata.org/triplify/node1098382844>
1	<http://linkedgeodata.org/triplify/node1106067775>
1	<http://linkedgeodata.org/triplify/node1108314264>
1	<http://linkedgeodata.org/triplify/node1108607276>
1	<http://linkedgeodata.org/triplify/node1118105934>
1	<http://linkedgeodata.org/triplify/node1128017242>
1	<http://linkedgeodata.org/triplify/node1129621747>
1	<http://linkedgeodata.org/triplify/node1140291820>
1	<http://linkedgeodata.org/triplify/node1140481138>
1	<http://linkedgeodata.org/triplify/node1144518691>
1	<http://linkedgeodata.org/triplify/node1145504748>
1	<http://linkedgeodata.org/triplify/node1146883055>
1	<http://linkedgeodata.org/triplify/node1156289605>
1	<http://linkedgeodata.org/triplify/node1193726472>
1	<http://linkedgeodata.org/triplify/node119520211>
1	<http://linkedgeodata.org/triplify/node1203559113>
1	<http://linkedgeodata.org/triplify/node1208661356>
1	<http://linkedgeodata.org/triplify/node1211054552>
1	<http://linkedgeodata.org/triplify/node1216296052>
1	<http://linkedgeodata.org/triplify/node1223182721>
1	<http://linkedgeodata.org/triplify/node1223182724>
1	<http://linkedgeodata.org/triplify/node1223186950>
1	<http://linkedgeodata.org/triplify/node1225335379>
