?n_s	?subject
1	<http://linkedgeodata.org/triplify/node1001235577>
1	<http://linkedgeodata.org/triplify/node1041595201>
1	<http://linkedgeodata.org/triplify/node1042040015>
1	<http://linkedgeodata.org/triplify/node1109262884>
1	<http://linkedgeodata.org/triplify/node1872756335>
1	<http://linkedgeodata.org/triplify/node1951322058>
1	<http://linkedgeodata.org/triplify/node2360601741>
1	<http://linkedgeodata.org/triplify/node2410964867>
1	<http://linkedgeodata.org/triplify/node2418868691>
1	<http://linkedgeodata.org/triplify/node2418868708>
1	<http://linkedgeodata.org/triplify/node2418868734>
1	<http://linkedgeodata.org/triplify/node254396983>
1	<http://linkedgeodata.org/triplify/node254437450>
1	<http://linkedgeodata.org/triplify/node286084960>
1	<http://linkedgeodata.org/triplify/node294918185>
1	<http://linkedgeodata.org/triplify/node3063584033>
1	<http://linkedgeodata.org/triplify/node3323401392>
1	<http://linkedgeodata.org/triplify/node3323401882>
1	<http://linkedgeodata.org/triplify/node3323402410>
1	<http://linkedgeodata.org/triplify/node616956594>
1	<http://linkedgeodata.org/triplify/node939989786>
1	<http://linkedgeodata.org/triplify/way218581234>
1	<http://linkedgeodata.org/triplify/way230867595>
1	<http://linkedgeodata.org/triplify/way245855232>
1	<http://linkedgeodata.org/triplify/way253617085>
1	<http://linkedgeodata.org/triplify/way360317481>
1	<http://linkedgeodata.org/triplify/way92313985>
