?n	?predicate
18	<http://linkedgeodata.org/ontology/source%3Aele>
18	<http://linkedgeodata.org/ontology/todo>
18	<http://linkedgeodata.org/ontology/waste%3Adisposal>
18	<http://linkedgeodata.org/ontology/water_access%3Apaid>
17	<http://linkedgeodata.org/ontology/Title>
17	<http://linkedgeodata.org/ontology/code>
17	<http://linkedgeodata.org/ontology/family_seating>
17	<http://linkedgeodata.org/ontology/old_cuisine>
17	<http://linkedgeodata.org/ontology/restaurant%3Atype>
17	<http://linkedgeodata.org/ontology/take_out>
17	<http://linkedgeodata.org/ontology/theme>
17	<http://linkedgeodata.org/ontology/ward>
16	<http://linkedgeodata.org/ontology/addr2%3Ahousenumber>
16	<http://linkedgeodata.org/ontology/award%3AGault-Millau>
16	<http://linkedgeodata.org/ontology/checkpoint>
16	<http://linkedgeodata.org/ontology/diet%3Alactose_free>
16	<http://linkedgeodata.org/ontology/hide>
16	<http://linkedgeodata.org/ontology/origin>
16	<http://linkedgeodata.org/ontology/payment%3Ajcb>
16	<http://linkedgeodata.org/ontology/ref%3Astore_number>
16	<http://linkedgeodata.org/ontology/service>
16	<http://linkedgeodata.org/ontology/update>
16	<http://linkedgeodata.org/ontology/wlan>
15	<http://linkedgeodata.org/ontology/PFM%3Agarmin_type>
15	<http://linkedgeodata.org/ontology/Type>
15	<http://linkedgeodata.org/ontology/access%3Aroof>
15	<http://linkedgeodata.org/ontology/addr%3Astreet_direction_prefix>
15	<http://linkedgeodata.org/ontology/checkpoint%3Atype>
15	<http://linkedgeodata.org/ontology/gnis%3Areviewed>
15	<http://linkedgeodata.org/ontology/hotel>
15	<http://linkedgeodata.org/ontology/is_in%3Atown>
15	<http://linkedgeodata.org/ontology/long_name>
15	<http://linkedgeodata.org/ontology/network>
15	<http://linkedgeodata.org/ontology/typhoon%3Adamage>
15	<http://linkedgeodata.org/ontology/unit>
15	<http://linkedgeodata.org/ontology/website%3Aofficial>
14	<http://linkedgeodata.org/ontology/addr%3Aflats>
14	<http://linkedgeodata.org/ontology/amenity_2>
14	<http://linkedgeodata.org/ontology/bbg%3Astpredir>
14	<http://linkedgeodata.org/ontology/bicycle>
14	<http://linkedgeodata.org/ontology/catering>
14	<http://linkedgeodata.org/ontology/diet%3Araw>
14	<http://linkedgeodata.org/ontology/foot>
14	<http://linkedgeodata.org/ontology/is_in%3Avillage>
14	<http://linkedgeodata.org/ontology/material>
14	<http://linkedgeodata.org/ontology/note%3Acuisine>
14	<http://linkedgeodata.org/ontology/opening_hours%3Alastcheck>
14	<http://linkedgeodata.org/ontology/redwood_city_ca%3Abld_gid>
14	<http://linkedgeodata.org/ontology/rooms%3Adouble>
14	<http://linkedgeodata.org/ontology/thuwalguide_id>
14	<http://linkedgeodata.org/ontology/wheelchair%3Acommodities>
13	<http://linkedgeodata.org/ontology/alt_name%3Aen>
13	<http://linkedgeodata.org/ontology/architect>
13	<http://linkedgeodata.org/ontology/bmo%3Atype>
13	<http://linkedgeodata.org/ontology/brunch>
13	<http://linkedgeodata.org/ontology/capacity%3Aoutdoors>
13	<http://linkedgeodata.org/ontology/club>
13	<http://linkedgeodata.org/ontology/covered>
13	<http://linkedgeodata.org/ontology/cuisine%3Ajp>
13	<http://linkedgeodata.org/ontology/disused%3Awebsite>
13	<http://linkedgeodata.org/ontology/drink%3Aliquor>
13	<http://linkedgeodata.org/ontology/is_in%3Aprovince_code>
13	<http://linkedgeodata.org/ontology/old_shop>
13	<http://linkedgeodata.org/ontology/opening_hours%3Abrunch>
13	<http://linkedgeodata.org/ontology/petarakyat>
13	<http://linkedgeodata.org/ontology/seasonal>
13	<http://linkedgeodata.org/ontology/source%3Aaddr%3Apostcode>
13	<http://linkedgeodata.org/ontology/source%3Ahousenumber>
13	<http://linkedgeodata.org/ontology/water_supply>
12	<http://linkedgeodata.org/ontology/abandoned>
12	<http://linkedgeodata.org/ontology/addr%3Asource>
12	<http://linkedgeodata.org/ontology/building%3Ausage%3Apl>
12	<http://linkedgeodata.org/ontology/check_date>
12	<http://linkedgeodata.org/ontology/contact%3Atripadvisor>
12	<http://linkedgeodata.org/ontology/credit%20card>
12	<http://linkedgeodata.org/ontology/description%3Ait>
12	<http://linkedgeodata.org/ontology/generator%3Asource>
12	<http://linkedgeodata.org/ontology/ice_cream>
12	<http://linkedgeodata.org/ontology/name%3Alo>
12	<http://linkedgeodata.org/ontology/operator%3Aen>
12	<http://linkedgeodata.org/ontology/payment%3Abancomat>
12	<http://linkedgeodata.org/ontology/payment%3Ameal_voucher>
12	<http://linkedgeodata.org/ontology/ref%3Adadlo>
12	<http://linkedgeodata.org/ontology/ref%3Ait%3Avat>
12	<http://linkedgeodata.org/ontology/source%3Aaddr%3Aid>
12	<http://linkedgeodata.org/ontology/weather_protection>
12	<http://linkedgeodata.org/ontology/wheelchair%3Adescription%3Aen>
12	<http://linkedgeodata.org/ontology/wikimedia_commons>
11	<http://linkedgeodata.org/ontology/addr%3Acity%3Alld>
11	<http://linkedgeodata.org/ontology/addr%3Ahousenumber_1>
11	<http://linkedgeodata.org/ontology/addr%3Astreet%3Alld>
11	<http://linkedgeodata.org/ontology/addr2%3Astreet>
11	<http://linkedgeodata.org/ontology/building%3Aarchitecture>
11	<http://linkedgeodata.org/ontology/building%3Atype>
11	<http://linkedgeodata.org/ontology/cif>
11	<http://linkedgeodata.org/ontology/cladr%3Acode>
11	<http://linkedgeodata.org/ontology/contact>
11	<http://linkedgeodata.org/ontology/contributor>
11	<http://linkedgeodata.org/ontology/internet_1>
11	<http://linkedgeodata.org/ontology/internet_2>
11	<http://linkedgeodata.org/ontology/internet_access%3Aaccess>
11	<http://linkedgeodata.org/ontology/key>
11	<http://linkedgeodata.org/ontology/maxspeed>
11	<http://linkedgeodata.org/ontology/nif>
11	<http://linkedgeodata.org/ontology/note%3Aopening_hours>
11	<http://linkedgeodata.org/ontology/operator%3Ahe>
11	<http://linkedgeodata.org/ontology/phone%3A2>
11	<http://linkedgeodata.org/ontology/ref%3ABLfD>
11	<http://linkedgeodata.org/ontology/review>
11	<http://linkedgeodata.org/ontology/rooms%3Asingle>
11	<http://linkedgeodata.org/ontology/seamark%3Asmall_craft_facility%3Acategory>
11	<http://linkedgeodata.org/ontology/source%3Atourism>
11	<http://linkedgeodata.org/ontology/surface>
10	<http://linkedgeodata.org/ontology/addr%3Ahamlet%3Alld>
10	<http://linkedgeodata.org/ontology/addr%3Aphone>
10	<http://linkedgeodata.org/ontology/addr%3Aprovisionalnumber>
10	<http://linkedgeodata.org/ontology/appliance>
10	<http://linkedgeodata.org/ontology/bag%3Abegindatum>
10	<http://linkedgeodata.org/ontology/building%3Aplace>
10	<http://linkedgeodata.org/ontology/canvec%3ACODE>
10	<http://linkedgeodata.org/ontology/category>
10	<http://linkedgeodata.org/ontology/contact%3Aname>
10	<http://linkedgeodata.org/ontology/contact%3Aphone2>
10	<http://linkedgeodata.org/ontology/fair_trade>
10	<http://linkedgeodata.org/ontology/former_name>
10	<http://linkedgeodata.org/ontology/halal>
10	<http://linkedgeodata.org/ontology/image_1>
10	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Akey>
10	<http://linkedgeodata.org/ontology/mvdgis%3Acod_nombre>
10	<http://linkedgeodata.org/ontology/mvdgis%3Apadron>
10	<http://linkedgeodata.org/ontology/name%3Aalt>
10	<http://linkedgeodata.org/ontology/name%3Atk>
10	<http://linkedgeodata.org/ontology/note2>
10	<http://linkedgeodata.org/ontology/notes>
10	<http://linkedgeodata.org/ontology/old_addr%3Afull>
10	<http://linkedgeodata.org/ontology/open>
10	<http://linkedgeodata.org/ontology/pasture>
10	<http://linkedgeodata.org/ontology/payment>
10	<http://linkedgeodata.org/ontology/source%3Ageometory>
10	<http://linkedgeodata.org/ontology/tel>
10	<http://linkedgeodata.org/ontology/tv>
10	<http://linkedgeodata.org/ontology/uri>
9	<http://linkedgeodata.org/ontology/addr%3Adescription>
9	<http://linkedgeodata.org/ontology/addr%3Astreet_1>
9	<http://linkedgeodata.org/ontology/bag%3Anummeraanduiding>
9	<http://linkedgeodata.org/ontology/blind%3Adescription%3Ade>
9	<http://linkedgeodata.org/ontology/brewery%3AWeizenbier>
9	<http://linkedgeodata.org/ontology/building%3Acolor>
9	<http://linkedgeodata.org/ontology/building%3Ause%3Apl>
9	<http://linkedgeodata.org/ontology/catastro%3Aref>
9	<http://linkedgeodata.org/ontology/checkpoint%3Aref>
9	<http://linkedgeodata.org/ontology/city>
9	<http://linkedgeodata.org/ontology/dance%3Astyle>
9	<http://linkedgeodata.org/ontology/dsa%3Acriteria>
9	<http://linkedgeodata.org/ontology/gnis%3Acounty_id>
9	<http://linkedgeodata.org/ontology/heritage%3Aref>
9	<http://linkedgeodata.org/ontology/kitchen>
9	<http://linkedgeodata.org/ontology/kitchen_times>
9	<http://linkedgeodata.org/ontology/name%3Akm>
9	<http://linkedgeodata.org/ontology/name_2>
9	<http://linkedgeodata.org/ontology/old_name_1>
9	<http://linkedgeodata.org/ontology/pet>
9	<http://linkedgeodata.org/ontology/pets>
9	<http://linkedgeodata.org/ontology/ph%3Acontributor>
9	<http://linkedgeodata.org/ontology/phone_2>
9	<http://linkedgeodata.org/ontology/ref%3Adsa>
9	<http://linkedgeodata.org/ontology/service_times>
9	<http://linkedgeodata.org/ontology/source%3Aarea>
9	<http://linkedgeodata.org/ontology/source%3Ashape>
9	<http://linkedgeodata.org/ontology/source%3Auser>
9	<http://linkedgeodata.org/ontology/source%3Awebsite>
9	<http://linkedgeodata.org/ontology/source%3Awheelchair>
9	<http://linkedgeodata.org/ontology/source_ref%3Aopening_hours>
9	<http://linkedgeodata.org/ontology/summer_terrace>
9	<http://linkedgeodata.org/ontology/tiger%3Acounty>
9	<http://linkedgeodata.org/ontology/website%3Aen>
9	<http://linkedgeodata.org/ontology/website%3Afacebook>
9	<http://linkedgeodata.org/ontology/winkelnummer>
9	<http://linkedgeodata.org/ontology/winter_room>
8	<http://linkedgeodata.org/ontology/addr%3Ahousenumber%3Asource>
8	<http://linkedgeodata.org/ontology/addr%3Alocality>
8	<http://linkedgeodata.org/ontology/bag%3Avbo_id>
8	<http://linkedgeodata.org/ontology/bbg%3Aunit_number>
8	<http://linkedgeodata.org/ontology/breakfast%3Abrunch>
8	<http://linkedgeodata.org/ontology/brewery%3AWeizen>
8	<http://linkedgeodata.org/ontology/building%3Acladding>
8	<http://linkedgeodata.org/ontology/building_1>
8	<http://linkedgeodata.org/ontology/camp_site>
8	<http://linkedgeodata.org/ontology/closed>
8	<http://linkedgeodata.org/ontology/condition>
8	<http://linkedgeodata.org/ontology/contact_person>
8	<http://linkedgeodata.org/ontology/day_off>
8	<http://linkedgeodata.org/ontology/description%3Afr>
8	<http://linkedgeodata.org/ontology/disused%3Arailway>
8	<http://linkedgeodata.org/ontology/established>
8	<http://linkedgeodata.org/ontology/fee>
8	<http://linkedgeodata.org/ontology/firearms>
8	<http://linkedgeodata.org/ontology/fixme%3Aele>
8	<http://linkedgeodata.org/ontology/gnis%3Acreated>
8	<http://linkedgeodata.org/ontology/internet_access%3Assid>
8	<http://linkedgeodata.org/ontology/is_in%3Atheme_park>
8	<http://linkedgeodata.org/ontology/name%3Ajp>
8	<http://linkedgeodata.org/ontology/note%3Ait>
8	<http://linkedgeodata.org/ontology/note%3Atisa>
8	<http://linkedgeodata.org/ontology/piste%3Aamenity>
8	<http://linkedgeodata.org/ontology/power_supply>
8	<http://linkedgeodata.org/ontology/regional>
8	<http://linkedgeodata.org/ontology/regionalName>
8	<http://linkedgeodata.org/ontology/seamark%3Alandmark%3Acategory>
8	<http://linkedgeodata.org/ontology/source%3Aref>
8	<http://linkedgeodata.org/ontology/staff>
8	<http://linkedgeodata.org/ontology/year_of_construction>
7	<http://linkedgeodata.org/ontology/Id>
7	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Adate>
7	<http://linkedgeodata.org/ontology/WroclawGIS%3Abuilding%3AID>
7	<http://linkedgeodata.org/ontology/WroclawGIS%3Abuilding%3Adate>
7	<http://linkedgeodata.org/ontology/WroclawGIS%3Abuilding%3Alayer>
7	<http://linkedgeodata.org/ontology/abandoned%3Aman_made>
7	<http://linkedgeodata.org/ontology/addr%3Adescription%3Aam>
7	<http://linkedgeodata.org/ontology/baby%20seat>
7	<http://linkedgeodata.org/ontology/bettundbike>
7	<http://linkedgeodata.org/ontology/branch%3Aen>
7	<http://linkedgeodata.org/ontology/brewery%3Ak%C3%B6lsch>
7	<http://linkedgeodata.org/ontology/brewery%3Apils>
7	<http://linkedgeodata.org/ontology/buffet>
7	<http://linkedgeodata.org/ontology/building%3Afireproof>
7	<http://linkedgeodata.org/ontology/building%3Afoundation_height>
7	<http://linkedgeodata.org/ontology/building%3Alevels%3Aunderground>
7	<http://linkedgeodata.org/ontology/butcher>
7	<http://linkedgeodata.org/ontology/canvec%3AUUID>
7	<http://linkedgeodata.org/ontology/colour>
7	<http://linkedgeodata.org/ontology/contact%3Aphone%3Amobile>
7	<http://linkedgeodata.org/ontology/dcgis%3Afeaturecode>
7	<http://linkedgeodata.org/ontology/dispensing>
7	<http://linkedgeodata.org/ontology/drink%3Aespresso>
7	<http://linkedgeodata.org/ontology/drinking_water>
7	<http://linkedgeodata.org/ontology/ele%3Amsl>
7	<http://linkedgeodata.org/ontology/electrified>
7	<http://linkedgeodata.org/ontology/fature_det>
7	<http://linkedgeodata.org/ontology/gnis%3Astate_id>
7	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Aessid>
7	<http://linkedgeodata.org/ontology/is_in%3Aneighbourhood>
7	<http://linkedgeodata.org/ontology/junction>
7	<http://linkedgeodata.org/ontology/kvl_hro%3Adesc>
7	<http://linkedgeodata.org/ontology/last_checked>
7	<http://linkedgeodata.org/ontology/min_age>
7	<http://linkedgeodata.org/ontology/name_3>
7	<http://linkedgeodata.org/ontology/nationalName>
7	<http://linkedgeodata.org/ontology/note%3Aannee%20de%20creation>
7	<http://linkedgeodata.org/ontology/note%3Acapacite>
7	<http://linkedgeodata.org/ontology/note%3Aes>
7	<http://linkedgeodata.org/ontology/openingstijden>
7	<http://linkedgeodata.org/ontology/operational_status_quality>
7	<http://linkedgeodata.org/ontology/ref%3AFR%3ANAF>
7	<http://linkedgeodata.org/ontology/ref%3Arce>
7	<http://linkedgeodata.org/ontology/smoking%20room>
7	<http://linkedgeodata.org/ontology/source%3Aaddress>
7	<http://linkedgeodata.org/ontology/source%3Aconscriptionnumber>
7	<http://linkedgeodata.org/ontology/source%3Aname%3Aam>
7	<http://linkedgeodata.org/ontology/source%3Aold_name>
7	<http://linkedgeodata.org/ontology/tourism%3Awebsite>
7	<http://linkedgeodata.org/ontology/vending>
7	<http://linkedgeodata.org/ontology/viniculture>
7	<http://linkedgeodata.org/ontology/website2>
6	<http://linkedgeodata.org/ontology/BLfD%3Acriteria>
6	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Aid>
6	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Alayer>
6	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Apostcode%3Aid>
6	<http://linkedgeodata.org/ontology/WroclawGIS%3Aaddr%3Apostcode%3Alayer>
6	<http://linkedgeodata.org/ontology/accor_ticket_acceptant>
6	<http://linkedgeodata.org/ontology/addr%3Abarangay>
6	<http://linkedgeodata.org/ontology/addr%3Acountry_code>
6	<http://linkedgeodata.org/ontology/addr%3Aletter>
6	<http://linkedgeodata.org/ontology/addr%3Alot>
6	<http://linkedgeodata.org/ontology/alt_phone>
6	<http://linkedgeodata.org/ontology/award%3AGaultMillau>
6	<http://linkedgeodata.org/ontology/brewery%3Aalt>
6	<http://linkedgeodata.org/ontology/capacity%3Arestaurant>
6	<http://linkedgeodata.org/ontology/capacity%3Awinterroom>
6	<http://linkedgeodata.org/ontology/cocktails>
6	<http://linkedgeodata.org/ontology/contact%3Aalt_mobile>
6	<http://linkedgeodata.org/ontology/contact%3Ap.o.box>
6	<http://linkedgeodata.org/ontology/date_start>
6	<http://linkedgeodata.org/ontology/diet%3Adairy_free>
6	<http://linkedgeodata.org/ontology/fvst%3Afixme>
6	<http://linkedgeodata.org/ontology/gnis%3AST_alpha>
6	<http://linkedgeodata.org/ontology/guard%3Aoperator>
6	<http://linkedgeodata.org/ontology/heritage%3Asince>
6	<http://linkedgeodata.org/ontology/high_chair>
6	<http://linkedgeodata.org/ontology/housesuffix>
6	<http://linkedgeodata.org/ontology/image_2>
6	<http://linkedgeodata.org/ontology/info>
6	<http://linkedgeodata.org/ontology/is_in%3Azh>
6	<http://linkedgeodata.org/ontology/min_height>
6	<http://linkedgeodata.org/ontology/music>
6	<http://linkedgeodata.org/ontology/name%3Agr>
6	<http://linkedgeodata.org/ontology/name%3Aja-Hira>
6	<http://linkedgeodata.org/ontology/name%3Akana>
6	<http://linkedgeodata.org/ontology/name%3Aml>
6	<http://linkedgeodata.org/ontology/name%3Amy>
6	<http://linkedgeodata.org/ontology/name%3Aold>
6	<http://linkedgeodata.org/ontology/name%3Ata>
6	<http://linkedgeodata.org/ontology/name%3Auz>
6	<http://linkedgeodata.org/ontology/name2>
6	<http://linkedgeodata.org/ontology/note%3Aja>
6	<http://linkedgeodata.org/ontology/note%3Aname>
6	<http://linkedgeodata.org/ontology/old_addr%3Afull%3Azh>
6	<http://linkedgeodata.org/ontology/old_name%3A2>
6	<http://linkedgeodata.org/ontology/organisationsnummer>
6	<http://linkedgeodata.org/ontology/outdoor_seating%3Acomfort>
6	<http://linkedgeodata.org/ontology/parking%20lot>
6	<http://linkedgeodata.org/ontology/phases>
6	<http://linkedgeodata.org/ontology/phone%3AFR>
6	<http://linkedgeodata.org/ontology/playground>
6	<http://linkedgeodata.org/ontology/previous_use>
6	<http://linkedgeodata.org/ontology/ref%3AFR%3ASIREN>
6	<http://linkedgeodata.org/ontology/ref%3Acw_id>
6	<http://linkedgeodata.org/ontology/rental>
6	<http://linkedgeodata.org/ontology/seamark%3Alandmark%3Aconspicuity>
6	<http://linkedgeodata.org/ontology/second_use>
6	<http://linkedgeodata.org/ontology/shop%3Aunits>
6	<http://linkedgeodata.org/ontology/source%3Aheritage>
6	<http://linkedgeodata.org/ontology/source%3Anumber>
6	<http://linkedgeodata.org/ontology/source%3Aoperator>
6	<http://linkedgeodata.org/ontology/street>
6	<http://linkedgeodata.org/ontology/television>
6	<http://linkedgeodata.org/ontology/toilet>
6	<http://linkedgeodata.org/ontology/tower%3Atype>
6	<http://linkedgeodata.org/ontology/uploaded_by>
6	<http://linkedgeodata.org/ontology/vacant>
6	<http://linkedgeodata.org/ontology/vegan>
6	<http://linkedgeodata.org/ontology/verified>
6	<http://linkedgeodata.org/ontology/website_3>
6	<http://linkedgeodata.org/ontology/wheelchair%3Arooms>
6	<http://linkedgeodata.org/ontology/wheelchair%3Asource>
5	<http://linkedgeodata.org/ontology/Colonia>
5	<http://linkedgeodata.org/ontology/Floor>
5	<http://linkedgeodata.org/ontology/accor_ticket>
5	<http://linkedgeodata.org/ontology/addr.source%3Ahousenumber>
5	<http://linkedgeodata.org/ontology/addr2%3Acity>
5	<http://linkedgeodata.org/ontology/addr2%3Acountry>
5	<http://linkedgeodata.org/ontology/addr2%3Ahamlet>
5	<http://linkedgeodata.org/ontology/addr2%3Apostcode>
5	<http://linkedgeodata.org/ontology/all_you_can_eat>
5	<http://linkedgeodata.org/ontology/alt_name%3Ade>
5	<http://linkedgeodata.org/ontology/bag%3Abouwjaar>
5	<http://linkedgeodata.org/ontology/boduble>
5	<http://linkedgeodata.org/ontology/building%3Alayers>
5	<http://linkedgeodata.org/ontology/building%3Aroof%3Aorientation>
5	<http://linkedgeodata.org/ontology/caravans>
5	<http://linkedgeodata.org/ontology/castle_type%3Ade>
5	<http://linkedgeodata.org/ontology/cesena%3Aref_id>
5	<http://linkedgeodata.org/ontology/contact%3Ainstagram>
5	<http://linkedgeodata.org/ontology/contact%3Ayelp>
5	<http://linkedgeodata.org/ontology/cui>
5	<http://linkedgeodata.org/ontology/cuisine%3Aen>
5	<http://linkedgeodata.org/ontology/cuisine%3Ajapanese>
5	<http://linkedgeodata.org/ontology/cuisine_3>
5	<http://linkedgeodata.org/ontology/dcgis%3Adataset>
5	<http://linkedgeodata.org/ontology/description_3>
5	<http://linkedgeodata.org/ontology/disused%3Ashop>
5	<http://linkedgeodata.org/ontology/eat_in>
5	<http://linkedgeodata.org/ontology/gnis%3AClass>
5	<http://linkedgeodata.org/ontology/gnis%3ACounty>
5	<http://linkedgeodata.org/ontology/gnis%3ACounty_num>
5	<http://linkedgeodata.org/ontology/gnis%3AST_num>
5	<http://linkedgeodata.org/ontology/gnis%3Aid>
5	<http://linkedgeodata.org/ontology/guest_house>
5	<http://linkedgeodata.org/ontology/happy_hour>
5	<http://linkedgeodata.org/ontology/heritage%3Aoperator%3Ashort>
5	<http://linkedgeodata.org/ontology/highchair>
5	<http://linkedgeodata.org/ontology/historic%3Awebsite>
5	<http://linkedgeodata.org/ontology/housenumber>
5	<http://linkedgeodata.org/ontology/import_uuid>
5	<http://linkedgeodata.org/ontology/internet>
5	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Abssid>
5	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Aenc>
5	<http://linkedgeodata.org/ontology/leasing_number>
5	<http://linkedgeodata.org/ontology/name%3Ams>
5	<http://linkedgeodata.org/ontology/note%3Aen>
5	<http://linkedgeodata.org/ontology/null>
5	<http://linkedgeodata.org/ontology/old_name%3Aen>
5	<http://linkedgeodata.org/ontology/old_website>
5	<http://linkedgeodata.org/ontology/opening_hours%3Afixme>
5	<http://linkedgeodata.org/ontology/opening_hours%3Anote>
5	<http://linkedgeodata.org/ontology/operator%3Atype>
5	<http://linkedgeodata.org/ontology/payment%3Acheque>
5	<http://linkedgeodata.org/ontology/place%3Alocality>
5	<http://linkedgeodata.org/ontology/ref%3AFR%3AFANTOIR>
5	<http://linkedgeodata.org/ontology/restaurant%3Atype_idn>
5	<http://linkedgeodata.org/ontology/roof%3Aangle>
5	<http://linkedgeodata.org/ontology/ruins>
5	<http://linkedgeodata.org/ontology/running_sushi>
5	<http://linkedgeodata.org/ontology/sbc_apn>
5	<http://linkedgeodata.org/ontology/sbc_id>
5	<http://linkedgeodata.org/ontology/sbc_parcel>
5	<http://linkedgeodata.org/ontology/sby%3Abldgtype>
5	<http://linkedgeodata.org/ontology/shop_1>
5	<http://linkedgeodata.org/ontology/smoking_hours>
5	<http://linkedgeodata.org/ontology/source%3Aalt_name>
5	<http://linkedgeodata.org/ontology/stars%3Ahotel>
5	<http://linkedgeodata.org/ontology/surrey%3Aaddrid>
5	<http://linkedgeodata.org/ontology/surrey%3Adate>
5	<http://linkedgeodata.org/ontology/tents>
5	<http://linkedgeodata.org/ontology/tourism_1>
5	<http://linkedgeodata.org/ontology/uzh_landmark>
5	<http://linkedgeodata.org/ontology/web>
5	<http://linkedgeodata.org/ontology/wheelchair%3Adescription%3Afr>
5	<http://linkedgeodata.org/ontology/year>
4	<http://linkedgeodata.org/ontology/FR%3AERP>
4	<http://linkedgeodata.org/ontology/Mysuru>
4	<http://linkedgeodata.org/ontology/Number%20zone>
4	<http://linkedgeodata.org/ontology/addr%3Aplace%3Asimc>
4	<http://linkedgeodata.org/ontology/addr%3Apobox>
4	<http://linkedgeodata.org/ontology/alcool>
4	<http://linkedgeodata.org/ontology/alt_name_1>
4	<http://linkedgeodata.org/ontology/attraction%3Aref>
4	<http://linkedgeodata.org/ontology/bakery>
4	<http://linkedgeodata.org/ontology/banquet>
4	<http://linkedgeodata.org/ontology/brewery%3Aschwarzbier>
4	<http://linkedgeodata.org/ontology/building%3Ause%3Aresidential>
4	<http://linkedgeodata.org/ontology/capacity%3Aindoors>
4	<http://linkedgeodata.org/ontology/check>
4	<http://linkedgeodata.org/ontology/comment%3Ait>
4	<http://linkedgeodata.org/ontology/communication%3Amobile_phone>
4	<http://linkedgeodata.org/ontology/contact%3Afoursquare>
4	<http://linkedgeodata.org/ontology/contact%3Avk>
4	<http://linkedgeodata.org/ontology/crossing>
4	<http://linkedgeodata.org/ontology/delivery_hours>
4	<http://linkedgeodata.org/ontology/diet%3Aovo_vegetarian>
4	<http://linkedgeodata.org/ontology/fuel>
4	<http://linkedgeodata.org/ontology/garden>
4	<http://linkedgeodata.org/ontology/gazebo>
4	<http://linkedgeodata.org/ontology/golf>
4	<http://linkedgeodata.org/ontology/google_plus>
4	<http://linkedgeodata.org/ontology/heritage%3Adescription>
4	<http://linkedgeodata.org/ontology/historic_name>
4	<http://linkedgeodata.org/ontology/home_delivery>
4	<http://linkedgeodata.org/ontology/id>
4	<http://linkedgeodata.org/ontology/internet_access%3Awlan%3Achannel>
4	<http://linkedgeodata.org/ontology/lunch%3Aopening_hours>
4	<http://linkedgeodata.org/ontology/lunch_special>
4	<http://linkedgeodata.org/ontology/lunch_spezial>
4	<http://linkedgeodata.org/ontology/min_clothing%3Ade>
4	<http://linkedgeodata.org/ontology/mobile_phone>
4	<http://linkedgeodata.org/ontology/name%3A>
4	<http://linkedgeodata.org/ontology/name%3Aabbr>
4	<http://linkedgeodata.org/ontology/name%3Acn>
4	<http://linkedgeodata.org/ontology/name%3Alld>
4	<http://linkedgeodata.org/ontology/note%3Aname%3Azh>
4	<http://linkedgeodata.org/ontology/note%3Apl>
4	<http://linkedgeodata.org/ontology/number%20zone>
4	<http://linkedgeodata.org/ontology/old%3Aname>
4	<http://linkedgeodata.org/ontology/old_name_2>
4	<http://linkedgeodata.org/ontology/one_bed_room>
4	<http://linkedgeodata.org/ontology/oneway>
4	<http://linkedgeodata.org/ontology/osak%3Amunicipality_no>
4	<http://linkedgeodata.org/ontology/pankatsu>
4	<http://linkedgeodata.org/ontology/payment%3Abankaxess>
4	<http://linkedgeodata.org/ontology/payment%3Acards>
4	<http://linkedgeodata.org/ontology/payment%3Aep_geldkarte>
4	<http://linkedgeodata.org/ontology/payment%3Alunch_pass>
4	<http://linkedgeodata.org/ontology/photo>
4	<http://linkedgeodata.org/ontology/price_range>
4	<http://linkedgeodata.org/ontology/project%3Amappingforniger>
4	<http://linkedgeodata.org/ontology/rating>
4	<http://linkedgeodata.org/ontology/real_cider>
4	<http://linkedgeodata.org/ontology/ref%3AFR%3Afantoir>
4	<http://linkedgeodata.org/ontology/ref%3Anrhp>
4	<http://linkedgeodata.org/ontology/ref%3Ase%3Apts%3Apostort>
4	<http://linkedgeodata.org/ontology/sauna>
4	<http://linkedgeodata.org/ontology/seamark%3Aname>
4	<http://linkedgeodata.org/ontology/seasonal%3Asummer>
4	<http://linkedgeodata.org/ontology/shelter>
4	<http://linkedgeodata.org/ontology/sightseeingtour%3Aattraction>
4	<http://linkedgeodata.org/ontology/smoking%3Aoutdoors>
4	<http://linkedgeodata.org/ontology/source%3Aph>
4	<http://linkedgeodata.org/ontology/source2>
4	<http://linkedgeodata.org/ontology/source_type>
4	<http://linkedgeodata.org/ontology/sportsbar>
4	<http://linkedgeodata.org/ontology/star>
4	<http://linkedgeodata.org/ontology/status>
4	<http://linkedgeodata.org/ontology/suite>
4	<http://linkedgeodata.org/ontology/sushi>
4	<http://linkedgeodata.org/ontology/tagesessen>
4	<http://linkedgeodata.org/ontology/tourism%3Ade>
4	<http://linkedgeodata.org/ontology/traffic_sign>
4	<http://linkedgeodata.org/ontology/two_bed_room>
4	<http://linkedgeodata.org/ontology/typhoon%3Areviewed>
4	<http://linkedgeodata.org/ontology/user_defined>
4	<http://linkedgeodata.org/ontology/vegetarian>
4	<http://linkedgeodata.org/ontology/website%3Atripadvisor>
4	<http://linkedgeodata.org/ontology/website%3Ayelp>
4	<http://linkedgeodata.org/ontology/wheelchair%3Adescription%3Aes>
