?n	?predicate
4	<http://linkedgeodata.org/ontology/wheelchair%3Anotes>
4	<http://linkedgeodata.org/ontology/working_hours>
3	<http://linkedgeodata.org/ontology/3dr%3Atype>
3	<http://linkedgeodata.org/ontology/KSJ2%3AADS>
3	<http://linkedgeodata.org/ontology/M%3Ahazard_prone>
3	<http://linkedgeodata.org/ontology/NOTE>
3	<http://linkedgeodata.org/ontology/URL>
3	<http://linkedgeodata.org/ontology/_waypoint_>
3	<http://linkedgeodata.org/ontology/add%3Asuburb>
3	<http://linkedgeodata.org/ontology/addr>
3	<http://linkedgeodata.org/ontology/addr%3Acity_1>
3	<http://linkedgeodata.org/ontology/addr%3Acontinent>
3	<http://linkedgeodata.org/ontology/addr%3Afull%3Azh>
3	<http://linkedgeodata.org/ontology/addr%3Anumber>
3	<http://linkedgeodata.org/ontology/addr%3Astreet%3Asource>
3	<http://linkedgeodata.org/ontology/addr%3Atownship>
3	<http://linkedgeodata.org/ontology/addr%3Azip>
3	<http://linkedgeodata.org/ontology/agriturism>
3	<http://linkedgeodata.org/ontology/amenity%3Adisused>
3	<http://linkedgeodata.org/ontology/award%3Ahotelstars>
3	<http://linkedgeodata.org/ontology/backrest>
3	<http://linkedgeodata.org/ontology/beer_1>
3	<http://linkedgeodata.org/ontology/blumen>
3	<http://linkedgeodata.org/ontology/bowling>
3	<http://linkedgeodata.org/ontology/branch%3Azh>
3	<http://linkedgeodata.org/ontology/breakfast%3Abuffet>
3	<http://linkedgeodata.org/ontology/brewery%3Akellerbier>
3	<http://linkedgeodata.org/ontology/bridge>
3	<http://linkedgeodata.org/ontology/building%3Aadjacency>
3	<http://linkedgeodata.org/ontology/building%3Abasement_opening>
3	<http://linkedgeodata.org/ontology/building%3Afirst_level_height>
3	<http://linkedgeodata.org/ontology/building%3Aparts>
3	<http://linkedgeodata.org/ontology/building%3Asource>
3	<http://linkedgeodata.org/ontology/building%3Awaterproof_bulk>
3	<http://linkedgeodata.org/ontology/byo>
3	<http://linkedgeodata.org/ontology/cafeteria>
3	<http://linkedgeodata.org/ontology/capacity%3Aoutdoor>
3	<http://linkedgeodata.org/ontology/capacity%3Aterrace>
3	<http://linkedgeodata.org/ontology/chain>
3	<http://linkedgeodata.org/ontology/charge>
3	<http://linkedgeodata.org/ontology/checkpoint%3Aname>
3	<http://linkedgeodata.org/ontology/chef>
3	<http://linkedgeodata.org/ontology/comment%3Afr>
3	<http://linkedgeodata.org/ontology/community_centre>
3	<http://linkedgeodata.org/ontology/community_centre%3Aaccess>
3	<http://linkedgeodata.org/ontology/complementary_currency>
3	<http://linkedgeodata.org/ontology/construction_date>
3	<http://linkedgeodata.org/ontology/contact%3Aaddr%3Ahousenumber>
3	<http://linkedgeodata.org/ontology/contact%3Aaddr%3Astreet>
3	<http://linkedgeodata.org/ontology/contact%3Acellphone>
3	<http://linkedgeodata.org/ontology/contact%3Amobile2>
3	<http://linkedgeodata.org/ontology/contact%3Awebcam>
3	<http://linkedgeodata.org/ontology/copyright>
3	<http://linkedgeodata.org/ontology/crossing_ref>
3	<http://linkedgeodata.org/ontology/cuisine%3Ait>
3	<http://linkedgeodata.org/ontology/cuisine%3Asteamed_eel_rice>
3	<http://linkedgeodata.org/ontology/cuisine%3Asushi>
3	<http://linkedgeodata.org/ontology/dance%3Ateaching>
3	<http://linkedgeodata.org/ontology/delivery%3Aconditional>
3	<http://linkedgeodata.org/ontology/delivery%3Acontact%3Aphone>
3	<http://linkedgeodata.org/ontology/delivery%3Amin_cost>
3	<http://linkedgeodata.org/ontology/delivery_service>
3	<http://linkedgeodata.org/ontology/description%3Acuisine>
3	<http://linkedgeodata.org/ontology/description%3Aes>
3	<http://linkedgeodata.org/ontology/description%3Aru>
3	<http://linkedgeodata.org/ontology/description_4>
3	<http://linkedgeodata.org/ontology/dine_in>
3	<http://linkedgeodata.org/ontology/disused%3Aopening_hours>
3	<http://linkedgeodata.org/ontology/disused%3Arestaurant>
3	<http://linkedgeodata.org/ontology/drink>
3	<http://linkedgeodata.org/ontology/drink%3Abeer%3APuntigamer>
3	<http://linkedgeodata.org/ontology/drink%3Akofola>
3	<http://linkedgeodata.org/ontology/education>
3	<http://linkedgeodata.org/ontology/ele%3Awgs84>
3	<http://linkedgeodata.org/ontology/email_1>
3	<http://linkedgeodata.org/ontology/exterior_seating>
3	<http://linkedgeodata.org/ontology/extra>
3	<http://linkedgeodata.org/ontology/fenced>
3	<http://linkedgeodata.org/ontology/food_hygiene_date>
3	<http://linkedgeodata.org/ontology/food_hygiene_rating>
3	<http://linkedgeodata.org/ontology/free_refill>
3	<http://linkedgeodata.org/ontology/gst_number>
3	<http://linkedgeodata.org/ontology/hallal>
3	<http://linkedgeodata.org/ontology/hiking>
3	<http://linkedgeodata.org/ontology/historic%3Aamenity>
3	<http://linkedgeodata.org/ontology/image_3>
3	<http://linkedgeodata.org/ontology/internet_access%3Afee%3Anote>
3	<http://linkedgeodata.org/ontology/internet_access%3Aname>
3	<http://linkedgeodata.org/ontology/is_in%3Aisland>
3	<http://linkedgeodata.org/ontology/leisure_1>
3	<http://linkedgeodata.org/ontology/lfd%3Acriteria>
3	<http://linkedgeodata.org/ontology/licensed>
3	<http://linkedgeodata.org/ontology/link>
3	<http://linkedgeodata.org/ontology/link%3Afoursquare>
3	<http://linkedgeodata.org/ontology/link%3Ayelp>
3	<http://linkedgeodata.org/ontology/live_music>
3	<http://linkedgeodata.org/ontology/local_code>
3	<http://linkedgeodata.org/ontology/local_name>
3	<http://linkedgeodata.org/ontology/local_ref>
3	<http://linkedgeodata.org/ontology/lunch_specials>
3	<http://linkedgeodata.org/ontology/menu%3Aurl>
3	<http://linkedgeodata.org/ontology/name%3Abn>
3	<http://linkedgeodata.org/ontology/name%3Acz>
3	<http://linkedgeodata.org/ontology/name%3Afull>
3	<http://linkedgeodata.org/ontology/name%3Aht>
3	<http://linkedgeodata.org/ontology/name%3Akr>
3	<http://linkedgeodata.org/ontology/name%3Aprefix>
3	<http://linkedgeodata.org/ontology/name%3Ate>
3	<http://linkedgeodata.org/ontology/name1>
3	<http://linkedgeodata.org/ontology/noexit>
3	<http://linkedgeodata.org/ontology/oa%3Aimported_by>
3	<http://linkedgeodata.org/ontology/oa%3Alat>
3	<http://linkedgeodata.org/ontology/oa%3Alon>
3	<http://linkedgeodata.org/ontology/oa%3Aversion>
3	<http://linkedgeodata.org/ontology/old_addr%3Ahousenumber>
3	<http://linkedgeodata.org/ontology/old_name2>
3	<http://linkedgeodata.org/ontology/opened>
3	<http://linkedgeodata.org/ontology/opening_hours%3Adelivery>
3	<http://linkedgeodata.org/ontology/opening_hours_1>
3	<http://linkedgeodata.org/ontology/operator%3Aja>
3	<http://linkedgeodata.org/ontology/operator%3Atax>
3	<http://linkedgeodata.org/ontology/other>
3	<http://linkedgeodata.org/ontology/parcelle>
3	<http://linkedgeodata.org/ontology/patio>
3	<http://linkedgeodata.org/ontology/pay_tv%3Asky>
3	<http://linkedgeodata.org/ontology/payment%3Acoinbeyond>
3	<http://linkedgeodata.org/ontology/payment%3Acontactless>
3	<http://linkedgeodata.org/ontology/payment%3Ainterac>
3	<http://linkedgeodata.org/ontology/payment:telephone_cards>
3	<http://linkedgeodata.org/ontology/phone3>
3	<http://linkedgeodata.org/ontology/price_mainmenu_%E2%82%AC>
3	<http://linkedgeodata.org/ontology/public_transport%3Aversion>
3	<http://linkedgeodata.org/ontology/ref%3Alfd>
3	<http://linkedgeodata.org/ontology/ref%3Arathaus_galerie>
3	<http://linkedgeodata.org/ontology/ref%3Ashop%3Anum>
3	<http://linkedgeodata.org/ontology/ref%3Auid>
3	<http://linkedgeodata.org/ontology/ref%3Awitten>
3	<http://linkedgeodata.org/ontology/regular_holiday>
3	<http://linkedgeodata.org/ontology/rest>
3	<http://linkedgeodata.org/ontology/restart_day>
3	<http://linkedgeodata.org/ontology/restaurant_type%3Ait>
3	<http://linkedgeodata.org/ontology/roof%3Acolor>
3	<http://linkedgeodata.org/ontology/seamark%3Abuilding%3Afunction>
3	<http://linkedgeodata.org/ontology/seamark%3Alandmark%3Aname>
3	<http://linkedgeodata.org/ontology/seasonal%3Awinter>
3	<http://linkedgeodata.org/ontology/serving_system%3Aconveyor_belt>
3	<http://linkedgeodata.org/ontology/shape%3Aplan>
3	<http://linkedgeodata.org/ontology/ship%3Atype>
3	<http://linkedgeodata.org/ontology/shooting>
3	<http://linkedgeodata.org/ontology/shop%3Anumber>
3	<http://linkedgeodata.org/ontology/shop_2>
3	<http://linkedgeodata.org/ontology/sidewalk>
3	<http://linkedgeodata.org/ontology/smoking%3Anote>
3	<http://linkedgeodata.org/ontology/source%3Aemail>
3	<http://linkedgeodata.org/ontology/source%3Afhrs_ref>
3	<http://linkedgeodata.org/ontology/source%3Apost_code>
3	<http://linkedgeodata.org/ontology/source%3Aproject>
3	<http://linkedgeodata.org/ontology/source%3Arestaurant>
3	<http://linkedgeodata.org/ontology/state>
3	<http://linkedgeodata.org/ontology/structure>
3	<http://linkedgeodata.org/ontology/survey>
3	<http://linkedgeodata.org/ontology/takeway>
3	<http://linkedgeodata.org/ontology/tiger%3Acfcc>
3	<http://linkedgeodata.org/ontology/tiger%3Areviewed>
3	<http://linkedgeodata.org/ontology/type%3Ait>
3	<http://linkedgeodata.org/ontology/uic_name>
3	<http://linkedgeodata.org/ontology/uic_ref>
3	<http://linkedgeodata.org/ontology/vat_ref>
3	<http://linkedgeodata.org/ontology/vatin>
3	<http://linkedgeodata.org/ontology/was%3Aname>
3	<http://linkedgeodata.org/ontology/was%3Ashop>
3	<http://linkedgeodata.org/ontology/website%3Amenu>
3	<http://linkedgeodata.org/ontology/website%3Aoperator>
3	<http://linkedgeodata.org/ontology/wifi%3Aoperator>
2	<http://linkedgeodata.org/ontology/%E0%B8%A3%E0%B8%B2%E0%B8%84%E0%B8%B2>
2	<http://linkedgeodata.org/ontology/%E3%83%88%E3%82%A4%E3%83%AC%E9%9A%9C%E5%AE%B3%E8%80%85%E7%94%A8>
2	<http://linkedgeodata.org/ontology/%E9%9A%9C%E5%AE%B3%E8%80%85%E7%94%A8%E9%A7%90%E8%BB%8A%E5%A0%B4>
2	<http://linkedgeodata.org/ontology/24h>
2	<http://linkedgeodata.org/ontology/AlpinRes_ID>
2	<http://linkedgeodata.org/ontology/Betreiber>
2	<http://linkedgeodata.org/ontology/DGFIP%3Atype>
2	<http://linkedgeodata.org/ontology/Direcci%C3%B3n>
2	<http://linkedgeodata.org/ontology/FID>
2	<http://linkedgeodata.org/ontology/KSJ2%3AAdminArea>
2	<http://linkedgeodata.org/ontology/RATP%3ATCO_LIBELL>
2	<http://linkedgeodata.org/ontology/RATP%3AX_GEOCODAG>
2	<http://linkedgeodata.org/ontology/RATP%3AY_GEOCODAG>
2	<http://linkedgeodata.org/ontology/Regiogeld>
2	<http://linkedgeodata.org/ontology/TODO>
2	<http://linkedgeodata.org/ontology/_description_>
2	<http://linkedgeodata.org/ontology/abandoned%3Aamenity>
2	<http://linkedgeodata.org/ontology/abandoned%3Abuilding>
2	<http://linkedgeodata.org/ontology/abandoned%3Awebsite>
2	<http://linkedgeodata.org/ontology/accuracy>
2	<http://linkedgeodata.org/ontology/addr%3Abuilding>
2	<http://linkedgeodata.org/ontology/addr%3Achecked>
2	<http://linkedgeodata.org/ontology/addr%3Acity%3Aga>
2	<http://linkedgeodata.org/ontology/addr%3Acountry_1>
2	<http://linkedgeodata.org/ontology/addr%3Afull%3Aen>
2	<http://linkedgeodata.org/ontology/addr%3Alocal>
2	<http://linkedgeodata.org/ontology/addr%3Anote>
2	<http://linkedgeodata.org/ontology/addr%3Aparentstreet>
2	<http://linkedgeodata.org/ontology/addr%3Apostal_district>
2	<http://linkedgeodata.org/ontology/addr%3Aref%3AINSEE>
2	<http://linkedgeodata.org/ontology/addr.source%3Acity>
2	<http://linkedgeodata.org/ontology/addr.source%3Astreet>
2	<http://linkedgeodata.org/ontology/adresse1>
2	<http://linkedgeodata.org/ontology/affiliation>
2	<http://linkedgeodata.org/ontology/airconditioning>
2	<http://linkedgeodata.org/ontology/alt_website>
2	<http://linkedgeodata.org/ontology/apartments>
2	<http://linkedgeodata.org/ontology/automated>
2	<http://linkedgeodata.org/ontology/award%3AGault-Millau%3A2014>
2	<http://linkedgeodata.org/ontology/award%3Agault-millau>
2	<http://linkedgeodata.org/ontology/bathroom>
2	<http://linkedgeodata.org/ontology/bbg%3Astpostdir>
2	<http://linkedgeodata.org/ontology/bdouble>
2	<http://linkedgeodata.org/ontology/bedundbike>
2	<http://linkedgeodata.org/ontology/bench>
2	<http://linkedgeodata.org/ontology/beverages>
2	<http://linkedgeodata.org/ontology/bicycle_parking>
2	<http://linkedgeodata.org/ontology/bistro>
2	<http://linkedgeodata.org/ontology/bldam%3Acriteria>
2	<http://linkedgeodata.org/ontology/blind>
2	<http://linkedgeodata.org/ontology/blind%3Awebsite%3Ade>
2	<http://linkedgeodata.org/ontology/book_url>
2	<http://linkedgeodata.org/ontology/brand%3Awikipedia>
2	<http://linkedgeodata.org/ontology/brewery%3APils>
2	<http://linkedgeodata.org/ontology/brewery%3Alandbier>
2	<http://linkedgeodata.org/ontology/brewery%3Apilsener>
2	<http://linkedgeodata.org/ontology/brewery%3Avienna_type>
2	<http://linkedgeodata.org/ontology/building%20function%2Ffungsi%20bangunan>
2	<http://linkedgeodata.org/ontology/building%20structure%2Fstruktur%20bangunan>
2	<http://linkedgeodata.org/ontology/building%3Aadjacency%3Adifference>
2	<http://linkedgeodata.org/ontology/building%3Aadjacency%3Alevel>
2	<http://linkedgeodata.org/ontology/building%3Aapartments>
2	<http://linkedgeodata.org/ontology/building%3Afacade%3Acolour>
2	<http://linkedgeodata.org/ontology/building%3Agroundslope>
2	<http://linkedgeodata.org/ontology/building%3Airregularity>
2	<http://linkedgeodata.org/ontology/building%3Alevels%3Aaboveground>
2	<http://linkedgeodata.org/ontology/building%3Aroof%3Acolour>
2	<http://linkedgeodata.org/ontology/building%3Asoft_storey>
2	<http://linkedgeodata.org/ontology/built>
2	<http://linkedgeodata.org/ontology/bus>
2	<http://linkedgeodata.org/ontology/byob>
2	<http://linkedgeodata.org/ontology/cake>
2	<http://linkedgeodata.org/ontology/can>
2	<http://linkedgeodata.org/ontology/capacity%3Adisabled>
2	<http://linkedgeodata.org/ontology/capacity%3Aindoor>
2	<http://linkedgeodata.org/ontology/capacity%3Ainside>
2	<http://linkedgeodata.org/ontology/carryout>
2	<http://linkedgeodata.org/ontology/cn_tud%3Atoken>
2	<http://linkedgeodata.org/ontology/coffee>
2	<http://linkedgeodata.org/ontology/color>
2	<http://linkedgeodata.org/ontology/column%3Asize%3Abreadth>
2	<http://linkedgeodata.org/ontology/column%3Asize%3Alength>
2	<http://linkedgeodata.org/ontology/construction_year>
2	<http://linkedgeodata.org/ontology/contact%3Aaddr%3Acity>
2	<http://linkedgeodata.org/ontology/contact%3Aaddr%3Apostcode>
2	<http://linkedgeodata.org/ontology/contact%3Ahousename>
2	<http://linkedgeodata.org/ontology/contact%3Aphone%3Afixed>
2	<http://linkedgeodata.org/ontology/contact%3Aurl>
2	<http://linkedgeodata.org/ontology/contact%3Ayoutube>
2	<http://linkedgeodata.org/ontology/course>
2	<http://linkedgeodata.org/ontology/craft_beer>
2	<http://linkedgeodata.org/ontology/credit>
2	<http://linkedgeodata.org/ontology/crop>
2	<http://linkedgeodata.org/ontology/cuisine%3Aes>
2	<http://linkedgeodata.org/ontology/cuisine%3Agastronomical>
2	<http://linkedgeodata.org/ontology/cuisine%3Anote>
2	<http://linkedgeodata.org/ontology/cuisine%3Aorganic>
2	<http://linkedgeodata.org/ontology/cuisine_4>
2	<http://linkedgeodata.org/ontology/currency%3AUSD>
2	<http://linkedgeodata.org/ontology/cusin>
2	<http://linkedgeodata.org/ontology/data_zmiany>
2	<http://linkedgeodata.org/ontology/date_on>
2	<http://linkedgeodata.org/ontology/day_on>
2	<http://linkedgeodata.org/ontology/dcgis%3Acapturedate>
2	<http://linkedgeodata.org/ontology/dcgis%3Apubdate>
2	<http://linkedgeodata.org/ontology/delivers>
2	<http://linkedgeodata.org/ontology/description%3Ahistoric>
2	<http://linkedgeodata.org/ontology/description%3Apl>
2	<http://linkedgeodata.org/ontology/diaper%3Amale>
2	<http://linkedgeodata.org/ontology/diet%3Afruitarian>
2	<http://linkedgeodata.org/ontology/diet%3Amacrobiotic>
2	<http://linkedgeodata.org/ontology/disabled>
2	<http://linkedgeodata.org/ontology/discontinued>
2	<http://linkedgeodata.org/ontology/distance>
2	<http://linkedgeodata.org/ontology/disused%3Acuisine>
2	<http://linkedgeodata.org/ontology/disused%3Aphone>
2	<http://linkedgeodata.org/ontology/dnt%3Aclassification>
2	<http://linkedgeodata.org/ontology/dnt%3Aiid>
2	<http://linkedgeodata.org/ontology/drink%3Acocktail>
2	<http://linkedgeodata.org/ontology/drink%3Acoffee>
2	<http://linkedgeodata.org/ontology/drink%3Apremium-cola>
2	<http://linkedgeodata.org/ontology/e-cigarette>
2	<http://linkedgeodata.org/ontology/easting>
2	<http://linkedgeodata.org/ontology/elevator>
2	<http://linkedgeodata.org/ontology/entry>
2	<http://linkedgeodata.org/ontology/est_date>
2	<http://linkedgeodata.org/ontology/expensive>
2	<http://linkedgeodata.org/ontology/female>
2	<http://linkedgeodata.org/ontology/fire_hydrant%3Aposition>
2	<http://linkedgeodata.org/ontology/fire_hydrant%3Atype>
2	<http://linkedgeodata.org/ontology/fire_operator>
2	<http://linkedgeodata.org/ontology/fire_rank>
2	<http://linkedgeodata.org/ontology/fireplace>
2	<http://linkedgeodata.org/ontology/fixme%3Ade>
2	<http://linkedgeodata.org/ontology/floor%3Amaterial>
2	<http://linkedgeodata.org/ontology/ft_link>
2	<http://linkedgeodata.org/ontology/fuel:diesel>
2	<http://linkedgeodata.org/ontology/fuel:octane_95>
2	<http://linkedgeodata.org/ontology/generator%3Amethod>
2	<http://linkedgeodata.org/ontology/gis_pin>
2	<http://linkedgeodata.org/ontology/gst%3Afeat_id>
2	<http://linkedgeodata.org/ontology/handy_1>
2	<http://linkedgeodata.org/ontology/hema%3Aid>
2	<http://linkedgeodata.org/ontology/historic%3Abuilding>
2	<http://linkedgeodata.org/ontology/historic%3Aname>
2	<http://linkedgeodata.org/ontology/holiday_appartment>
2	<http://linkedgeodata.org/ontology/homepage>
2	<http://linkedgeodata.org/ontology/house_number>
2	<http://linkedgeodata.org/ontology/hst_number>
2	<http://linkedgeodata.org/ontology/ice_cream_counter>
2	<http://linkedgeodata.org/ontology/identity>
2	<http://linkedgeodata.org/ontology/image%3Aurl>
2	<http://linkedgeodata.org/ontology/image2>
2	<http://linkedgeodata.org/ontology/image_4>
2	<http://linkedgeodata.org/ontology/importance%3Atourism>
2	<http://linkedgeodata.org/ontology/ine%3Amunicipio>
2	<http://linkedgeodata.org/ontology/internet_access%3Anote>
2	<http://linkedgeodata.org/ontology/internet_access%3Aprovider>
2	<http://linkedgeodata.org/ontology/internet_access%3Aurl>
2	<http://linkedgeodata.org/ontology/internet_access.source%3Afee>
2	<http://linkedgeodata.org/ontology/is_in%3Adistrict>
2	<http://linkedgeodata.org/ontology/is_in%3Alocality>
2	<http://linkedgeodata.org/ontology/is_in%3Asuburb>
2	<http://linkedgeodata.org/ontology/just-eat.ca>
2	<http://linkedgeodata.org/ontology/kids_area>
2	<http://linkedgeodata.org/ontology/kismet%3Acoordinates>
2	<http://linkedgeodata.org/ontology/kitchen_hours%3Abreakfast>
2	<http://linkedgeodata.org/ontology/kosher>
2	<http://linkedgeodata.org/ontology/landmark>
2	<http://linkedgeodata.org/ontology/last_verified>
2	<http://linkedgeodata.org/ontology/lda%3Acriteria>
2	<http://linkedgeodata.org/ontology/life_cycle>
2	<http://linkedgeodata.org/ontology/link%3Agoogle_plus>
2	<http://linkedgeodata.org/ontology/male>
2	<http://linkedgeodata.org/ontology/manager>
2	<http://linkedgeodata.org/ontology/mapillary>
2	<http://linkedgeodata.org/ontology/mappingdc%3Agid>
2	<http://linkedgeodata.org/ontology/massgis%3Acat>
2	<http://linkedgeodata.org/ontology/min_clothing>
2	<http://linkedgeodata.org/ontology/mobil>
2	<http://linkedgeodata.org/ontology/month_off>
2	<http://linkedgeodata.org/ontology/month_on>
2	<http://linkedgeodata.org/ontology/motor_vehicle>
2	<http://linkedgeodata.org/ontology/motorcycle>
2	<http://linkedgeodata.org/ontology/nama>
2	<http://linkedgeodata.org/ontology/name%3ASr-Latin>
2	<http://linkedgeodata.org/ontology/name%3Aazafady>
2	<http://linkedgeodata.org/ontology/name%3Aetymology%3Awikidata>
2	<http://linkedgeodata.org/ontology/name%3Aformer>
2	<http://linkedgeodata.org/ontology/name%3Aja_eng>
2	<http://linkedgeodata.org/ontology/name%3Ako_rm_2>
2	<http://linkedgeodata.org/ontology/name%3Anote>
2	<http://linkedgeodata.org/ontology/name%3Arm>
2	<http://linkedgeodata.org/ontology/name%3Ash>
2	<http://linkedgeodata.org/ontology/name%3Awrong>
2	<http://linkedgeodata.org/ontology/name%3Azh-yue>
2	<http://linkedgeodata.org/ontology/name_4>
2	<http://linkedgeodata.org/ontology/name_alt>
2	<http://linkedgeodata.org/ontology/name_historic>
2	<http://linkedgeodata.org/ontology/name_loc>
2	<http://linkedgeodata.org/ontology/northing>
2	<http://linkedgeodata.org/ontology/not%3Anccod%3Alp%3Aname>
2	<http://linkedgeodata.org/ontology/note%3Apt>
2	<http://linkedgeodata.org/ontology/note_1>
2	<http://linkedgeodata.org/ontology/nudism>
2	<http://linkedgeodata.org/ontology/number>
2	<http://linkedgeodata.org/ontology/number%20of%20levels%2Fjumlah%20tingkat>
2	<http://linkedgeodata.org/ontology/old%3Aamenity>
2	<http://linkedgeodata.org/ontology/old_fhrs%3Aid>
2	<http://linkedgeodata.org/ontology/old_name%3A1>
2	<http://linkedgeodata.org/ontology/old_ref>
2	<http://linkedgeodata.org/ontology/opening_date>
2	<http://linkedgeodata.org/ontology/opening_hours%3Abar>
2	<http://linkedgeodata.org/ontology/opening_hours%3Abreakfast>
2	<http://linkedgeodata.org/ontology/opening_hours%3Acheck_date>
2	<http://linkedgeodata.org/ontology/opening_hours%3Ade>
2	<http://linkedgeodata.org/ontology/opening_hours%3Adescription>
2	<http://linkedgeodata.org/ontology/opening_hours%3Aes>
2	<http://linkedgeodata.org/ontology/opening_times>
2	<http://linkedgeodata.org/ontology/operator%3Awikidata>
2	<http://linkedgeodata.org/ontology/operator%3Awikipedia>
2	<http://linkedgeodata.org/ontology/outside_dining>
2	<http://linkedgeodata.org/ontology/overnight_stay>
2	<http://linkedgeodata.org/ontology/pay_tv>
2	<http://linkedgeodata.org/ontology/payment%3Acoinkite>
2	<http://linkedgeodata.org/ontology/payment%3Acredit_card>
2	<http://linkedgeodata.org/ontology/payment%3Adiscover>
2	<http://linkedgeodata.org/ontology/payment%3Adogecoin>
2	<http://linkedgeodata.org/ontology/payment%3Aep_chipknip>
2	<http://linkedgeodata.org/ontology/payment%3Alounasseteli>
2	<http://linkedgeodata.org/ontology/payment%3Alunchpass>
2	<http://linkedgeodata.org/ontology/phone%3A1>
2	<http://linkedgeodata.org/ontology/phone%3Aalt>
2	<http://linkedgeodata.org/ontology/phone%3Aalternate>
2	<http://linkedgeodata.org/ontology/phone%3Afr>
2	<http://linkedgeodata.org/ontology/phone%3Apt>
2	<http://linkedgeodata.org/ontology/phone_alt>
2	<http://linkedgeodata.org/ontology/photo%3Apanorama>
2	<http://linkedgeodata.org/ontology/physical%3Acondition>
2	<http://linkedgeodata.org/ontology/population>
2	<http://linkedgeodata.org/ontology/posh>
2	<http://linkedgeodata.org/ontology/post_office%3Atype>
2	<http://linkedgeodata.org/ontology/project%3Acosmhastm>
2	<http://linkedgeodata.org/ontology/provides>
2	<http://linkedgeodata.org/ontology/pseudo>
2	<http://linkedgeodata.org/ontology/quality>
2	<http://linkedgeodata.org/ontology/railway%3Ahistoric>
2	<http://linkedgeodata.org/ontology/rednap%3Aaltitudortometrica>
2	<http://linkedgeodata.org/ontology/rednap%3Alatitud>
2	<http://linkedgeodata.org/ontology/rednap%3Alongitud>
2	<http://linkedgeodata.org/ontology/ref%3A1792>
2	<http://linkedgeodata.org/ontology/ref%3AFR%3ALaPoste>
2	<http://linkedgeodata.org/ontology/ref%3AFR%3ARATP%3ADEA_CODE>
2	<http://linkedgeodata.org/ontology/ref%3AUID>
2	<http://linkedgeodata.org/ontology/ref%3Aaddr>
2	<http://linkedgeodata.org/ontology/ref%3Aat%3Abda>
2	<http://linkedgeodata.org/ontology/ref%3Ab%C3%BCren>
2	<http://linkedgeodata.org/ontology/ref%3Abldam>
2	<http://linkedgeodata.org/ontology/ref%3Afn>
2	<http://linkedgeodata.org/ontology/ref%3Alda>
2	<http://linkedgeodata.org/ontology/ref_name>
2	<http://linkedgeodata.org/ontology/restaurant%3Acafe>
2	<http://linkedgeodata.org/ontology/rfr>
2	<http://linkedgeodata.org/ontology/roof%3Acover%3Amaterial>
2	<http://linkedgeodata.org/ontology/roof%3Aridge%3Adirection>
2	<http://linkedgeodata.org/ontology/roof_shade%3Apresent>
2	<http://linkedgeodata.org/ontology/school>
2	<http://linkedgeodata.org/ontology/seamark%3Alandmark%3Afunction>
2	<http://linkedgeodata.org/ontology/seamark%3Asmall_craft_facility%3A2%3Acategory>
2	<http://linkedgeodata.org/ontology/seating%3Aoutdoor>
2	<http://linkedgeodata.org/ontology/sell%3Atobacco>
2	<http://linkedgeodata.org/ontology/service%3Akitchen>
2	<http://linkedgeodata.org/ontology/serving_system%3Abuffet>
2	<http://linkedgeodata.org/ontology/ship>
2	<http://linkedgeodata.org/ontology/shisha>
2	<http://linkedgeodata.org/ontology/showers>
2	<http://linkedgeodata.org/ontology/side>
2	<http://linkedgeodata.org/ontology/since>
2	<http://linkedgeodata.org/ontology/site>
2	<http://linkedgeodata.org/ontology/ski_resort>
2	<http://linkedgeodata.org/ontology/snack>
2	<http://linkedgeodata.org/ontology/social%3Aoccupied>
2	<http://linkedgeodata.org/ontology/social_facility>
2	<http://linkedgeodata.org/ontology/social_facility%3Afor>
2	<http://linkedgeodata.org/ontology/soiree_a_theme>
2	<http://linkedgeodata.org/ontology/sorting_name>
2	<http://linkedgeodata.org/ontology/source%3A3D>
2	<http://linkedgeodata.org/ontology/source%3Acapacity>
2	<http://linkedgeodata.org/ontology/source%3Aheight>
2	<http://linkedgeodata.org/ontology/source%3Anote>
2	<http://linkedgeodata.org/ontology/source%3Asmoking>
2	<http://linkedgeodata.org/ontology/source%3Astart_date>
2	<http://linkedgeodata.org/ontology/source%3Atracer>
2	<http://linkedgeodata.org/ontology/source%3Azoomlevel>
2	<http://linkedgeodata.org/ontology/source_2>
2	<http://linkedgeodata.org/ontology/source_ref%3Aname>
2	<http://linkedgeodata.org/ontology/sport%3A9pin>
2	<http://linkedgeodata.org/ontology/step_count>
2	<http://linkedgeodata.org/ontology/store_name>
2	<http://linkedgeodata.org/ontology/store_ref>
2	<http://linkedgeodata.org/ontology/strapline>
2	<http://linkedgeodata.org/ontology/street_address>
2	<http://linkedgeodata.org/ontology/street_name>
2	<http://linkedgeodata.org/ontology/structure%20operationel>
2	<http://linkedgeodata.org/ontology/style>
2	<http://linkedgeodata.org/ontology/subcity>
2	<http://linkedgeodata.org/ontology/suburb>
2	<http://linkedgeodata.org/ontology/suisine%3Aja>
2	<http://linkedgeodata.org/ontology/surveillance%3Atype>
2	<http://linkedgeodata.org/ontology/tactile_paving>
2	<http://linkedgeodata.org/ontology/tag>
2	<http://linkedgeodata.org/ontology/takeaway%3Afood>
2	<http://linkedgeodata.org/ontology/takeover>
2	<http://linkedgeodata.org/ontology/tiroler_wirtshaus>
2	<http://linkedgeodata.org/ontology/tobacconist>
